rec,t_us,phase,seq,axis,gimbal,cmd_outer,cmd_inner,ax,ay,az,gx,gy,gz,flags,packet_seq,jitter_us
E,9656,zero,-1,0,outer,1520,1520,,,,,,,0,0,0
S,509797,zero,-1,0,outer,1520,1520,-256,-520,-17040,35,17,-18,0,1,1
S,510855,zero,-1,0,outer,1520,1520,-288,-472,-16928,37,10,-29,0,2,59
S,511796,zero,-1,0,outer,1520,1520,-232,-616,-17016,33,16,-27,0,3,0
S,512806,zero,-1,0,outer,1520,1520,-224,-608,-17120,32,15,-27,0,4,10
S,513806,zero,-1,0,outer,1520,1520,-288,-544,-17160,32,14,-25,0,5,10
S,514806,zero,-1,0,outer,1520,1520,-184,-552,-17096,35,11,-26,0,6,10
S,515806,zero,-1,0,outer,1520,1520,-352,-672,-17000,32,13,-25,0,7,10
S,516806,zero,-1,0,outer,1520,1520,-200,-616,-16992,33,14,-19,0,8,10
S,517806,zero,-1,0,outer,1520,1520,-280,-528,-17112,34,12,-22,0,9,10
S,518806,zero,-1,0,outer,1520,1520,-288,-632,-17040,36,13,-27,0,10,10
S,519806,zero,-1,0,outer,1520,1520,-384,-624,-17088,28,16,-29,0,11,10
S,520806,zero,-1,0,outer,1520,1520,-208,-560,-16960,31,14,-28,0,12,10
S,521806,zero,-1,0,outer,1520,1520,-232,-672,-17008,31,13,-23,0,13,10
S,522806,zero,-1,0,outer,1520,1520,-280,-568,-17056,32,15,-29,0,14,10
S,523806,zero,-1,0,outer,1520,1520,-224,-600,-17016,28,12,-28,0,15,10
S,524806,zero,-1,0,outer,1520,1520,-288,-536,-17048,33,20,-25,0,16,10
S,525806,zero,-1,0,outer,1520,1520,-248,-488,-16992,31,16,-22,0,17,10
S,526806,zero,-1,0,outer,1520,1520,-192,-568,-17088,32,18,-28,0,18,10
S,527806,zero,-1,0,outer,1520,1520,-360,-672,-17104,36,13,-26,0,19,10
S,528806,zero,-1,0,outer,1520,1520,-368,-664,-17128,31,11,-31,0,20,10
S,529806,zero,-1,0,outer,1520,1520,-160,-632,-16952,36,15,-20,0,21,10
S,530806,zero,-1,0,outer,1520,1520,-208,-520,-17112,31,26,-23,0,22,10
S,531806,zero,-1,0,outer,1520,1520,-304,-624,-16992,35,20,-32,0,23,10
S,532806,zero,-1,0,outer,1520,1520,-328,-608,-17152,36,24,-27,0,24,10
S,533806,zero,-1,0,outer,1520,1520,-288,-648,-16944,40,21,-24,0,25,10
S,534806,zero,-1,0,outer,1520,1520,-192,-552,-17008,32,17,-25,0,26,10
S,535806,zero,-1,0,outer,1520,1520,-328,-632,-17128,30,16,-22,0,27,10
S,536806,zero,-1,0,outer,1520,1520,-176,-624,-17096,36,25,-25,0,28,10
S,537806,zero,-1,0,outer,1520,1520,-184,-472,-16904,31,27,-29,0,29,10
S,538806,zero,-1,0,outer,1520,1520,-192,-408,-17016,31,22,-24,0,30,10
