pass_,seq,pulse_us,theta_deg,theta_sd,theta_cross_deg,n,creep_dps,settled
dn,32,1370,-8.440932327602189,0.2033352147614631,-0.05684953961600655,50,0.5138563438540159,False
dn,31,1380,-7.966381381479079,0.1734280176430317,-0.1323030241746554,50,0.7106738878044362,False
dn,30,1390,-7.496331532908893,0.20186725333169334,-0.16350798580687667,50,-0.47618228461312445,True
dn,29,1400,-6.854796527587929,0.19465964678520134,-0.07174642754186351,50,0.3876448724665539,True
dn,28,1410,-6.467974639760797,0.19792148562824194,-0.036925180413806796,50,-0.26383734971735096,True
dn,27,1420,-5.770145665771596,0.21971565282144007,-0.06361361540589058,50,-0.3482000767852973,True
dn,26,1430,-5.040375839642874,0.22181281131604647,0.018801448526616298,50,0.07365457972897464,True
dn,25,1440,-4.275508021571462,0.29591085188452904,-0.018480134194657865,50,0.9295194576862839,False
dn,24,1450,-3.741690227333214,0.16931842025859,-0.049927407395316835,50,0.05744277015611489,True
dn,23,1460,-3.2320235398492936,0.21554108253778093,0.012325175514857562,50,-0.29720031861518453,True
dn,22,1470,-2.324787806958201,0.24001582052981313,-0.013619151736116634,50,-0.06901386385804932,True
dn,21,1480,-1.8962040544551235,0.19997220236660398,-0.02670548285023045,50,0.516169975304473,False
dn,20,1490,-1.2050724368297137,0.220939954322364,-0.0028093870179006324,50,0.33633349832278825,True
dn,19,1500,-0.8368845565912659,0.18660422483171554,-0.04396200481517127,50,0.3492434565523986,True
dn,18,1510,-0.39664495546474143,0.1988790289437034,0.03201653926971375,50,0.030185406204040144,True
dn,17,1520,0.25555938432263586,0.26992990197944383,-0.05600860909359738,50,-0.5108606548149172,False
dn,16,1530,1.0127829607659828,0.2288563430469218,0.005933570991490741,50,0.0998030190363527,True
dn,15,1540,1.6174474605672424,0.2612178647455932,-0.08785172312718004,50,0.43022622900145574,True
dn,14,1550,2.099588880368348,0.22927004321249658,0.0520761559486769,50,0.5890098501255789,False
dn,13,1560,2.680601619835668,0.22715724274220042,0.07965303490902528,50,0.06382237307713218,True
dn,12,1570,3.5055978569615913,0.3458092405483222,0.08099806930266112,50,0.2778930159233792,True
dn,11,1580,3.992270009876405,0.267957515486625,0.0332134609629091,50,0.5911758012105015,False
dn,10,1590,4.491705038292344,0.36842856758287545,-0.010929658099411483,50,-0.8727742414918188,False
dn,9,1600,5.060194034206667,0.2216275431594896,0.06437887695072818,50,0.10731188792292681,True
dn,8,1610,5.7200825775715325,0.2671003954504555,0.09360230700874098,50,-1.0317124819088412,False
dn,7,1620,5.974553019179192,0.4442343925784189,0.09452943258177612,50,0.8262415483312769,False
dn,6,1630,6.683142571259279,0.21583205139328404,0.07303604012297257,50,-0.5084510495700436,False
dn,5,1640,7.054993200534116,0.4008271932454895,0.11528606018752244,50,-0.611628885053563,False
dn,4,1650,7.600024754878513,0.25293307327463666,0.05922745091634937,50,0.7022867319748892,False
dn,3,1660,7.924943146382696,0.20150394691090107,0.09037805893835213,50,0.39692256449335883,True
dn,2,1670,8.010216682635035,0.1970526445361309,0.12670114673526114,50,-0.335106390762143,True
dn,1,1680,8.257462388362297,0.18745040049876022,0.02374841107122421,50,0.6941059119742101,False
dn,0,1690,8.345840531120936,0.37326991104242707,0.05603537335783443,50,-0.4886090364785644,True
dn2,32,1370,-8.388345346140579,0.22695735267669792,-0.11778698715410911,50,-0.05819211792814901,True
dn2,31,1380,-7.9272061946847785,0.18752451992776092,-0.11818364350737084,50,0.2375680196988549,True
dn2,30,1390,-7.47281003197789,0.20255713648430068,-0.13182697821350955,50,0.3446675799884267,True
dn2,29,1400,-6.856910670470965,0.25122245846987995,-0.07434886087093588,50,-0.16897529954580767,True
dn2,28,1410,-6.5530960247803085,0.23908749436228496,-0.1335251239556939,50,-0.8969933318270065,False
dn2,27,1420,-5.761070294636274,0.1951438917278477,-0.14313570921753666,50,-0.0662158269316118,True
dn2,26,1430,-5.1256705742035225,0.20826243676947498,-0.14965166803577204,50,-0.3130148712409063,True
dn2,25,1440,-4.327770227197677,0.233717332970557,-0.07382194403071622,50,-0.17764392732060882,True
dn2,24,1450,-3.8088197170144222,0.21216449506087812,-0.15118050376733067,50,0.3430642979614363,True
dn2,23,1460,-3.200757110727578,0.18747406353181206,-0.14640255699795687,50,-0.20112350845083407,True
dn2,22,1470,-2.4048452678913974,0.1886195043971533,-0.08284227481643228,50,-0.14688174247067137,True
dn2,21,1480,-1.9252485492945481,0.22004843024537962,-0.13904097848360805,50,-0.11723279595880742,True
dn2,20,1490,-1.320544504334069,0.2651408649416791,-0.1474471516937487,50,-0.279940391112113,True
dn2,19,1500,-0.9093892823301007,0.21162399760326578,-0.12043290219162855,50,-0.23463770648322385,True
dn2,18,1510,-0.5092511768649234,0.24673707442309847,-0.17810461186420326,50,-0.1061147330552237,True
dn2,17,1520,0.31731413008368864,0.23449092233007807,-0.07442679652399675,50,-0.282596410839805,True
dn2,16,1530,0.9279022464935816,0.2121045604980487,-0.055004239965182646,50,-0.849103322839093,False
dn2,15,1540,1.6807163590942418,0.31056661898225396,-0.016410986379364372,50,0.413788577608817,True
dn2,14,1550,2.11740875444954,0.21590617300886983,-0.07277792403891027,50,-0.4602014749751862,True
dn2,13,1560,2.710638893045927,0.2857583367358933,0.04200272820611673,50,0.1539020901928936,True
dn2,12,1570,3.5024890186459525,0.22483256881359973,-0.008166404839240329,50,-0.25258130186484967,True
dn2,11,1580,4.056438068619111,0.21541491360226148,0.02016265985328204,50,0.004657782747742168,True
dn2,10,1590,4.591168577776959,0.4122859070632679,-0.07458171661416343,50,0.7976204780388197,False
dn2,9,1600,5.051369252099168,0.3102530208292887,0.031666522337966116,50,-0.3833023954698856,True
dn2,8,1610,5.628308365580573,0.21102497109717946,0.07652587370598354,50,0.12171738594536637,True
dn2,7,1620,6.218409920550014,0.445351112919593,-0.018641400516634973,50,-0.7239603067163273,False
dn2,6,1630,6.581208255317622,0.33958755321952167,0.04151486847541804,50,-0.7614666292781583,False
dn2,5,1640,7.135108083449422,0.4689381970707921,0.05346747720429364,50,-0.7283009365112686,False
dn2,4,1650,7.6116998143182455,0.2969747821757652,0.0200232369551631,50,-0.9836286796886786,False
dn2,3,1660,7.937639368938365,0.23242633186407563,0.0648224926287864,50,-0.6245536329562363,False
dn2,2,1670,8.087260708252836,0.20629598782448455,0.10971845096174747,50,-0.37485379114490147,True
dn2,1,1680,8.222050958271279,0.22311223447439166,0.06137016428616193,50,0.4533901662635677,True
dn2,0,1690,8.36529667792643,0.3893054277104767,0.08497794356321975,50,-0.41554690804435596,True
up,0,1370,-8.595734597134003,0.21722627998686136,-0.03198062009787776,50,0.31995180178886146,True
up,1,1380,-8.441873640084374,0.24155092463644057,-0.11466811691141203,50,-0.25063595356886303,True
up,2,1390,-8.201546455221003,0.24259387249161585,-0.09433516733750849,50,-0.054143386161897754,True
up,3,1400,-7.614287314143832,0.21272682384032832,-0.06494375502820361,50,0.3142417168824425,True
up,4,1410,-7.221725547788509,0.21777455877549473,-0.05445552856212174,50,-0.589638171633403,False
up,5,1420,-6.55396815396518,0.229224585559641,-0.058184511957963134,50,0.6924870446280892,False
up,6,1430,-5.801048975612624,0.2182026109839267,-0.05548921150022153,50,-0.2906968527554946,True
up,7,1440,-5.180563102203636,0.25428979284588493,-0.06793218404111173,50,-0.17026590561497545,True
up,8,1450,-4.566184859300842,0.23064962150973045,0.026954223959757828,50,-0.1795524378107139,True
up,9,1460,-4.019912298001006,0.22872477967075253,-0.017855111370124348,50,-0.09611391160916227,True
