rec,t_us,phase,seq,axis,gimbal,cmd_outer,cmd_inner,ax,ay,az,gx,gy,gz,flags,packet_seq,jitter_us
S,7982,health,0,-1,none,1520,1520,-200,-480,-17160,31,21,-23,0,0,9
S,9071,health,0,-1,none,1520,1520,-312,-416,-17120,29,18,-25,0,1,98
S,9984,health,0,-1,none,1520,1520,-304,-512,-17048,35,20,-23,0,2,11
S,10982,health,0,-1,none,1520,1520,-264,-536,-17064,30,26,-27,0,3,9
S,11976,health,0,-1,none,1520,1520,-384,-520,-17048,37,22,-25,0,4,3
S,12974,health,0,-1,none,1520,1520,-320,-536,-16936,34,21,-30,0,5,1
S,13979,health,0,-1,none,1520,1520,-424,-512,-16944,29,20,-25,0,6,6
S,14976,health,0,-1,none,1520,1520,-320,-552,-17040,28,22,-30,0,7,3
S,15981,health,0,-1,none,1520,1520,-296,-288,-17096,35,22,-31,0,8,8
S,16979,health,0,-1,none,1520,1520,-248,-464,-16944,34,21,-27,0,9,6
S,17973,health,0,-1,none,1520,1520,-224,-560,-17040,39,24,-29,0,10,0
S,18982,health,0,-1,none,1520,1520,-368,-544,-17096,32,22,-21,0,11,9
S,19976,health,0,-1,none,1520,1520,-504,-496,-17048,32,18,-20,0,12,3
S,20974,health,0,-1,none,1520,1520,-312,-544,-17016,34,17,-26,0,13,1
S,21979,health,0,-1,none,1520,1520,-232,-456,-17088,30,19,-27,0,14,6
S,22976,health,0,-1,none,1520,1520,-336,-552,-17016,31,19,-31,0,15,3
S,23981,health,0,-1,none,1520,1520,-160,-464,-17056,37,20,-23,0,16,8
S,24979,health,0,-1,none,1520,1520,-240,-416,-17040,30,19,-23,0,17,6
S,25973,health,0,-1,none,1520,1520,-248,-512,-17080,33,15,-30,0,18,0
S,26982,health,0,-1,none,1520,1520,-304,-480,-17128,39,21,-35,0,19,9
S,27976,health,0,-1,none,1520,1520,-352,-600,-17152,39,20,-32,0,20,3
S,28974,health,0,-1,none,1520,1520,-256,-496,-17088,33,19,-28,0,21,1
S,29979,health,0,-1,none,1520,1520,-272,-496,-17112,33,20,-22,0,22,6
S,30977,health,0,-1,none,1520,1520,-280,-496,-17048,29,23,-28,0,23,4
S,31982,health,0,-1,none,1520,1520,-368,-632,-17024,28,18,-26,0,24,9
S,32980,health,0,-1,none,1520,1520,-288,-416,-17008,33,20,-29,0,25,7
S,33984,health,0,-1,none,1520,1520,-208,-496,-17184,26,19,-30,0,26,11
S,34982,health,0,-1,none,1520,1520,-264,-688,-17032,31,19,-24,0,27,9
S,35976,health,0,-1,none,1520,1520,-368,-536,-17136,33,19,-27,0,28,3
S,36984,health,0,-1,none,1520,1520,-280,-528,-17088,32,16,-28,0,29,11
S,37978,health,0,-1,none,1520,1520,-312,-464,-17040,33,15,-28,0,30,5
S,38976,health,0,-1,none,1520,1520,-240,-544,-17136,27,15,-20,0,31,3
S,39981,health,0,-1,none,1520,1520,-208,-480,-17000,31,21,-23,0,32,8
S,40979,health,0,-1,none,1520,1520,-360,-672,-17064,33,16,-26,0,33,6
S,41984,health,0,-1,none,1520,1520,-304,-648,-17080,33,16,-29,0,34,11
S,42982,health,0,-1,none,1520,1520,-200,-488,-17008,33,18,-28,0,35,9
S,43976,health,0,-1,none,1520,1520,-232,-664,-17080,31,19,-26,0,36,3
S,44984,health,0,-1,none,1520,1520,-240,-600,-17056,37,16,-25,0,37,11
S,45978,health,0,-1,none,1520,1520,-280,-544,-16968,33,18,-27,0,38,5
S,46976,health,0,-1,none,1520,1520,-296,-496,-16952,35,19,-28,0,39,3
S,47981,health,0,-1,none,1520,1520,-232,-536,-17136,37,22,-31,0,40,8
S,48978,health,0,-1,none,1520,1520,-344,-632,-17168,38,18,-29,0,41,5
S,49982,health,0,-1,none,1520,1520,-320,-536,-17064,34,14,-26,0,42,9
S,50980,health,0,-1,none,1520,1520,-328,-584,-17008,31,20,-30,0,43,7
S,51984,health,0,-1,none,1520,1520,-368,-664,-16984,34,19,-27,0,44,11
S,52981,health,0,-1,none,1520,1520,-312,-568,-17120,33,14,-29,0,45,8
S,53975,health,0,-1,none,1520,1520,-328,-568,-17080,37,23,-23,0,46,2
S,54973,health,0,-1,none,1520,1520,-232,-520,-16992,40,20,-26,0,47,0
S,55978,health,0,-1,none,1520,1520,-184,-640,-17008,36,24,-25,0,48,5
S,56976,health,0,-1,none,1520,1520,-288,-456,-16984,31,20,-19,0,49,3
S,57981,health,0,-1,none,1520,1520,-256,-504,-17056,32,21,-19,0,50,8
S,58979,health,0,-1,none,1520,1520,-272,-432,-17040,40,16,-30,0,51,6
S,59984,health,0,-1,none,1520,1520,-192,-456,-17120,28,16,-30,0,52,11
S,60982,health,0,-1,none,1520,1520,-336,-448,-17136,35,18,-31,0,53,9
