a_cmd_us,b_cmd_us,n_runs,voltage_basis,voltage_min,voltage_max,voltage_span,thrust_min,thrust_max,dthrust_dV_N_per_V,intercept_N,r,exponent_k,pct_thrust_loss
1850,1850,7,noload,11.247,12.501,1.254,12.653,14.644,1.4353,-3.2887,0.98,1.244,13.59
