phase,a_cmd_us,b_cmd_us,n,t_start_rel,thrust_n_mean,thrust_n_sem,torque_nm_mean,torque_nm_sem,voltage_v_mean,voltage_v_sem,current_a_mean,current_a_sem,run_dir
A1900_B1000,1900,1000,126,0.0,8.859168805246648,0.05001632966902002,-0.14861339226309286,0.000625303755865919,11.60133064516129,0.0034346722906736303,13.96782258064516,0.009047591397457356,raw/2026-07-31\A1900_B1000-2000_2026-07-31_032000
A1900_B1100,1900,1100,126,0.0,8.787875154453,0.04416582470710191,-0.1390737097234103,0.0023733564548289,11.551176000000002,0.00353042196143838,14.092559999999997,0.009198109202614733,raw/2026-07-31\A1900_B1000-2000_2026-07-31_032000
A1900_B1200,1900,1200,124,0.0,9.213316270684437,0.027736007225258184,-0.12822194321035343,0.0022032028249230813,11.492209677419355,0.0030972368715252874,14.556129032258065,0.010358578721349819,raw/2026-07-31\A1900_B1000-2000_2026-07-31_032000
A1900_B1300,1900,1300,126,0.0,9.657168805246648,0.022383334827601874,-0.11440704305674361,0.0010159655215818515,11.458241935483873,0.003297520127904315,15.224838709677417,0.009063464692023005,raw/2026-07-31\A1900_B1000-2000_2026-07-31_032000
A1900_B1400,1900,1400,125,0.0,10.211697948103788,0.020958305077986034,-0.1011032335329341,0.0008461373334729855,11.411151999999996,0.00346775107935778,16.08544,0.00964766660741041,raw/2026-07-31\A1900_B1000-2000_2026-07-31_032000
A1900_B1500,1900,1500,126,0.0,10.800018011595855,0.02218823510948701,-0.08508164623134681,0.0012630660524531809,11.361591999999998,0.003711987486074566,17.09272,0.009817282982642925,raw/2026-07-31\A1900_B1000-2000_2026-07-31_032000
A1900_B1600,1900,1600,123,0.0,11.480554403388346,0.02181304166118277,-0.07238323353293409,0.0011455457607463851,11.304544000000002,0.0031995867475095494,18.323919999999998,0.008754645587049128,raw/2026-07-31\A1900_B1000-2000_2026-07-31_032000
A1900_B1700,1900,1700,126,0.0,12.51730372588157,0.022734943774514488,-0.04870069385039441,0.0015074692676285463,11.22685483870968,0.004014801710647474,20.403709677419354,0.01018094087337116,raw/2026-07-31\A1900_B1000-2000_2026-07-31_032000
A1900_B1800,1900,1800,126,0.0,13.951049757627603,0.03456735126159696,-0.018756249405949985,0.0017857188006997577,11.107403225806454,0.004081228727337042,23.690564516129037,0.009631488497153248,raw/2026-07-31\A1900_B1000-2000_2026-07-31_032000
A1900_B1900,1900,1900,126,0.0,15.302295789373634,0.0488289029847268,0.013854861705161065,0.0017606069866529658,10.958800000000002,0.004391957459104146,27.88304,0.008680882963861346,raw/2026-07-31\A1900_B1000-2000_2026-07-31_032000
A1900_B2000,1900,2000,125,0.0,16.83352194810379,0.10833894937410035,0.039600766467065805,0.002030159186512388,10.825943548387096,0.003066731000092486,31.60443548387097,0.009035076341814923,raw/2026-07-31\A1900_B1000-2000_2026-07-31_032000
A2000_B1000,2000,1000,126,0.0,10.254136726546905,0.031108479423840225,-0.17669323258245415,0.0029576373245740893,11.508879032258067,0.0030604237689701224,18.02258064516129,0.008982360958509633,raw/2026-07-31\A2000_B1000-2000_2026-07-31_032944
A2000_B1100,2000,1100,126,0.0,10.391374821785005,0.027087916074864667,-0.1629789468681685,0.003688438693398732,11.440495999999998,0.002756239233027033,18.031519999999997,0.006341930102055281,raw/2026-07-31\A2000_B1000-2000_2026-07-31_032944
