t_epoch,t_fc_us,phase,a_cmd_us,b_cmd_us,a_cmd_norm,b_cmd_norm,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw,voltage_v,current_a,sweep_idx
1784877919.883821,444795398,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,12.575,0.0,1
1784877919.933617,444847814,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,12.575,0.0,1
1784877919.9831583,444897224,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,12.311,9.15,1
1784877920.033349,444948192,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,12.311,9.15,1
1784877920.0837946,444997563,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,12.207,7.88,1
1784877920.134681,445048478,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,12.207,7.88,1
1784877920.1836636,445094900,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.691,27.19,1
1784877920.2339373,445147310,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.691,27.19,1
1784877920.287622,445198233,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.705,29.65,1
1784877920.3356535,445246158,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.705,29.65,1
1784877920.3881712,445298563,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.896,25.78,1
1784877920.436478,445346481,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.896,25.78,1
1784877920.48624,445394465,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.849,24.8,1
1784877920.5362647,445446812,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.849,24.8,1
1784877920.5902698,445499234,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.757,24.26,1
1784877920.637306,445544157,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.757,24.26,1
1784877920.6911602,445599615,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,12.003,23.77,1
1784877920.738692,445648983,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,12.003,23.77,1
1784877920.7891526,445696951,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.901,23.52,1
1784877920.839295,445746319,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.901,23.52,1
1784877920.8912058,445794285,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.927,23.1,1
1784877920.9399793,445846702,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.927,23.1,1
1784877920.9900897,445896071,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.847,23.26,1
1784877921.0397646,445946991,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.847,23.26,1
1784877921.0914183,445996450,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.699,22.83,1
1784877921.1396658,446044328,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.699,22.83,1
1784877921.191974,446096739,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.873,23.2,1
1784877921.2414386,446146203,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.873,23.2,1
1784877921.2927759,446197066,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.82,23.12,1
1784877921.3427725,446247993,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.82,23.12,1
1784877921.3928556,446297404,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.741,22.92,1
1784877921.442499,446345328,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.741,22.92,1
1784877921.4961998,446397736,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.782,23.05,1
1784877921.5434399,446445705,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.782,23.05,1
1784877921.5966828,446498122,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.812,22.91,1
1784877921.6440344,446546001,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.812,22.91,1
1784877921.6953585,446595459,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.805,23.11,1
1784877921.744614,446644826,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.805,23.11,1
1784877921.7959483,446695748,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.861,23.12,1
1784877921.8461428,446748155,A1800_B1800,1800,1800,0.8,0.8,1800,1800,1000,1000,0,0,0,0,11.861,23.12,1
