rec,t_us,phase,seq,axis,gimbal,cmd_outer,cmd_inner,ax,ay,az,gx,gy,gz,flags,packet_seq,jitter_us
S,7996,health,0,-1,none,1520,1520,-280,-640,-17120,32,20,-28,0,0,5
S,9093,health,0,-1,none,1520,1520,-200,-512,-17072,37,20,-28,0,1,102
S,10016,health,0,-1,none,1520,1520,-232,-512,-17000,39,20,-26,0,2,25
S,10997,health,0,-1,none,1520,1520,-320,-680,-16968,34,19,-30,0,3,6
S,11993,health,0,-1,none,1520,1520,-352,-472,-17040,39,23,-28,0,4,2
S,12999,health,0,-1,none,1520,1520,-248,-520,-17128,38,23,-22,0,5,8
S,13995,health,0,-1,none,1520,1520,-376,-488,-17000,32,22,-26,0,6,4
S,15002,health,0,-1,none,1520,1520,-248,-488,-17024,33,20,-28,0,7,11
S,15998,health,0,-1,none,1520,1520,-360,-624,-17040,30,20,-24,0,8,7
S,16993,health,0,-1,none,1520,1520,-240,-648,-17168,35,25,-24,0,9,2
S,17999,health,0,-1,none,1520,1520,-304,-496,-17064,29,18,-28,0,10,8
S,18994,health,0,-1,none,1520,1520,-344,-544,-17056,36,21,-29,0,11,3
S,20000,health,0,-1,none,1520,1520,-96,-576,-17056,30,24,-32,0,12,9
S,20995,health,0,-1,none,1520,1520,-248,-592,-17152,26,18,-29,0,13,4
S,22002,health,0,-1,none,1520,1520,-264,-600,-17120,23,18,-30,0,14,11
S,22998,health,0,-1,none,1520,1520,-256,-560,-17080,32,20,-30,0,15,7
S,23994,health,0,-1,none,1520,1520,-272,-560,-17072,34,20,-29,0,16,3
S,25000,health,0,-1,none,1520,1520,-336,-552,-17072,35,22,-25,0,17,9
S,25995,health,0,-1,none,1520,1520,-232,-512,-17048,31,20,-25,0,18,4
S,27002,health,0,-1,none,1520,1520,-272,-608,-16976,30,16,-24,0,19,11
S,27998,health,0,-1,none,1520,1520,-256,-520,-17136,30,18,-22,0,20,7
S,28993,health,0,-1,none,1520,1520,-184,-672,-17152,33,14,-23,0,21,2
S,29999,health,0,-1,none,1520,1520,-240,-536,-17064,40,17,-29,0,22,8
S,30994,health,0,-1,none,1520,1520,-248,-624,-17056,32,22,-29,0,23,3
S,32000,health,0,-1,none,1520,1520,-336,-592,-17032,33,19,-27,0,24,9
S,32995,health,0,-1,none,1520,1520,-320,-528,-17184,34,21,-30,0,25,4
S,34002,health,0,-1,none,1520,1520,-360,-472,-16976,34,21,-28,0,26,11
S,34998,health,0,-1,none,1520,1520,-96,-600,-17072,34,20,-31,0,27,7
S,35993,health,0,-1,none,1520,1520,-240,-632,-17024,36,21,-26,0,28,2
S,36999,health,0,-1,none,1520,1520,-120,-672,-17104,29,17,-25,0,29,8
S,37995,health,0,-1,none,1520,1520,-312,-672,-17032,32,19,-26,0,30,4
S,39002,health,0,-1,none,1520,1520,-208,-456,-16960,33,17,-29,0,31,11
S,39998,health,0,-1,none,1520,1520,-248,-600,-17032,37,15,-29,0,32,7
S,40993,health,0,-1,none,1520,1520,-280,-568,-17096,39,20,-27,0,33,2
S,41999,health,0,-1,none,1520,1520,-248,-808,-17120,27,22,-23,0,34,8
S,42994,health,0,-1,none,1520,1520,-152,-544,-17072,27,19,-28,0,35,3
S,44000,health,0,-1,none,1520,1520,-240,-672,-17048,33,30,-26,0,36,9
S,44996,health,0,-1,none,1520,1520,-264,-448,-16936,33,32,-29,0,37,5
S,45992,health,0,-1,none,1520,1520,-136,-544,-17080,35,22,-25,0,38,1
S,46998,health,0,-1,none,1520,1520,-272,-592,-17040,35,19,-24,0,39,7
S,47993,health,0,-1,none,1520,1520,-296,-608,-17072,31,22,-25,0,40,2
S,48999,health,0,-1,none,1520,1520,-264,-592,-16904,34,19,-31,0,41,8
S,49994,health,0,-1,none,1520,1520,-264,-600,-16984,34,17,-28,0,42,3
S,51000,health,0,-1,none,1520,1520,-232,-528,-17136,32,17,-30,0,43,9
S,51995,health,0,-1,none,1520,1520,-208,-592,-16968,35,18,-23,0,44,4
S,53001,health,0,-1,none,1520,1520,-248,-520,-17040,28,25,-22,0,45,10
S,53997,health,0,-1,none,1520,1520,-264,-640,-16920,34,15,-29,0,46,6
S,54992,health,0,-1,none,1520,1520,-320,-632,-17032,33,12,-27,0,47,1
S,55998,health,0,-1,none,1520,1520,-304,-744,-17032,29,19,-25,0,48,7
S,56994,health,0,-1,none,1520,1520,-320,-616,-17112,31,24,-29,0,49,3
S,58000,health,0,-1,none,1520,1520,-176,-584,-17096,32,19,-25,0,50,9
S,58995,health,0,-1,none,1520,1520,-144,-480,-17072,33,20,-26,0,51,4
S,60001,health,0,-1,none,1520,1520,-240,-640,-17088,31,19,-30,0,52,10
S,60997,health,0,-1,none,1520,1520,-120,-640,-17056,37,12,-31,0,53,6
S,61992,health,0,-1,none,1520,1520,-280,-616,-16928,30,16,-21,0,54,1
S,62998,health,0,-1,none,1520,1520,-296,-600,-17120,31,21,-24,0,55,7
S,63994,health,0,-1,none,1520,1520,-312,-584,-17016,33,24,-28,0,56,3
S,65000,health,0,-1,none,1520,1520,-240,-592,-17072,31,13,-26,0,57,9
S,65996,health,0,-1,none,1520,1520,-256,-632,-17000,36,20,-25,0,58,5
S,66992,health,0,-1,none,1520,1520,-208,-488,-17016,30,15,-26,0,59,1
