target_us,n_below,n_above,mean_below,sd_below,mean_above,sd_above,backlash_deg,repeatability_sd_deg
1468,20,20,-2.362365703239184,0.1754769632312278,-2.1344445902378486,0.2534286230490761,0.22792111300133522,0.21445279314015195
1520,20,20,-0.042209037784357833,0.24069993628457423,0.09150603560868534,0.14481636172071718,0.13371507339304317,0.1927581490026457
1572,20,20,2.047887016548479,0.2599269253227219,2.104559459921508,0.1096050876324587,0.056672443373029235,0.18476600647759028
