t_rel_s,t_epoch,phase,sweep_idx,a_cmd_us,b_cmd_us,servo1_raw,servo2_raw,voltage_v,current_a,power_w,Fx,Fy,Fz,Tx,Ty,Tz,thrust_N,torque_Nm,rpm
0.0,1784878912.00117,,,,,,,,,,-0.31906,0.26729,0.11923,-0.02713,-0.02483,0.00436,-0.11923,0.00436,572.0
0.02,1784878912.02117,,,,,,,,,,0.23665,-0.11049,0.1585,0.01447,0.0156,-0.00076,-0.1585,-0.00076,572.0
0.04,1784878912.04117,,,,,,,,,,-0.55851,0.26917,-0.03314,-0.02548,-0.04318,0.00706,0.03314,0.00706,572.0
0.06,1784878912.06117,,,,,,,,,,-0.0374,-0.10131,0.10759,0.01288,-0.00254,-0.00288,-0.10759,-0.00288,572.0
0.08,1784878912.08117,,,,,,,,,,0.50233,-0.05715,0.08078,0.00788,0.03094,0.00406,-0.08078,0.00406,572.0
0.1,1784878912.10117,,,,,,,,,,0.47545,0.07736,0.01499,-0.01271,0.03466,0.00953,-0.01499,0.00953,572.0
0.12,1784878912.12117,,,,,,,,,,-0.49705,0.28924,0.05351,-0.02325,-0.03907,0.00612,-0.05351,0.00612,572.0
0.14,1784878912.14117,,,,,,,,,,0.0294,-0.15075,0.15243,0.01753,0.00123,-0.00288,-0.15243,-0.00288,572.0
0.16,1784878912.16117,,,,,,,,,,0.02514,0.03166,0.06429,-0.00689,-0.00036,0.00359,-0.06429,0.00359,572.0
0.18,1784878912.18117,,,,,,,,,,0.16039,-0.0899,0.08952,0.00888,0.02041,0.00177,-0.08952,0.00177,572.0
0.2,1784878912.20117,,,,,,,,,,0.45985,-0.03528,0.15684,0.00423,0.03213,0.00289,-0.15684,0.00289,572.0
0.22,1784878912.22117,,,,,,,,,,-0.4336,0.14382,0.08186,-0.00989,-0.03319,0.00542,-0.08186,0.00542,572.0
0.24,1784878912.24117,,,,,,,,,,0.21725,0.09032,0.2087,-0.00889,0.02035,0.00094,-0.2087,0.00094,572.0
0.26,1784878912.26117,,,,,,,,,,0.02036,-0.09973,0.21455,0.00676,0.00276,0.00483,-0.21455,0.00483,572.0
0.28,1784878912.28117,,,,,,,,,,-0.05335,-0.03795,0.12125,0.00111,-0.00501,0.00665,-0.12125,0.00665,572.0
0.3,1784878912.30117,,,,,,,,,,0.46427,-0.0412,0.03657,0.0014,0.03348,0.0053,-0.03657,0.0053,572.0
0.32,1784878912.32117,,,,,,,,,,-0.12426,-0.0016,0.15079,0.00535,-0.01306,-0.00094,-0.15079,-0.00094,572.0
0.34,1784878912.34117,,,,,,,,,,-0.09058,0.02079,0.03975,-0.00701,-0.00547,0.00465,-0.03975,0.00465,572.0
0.36,1784878912.36117,,,,,,,,,,-0.20433,0.11319,0.11647,-0.00801,-0.0173,0.00365,-0.11647,0.00365,572.0
0.38,1784878912.38117,,,,,,,,,,0.16839,-0.04262,0.12148,0.00546,0.01654,0.00277,-0.12148,0.00277,572.0
0.4,1784878912.40117,,,,,,,,,,-0.37502,0.07314,0.08698,-0.00407,-0.02519,0.00365,-0.08698,0.00365,572.0
0.42,1784878912.42117,,,,,,,,,,0.62514,-0.1287,0.18658,0.0094,0.04611,0.00271,-0.18658,0.00271,572.0
0.44,1784878912.44117,,,,,,,,,,0.72561,-0.20215,0.23403,0.01317,0.05659,0.00283,-0.23403,0.00283,572.0
0.46,1784878912.46117,,,,,,,,,,0.5319,-0.07211,0.07969,-0.00095,0.04388,0.00453,-0.07969,0.00453,572.0
0.48,1784878912.48117,,,,,,,,,,0.56334,-0.14225,0.16044,0.01235,0.04537,0.00177,-0.16044,0.00177,572.0
0.5,1784878912.50117,,,,,,,,,,-0.68942,0.15697,-0.00091,-0.01595,-0.052,0.00265,0.00091,0.00265,572.0
0.52,1784878912.52117,,,,,,,,,,-0.69464,0.20841,0.12484,-0.01548,-0.05355,0.00177,-0.12484,0.00177,572.0
0.54,1784878912.54117,,,,,,,,,,0.39448,-0.14612,0.06545,0.00746,0.02817,0.00253,-0.06545,0.00253,572.0
0.56,1784878912.56117,,,,,,,,,,0.54709,-0.15758,0.18219,0.01229,0.04041,-6e-05,-0.18219,-6e-05,572.0
0.58,1784878912.58117,,,,,,,,,,0.52439,0.06072,0.13536,-0.00195,0.03642,0.00383,-0.13536,0.00383,572.0
0.6,1784878912.60117,,,,,,,,,,-0.37225,0.20571,0.11017,-0.0183,-0.02894,0.00536,-0.11017,0.00536,572.0
0.62,1784878912.62117,,,,,,,,,,-0.66104,0.13052,0.13234,-0.00883,-0.0503,0.0,-0.13234,0.0,572.0
0.64,1784878912.64117,,,,,,,,,,-0.56596,0.14079,0.17732,-0.00877,-0.04536,0.00465,-0.17732,0.00465,572.0
0.66,1784878912.66117,,,,,,,,,,-0.55588,0.27775,0.0363,-0.02283,-0.04194,0.00371,-0.0363,0.00371,572.0
0.68,1784878912.68117,,,,,,,,,,-0.63039,0.31147,0.01381,-0.02166,-0.04741,0.00371,-0.01381,0.00371,572.0
0.7,1784878912.70117,,,,,,,,,,-0.54084,0.25608,0.08209,-0.01871,-0.04436,0.00383,-0.08209,0.00383,572.0
0.72,1784878912.72117,,,,,,,,,,-0.52003,0.37711,-0.0603,-0.03166,-0.0403,0.00583,0.0603,0.00583,572.0
0.74,1784878912.74117,,,,,,,,,,-0.46306,0.32903,-0.04015,-0.02695,-0.03577,0.00753,0.04015,0.00753,572.0
0.76,1784878912.76117,,,,,,,,,,-0.48082,0.12506,0.11531,-0.01031,-0.03384,0.00448,-0.11531,0.00448,572.0
0.78,1784878912.78117,,,,,,,,,,0.55742,-0.20951,0.31651,0.01423,0.04188,0.00112,-0.31651,0.00112,572.0
0.8,1784878912.80117,,,,,,,,,,0.45162,-0.08494,0.11846,0.00117,0.03341,0.0073,-0.11846,0.0073,572.0
0.82,1784878912.82117,,,,,,,,,,0.46215,-0.17113,0.15501,0.01793,0.03235,0.00065,-0.15501,0.00065,572.0
0.84,1784878912.84117,,,,,,,,,,0.25135,-0.17655,0.11392,0.01482,0.01676,-0.00017,-0.11392,-0.00017,572.0
0.86,1784878912.86117,,,,,,,,,,0.41274,-0.0987,0.21228,0.00776,0.03419,0.00212,-0.21228,0.00212,572.0
0.88,1784878912.88117,,,,,,,,,,-0.34712,0.3345,0.01826,-0.02749,-0.02849,0.00836,-0.01826,0.00836,572.0
0.9,1784878912.90117,,,,,,,,,,0.68296,-0.15263,0.18493,0.01035,0.05247,0.00277,-0.18493,0.00277,572.0
0.92,1784878912.92117,,,,,,,,,,0.51858,-0.01481,0.21782,-0.00166,0.03735,0.00377,-0.21782,0.00377,572.0
0.94,1784878912.94117,,,,,,,,,,0.50143,-0.11548,0.23393,0.00234,0.03711,0.00483,-0.23393,0.00483,572.0
0.96,1784878912.96117,,,,,,,,,,0.62508,-0.13318,0.03291,0.0064,0.04923,0.00636,-0.03291,0.00636,572.0
0.98,1784878912.98117,,,,,,,,,,0.72913,-0.18046,0.17958,0.01041,0.06247,0.001,-0.17958,0.001,572.0
1.0,1784878913.00117,,,,,,,,,,0.83624,-0.02053,0.23296,0.00017,0.06148,0.00548,-0.23296,0.00548,572.0
1.02,1784878913.02117,,,,,,,,,,0.4807,-0.06367,0.1646,0.01605,0.03029,0.00177,-0.1646,0.00177,572.0
1.04,1784878913.04117,,,,,,,,,,0.35658,0.01194,0.10988,-0.00159,0.02442,0.00259,-0.10988,0.00259,572.0
1.06,1784878913.06117,,,,,,,,,,-0.44288,0.19605,0.10864,-0.01166,-0.03508,0.00077,-0.10864,0.00077,572.0
1.08,1784878913.08117,,,,,,,,,,0.52491,-0.07381,0.12134,0.00711,0.03788,0.00171,-0.12134,0.00171,572.0
1.1,1784878913.10117,,,,,,,,,,0.5912,0.05843,0.15619,-0.00778,0.0457,0.00171,-0.15619,0.00171,572.0
1.12,1784878913.12117,,,,,,,,,,0.6629,-0.09832,0.11915,0.01064,0.04965,0.00177,-0.11915,0.00177,572.0
1.14,1784878913.14117,,,,,,,,,,0.50947,-0.28666,0.26037,0.01817,0.03782,0.00259,-0.26037,0.00259,572.0
1.16,1784878913.16117,,,,,,,,,,0.66619,-0.04121,0.41692,0.00411,0.04423,0.00083,-0.41692,0.00083,572.0
1.18,1784878913.18117,,,,,,,,,,0.47621,-0.19507,0.24199,0.01841,0.03912,0.00294,-0.24199,0.00294,572.0
1.2,1784878913.20117,,,,,,,,,,-0.05056,0.06876,0.03107,-0.00801,-5e-05,0.00624,-0.03107,0.00624,572.0
1.22,1784878913.22117,,,,,,,,,,-0.54689,0.04721,0.01008,0.00523,-0.03977,-0.00123,-0.01008,-0.00123,572.0
1.24,1784878913.24117,,,,,,,,,,-0.59068,0.14661,0.15108,-0.01123,-0.04112,0.00041,-0.15108,0.00041,572.0
1.26,1784878913.26117,,,,,,,,,,-0.27821,0.47861,-0.17011,-0.04614,-0.01859,0.01095,0.17011,0.01095,572.0
1.28,1784878913.28117,,,,,,,,,,-0.41859,0.07243,0.08295,-0.00142,-0.03043,-0.001,-0.08295,-0.001,572.0
1.3,1784878913.30117,,,,,,,,,,0.5038,-0.05103,0.29633,0.00558,0.03664,0.00371,-0.29633,0.00371,572.0
1.32,1784878913.32117,,,,,,,,,,0.53755,0.01543,0.12916,-0.00236,0.04088,0.00371,-0.12916,0.00371,572.0
1.34,1784878913.34117,,,,,,,,,,0.63501,-0.09689,0.1933,0.00588,0.04812,0.00371,-0.1933,0.00371,572.0
1.36,1784878913.36117,,,,,,,,,,0.54724,-0.11168,0.15733,0.00316,0.04423,0.00359,-0.15733,0.00359,572.0
1.38,1784878913.38117,,,,,,,,,,0.70611,-0.27026,0.26996,0.01976,0.057,0.00194,-0.26996,0.00194,572.0
1.4,1784878913.40117,,,,,,,,,,0.65388,-0.22105,0.18964,0.01475,0.05123,0.00536,-0.18964,0.00536,572.0
1.42,1784878913.42117,,,,,,,,,,0.82933,-0.29137,0.19478,0.02476,0.06336,-0.00035,-0.19478,-0.00035,572.0
1.44,1784878913.44117,,,,,,,,,,0.57411,-0.24529,0.10936,0.01706,0.04366,-0.00094,-0.10936,-0.00094,572.0
1.46,1784878913.46117,,,,,,,,,,0.00243,0.1638,0.08071,-0.01437,-0.00235,0.00448,-0.08071,0.00448,572.0
1.48,1784878913.48117,,,,,,,,,,-0.37762,-0.04376,0.04816,0.00865,-0.0276,0.001,-0.04816,0.001,572.0
1.5,1784878913.50117,,,,,,,,,,0.13583,0.12249,0.11324,-0.01419,0.01918,0.00536,-0.11324,0.00536,572.0
1.52,1784878913.52117,,,,,,,,,,0.02069,0.00472,0.08652,-0.00365,-0.00264,-0.00011,-0.08652,-0.00011,572.0
1.54,1784878913.54117,,,,,,,,,,-0.40644,0.14327,0.12207,-0.01495,-0.0309,0.00283,-0.12207,0.00283,572.0
1.56,1784878913.56117,,,,,,,,,,0.52843,-0.01791,0.28617,-0.00112,0.04019,0.00459,-0.28617,0.00459,572.0
1.58,1784878913.58117,,,,,,,,,,-0.29944,0.25714,0.06541,-0.0203,-0.02613,0.00283,-0.06541,0.00283,572.0
1.6,1784878913.60117,,,,,,,,,,-0.02294,0.1094,0.09116,-0.01083,-0.004,0.00453,-0.09116,0.00453,572.0
1.62,1784878913.62117,,,,,,,,,,-0.32498,0.13067,0.13913,-0.01059,-0.02518,0.00194,-0.13913,0.00194,572.0
1.64,1784878913.64117,,,,,,,,,,0.00084,0.2154,0.0896,-0.02166,-0.00206,0.00565,-0.0896,0.00565,572.0
1.66,1784878913.66117,,,,,,,,,,0.08548,0.20274,0.03723,-0.01684,0.00618,0.00471,-0.03723,0.00471,572.0
1.68,1784878913.68117,,,,,,,,,,-0.03004,0.00022,0.07693,0.00023,0.00218,0.00465,-0.07693,0.00465,572.0
1.7,1784878913.70117,,,,,,,,,,0.06961,0.01662,0.14445,0.0017,-0.00194,0.00353,-0.14445,0.00353,572.0
1.72,1784878913.72117,,,,,,,,,,-0.08689,0.05317,0.21131,-0.00366,-0.00659,0.00071,-0.21131,0.00071,572.0
1.74,1784878913.74117,,,,,,,,,,0.10059,-0.181,0.1261,0.01535,0.00894,0.00071,-0.1261,0.00071,572.0
1.76,1784878913.76117,,,,,,,,,,-0.02082,-0.00586,-0.02398,0.00252,-0.00146,0.00077,0.02398,0.00077,572.0
1.78,1784878913.78117,,,,,,,,,,-0.50643,0.06823,0.12311,-0.00666,-0.04384,0.00183,-0.12311,0.00183,572.0
1.8,1784878913.80117,,,,,,,,,,0.19532,0.02731,0.158,-0.00236,0.01629,0.00348,-0.158,0.00348,572.0
1.82,1784878913.82117,,,,,,,,,,0.20943,-0.06041,0.16439,0.00547,0.01172,-0.00023,-0.16439,-0.00023,572.0
1.84,1784878913.84117,,,,,,,,,,-0.3935,0.0969,0.01375,-0.00448,-0.03136,0.00059,-0.01375,0.00059,572.0
1.86,1784878913.86117,,,,,,,,,,-0.31706,-0.00303,0.07254,0.00164,-0.02449,-0.00094,-0.07254,-0.00094,572.0
1.88,1784878913.88117,,,,,,,,,,0.27194,0.07245,0.05234,-0.00601,0.02354,0.00465,-0.05234,0.00465,572.0
1.9,1784878913.90117,,,,,,,,,,-0.0687,0.11249,0.10155,-0.00842,-0.00852,0.00365,-0.10155,0.00365,572.0
1.92,1784878913.92117,,,,,,,,,,-0.53609,0.21574,0.02965,-0.01607,-0.03561,0.00253,-0.02965,0.00253,572.0
1.94,1784878913.94117,,,,,,,,,,0.36558,0.05067,0.02072,-0.00324,0.02408,-0.00017,-0.02072,-0.00017,572.0
1.96,1784878913.96117,,,,,,,,,,-0.52289,0.12973,-0.0255,-0.00743,-0.04026,0.00153,0.0255,0.00153,572.0
1.98,1784878913.98117,,,,,,,,,,0.51809,-0.19365,0.08533,0.01424,0.04108,-0.00088,-0.08533,-0.00088,572.0
2.0,1784878914.00117,,,,,,,,,,-0.29354,0.19774,0.17997,-0.01495,-0.02601,0.00764,-0.17997,0.00764,572.0
2.02,1784878914.02117,A1850_B1850,1,1850,1850,1850,1850,11.86691,0.32659,3.87557,0.11339,0.04873,0.0783,-0.00106,0.01746,0.03982,-0.0783,0.03982,572.0
2.04,1784878914.04117,A1850_B1850,1,1850,1850,1850,1850,11.84982,0.6532,7.74035,0.32373,0.15813,0.24337,-0.02001,0.04731,0.05654,-0.24337,0.05654,572.0
2.06,1784878914.06117,A1850_B1850,1,1850,1850,1850,1850,11.839,0.86,10.18154,-0.24156,0.2503,-0.0404,-0.01908,-0.00464,0.03209,0.0404,0.03209,572.0
2.08,1784878914.08117,A1850_B1850,1,1850,1850,1850,1850,11.839,0.86,10.18154,-0.20857,-0.22367,-0.33955,0.02265,-0.03835,-0.05782,0.33955,-0.05782,572.0
2.1,1784878914.10117,A1850_B1850,1,1850,1850,1850,1850,11.83881,0.86688,10.26287,-0.49943,0.43711,-0.96154,-0.03207,-0.0469,-0.0483,0.96154,-0.0483,572.0
2.12,1784878914.12117,A1850_B1850,1,1850,1850,1850,1850,11.75167,3.95491,46.47679,0.14689,0.20331,-1.77382,-0.01725,0.01124,-0.01606,1.77382,-0.01606,572.0
2.14,1784878914.14117,A1850_B1850,1,1850,1850,1850,1850,11.66453,7.04293,82.15255,-0.18417,-0.14929,-1.79765,0.0094,-0.00771,-0.01282,1.79765,-0.01282,572.0
2.16,1784878914.16117,A1850_B1850,1,1850,1850,1850,1850,11.6,9.33,108.228,-0.29919,-0.57969,-2.2882,0.01347,-0.01299,-0.02059,2.2882,-0.02059,572.0
2.18,1784878914.18117,A1850_B1850,1,1850,1850,1850,1850,11.6,9.33,108.228,-0.45382,0.14781,-3.24197,0.00299,-0.05839,-0.00677,3.24197,-0.00677,572.0
2.2,1784878914.20117,A1850_B1850,1,1850,1850,1850,1850,11.59996,9.33545,108.29082,0.65535,-0.24024,-2.60889,-6e-05,0.08086,0.0333,2.60889,0.0333,572.0
2.22,1784878914.22117,A1850_B1850,1,1850,1850,1850,1850,11.58973,10.67988,123.77687,-0.86196,0.35861,-4.3212,-0.01866,-0.05319,0.02589,4.3212,0.02589,572.0
2.24,1784878914.24117,A1850_B1850,1,1850,1850,1850,1850,11.5795,12.0243,139.2354,0.00803,-0.17166,-4.31226,-0.01325,0.00381,0.01218,4.31226,0.01218,572.0
2.26,1784878914.26117,A1850_B1850,1,1850,1850,1850,1850,11.572,13.01,150.55172,0.08678,0.05467,-5.74892,0.0117,0.04586,0.00394,5.74892,0.00394,572.0
2.28,1784878914.28117,A1850_B1850,1,1850,1850,1850,1850,11.572,13.01,150.55172,0.64177,0.34219,-7.12022,-0.01036,0.1058,0.00958,7.12022,0.00958,572.0
2.3,1784878914.30117,A1850_B1850,1,1850,1850,1850,1850,11.572,13.01,150.55172,1.31936,0.20949,-8.12808,-0.00868,0.1678,0.03778,8.12808,0.03778,572.0
2.32,1784878914.32117,A1850_B1850,1,1850,1850,1850,1850,11.4252,21.25301,242.81997,0.3527,-0.36574,-10.4238,-0.10267,0.0266,0.00513,10.4238,0.00513,572.0
2.34,1784878914.34117,A1850_B1850,1,1850,1850,1850,1850,11.26791,30.08511,338.99636,-0.53894,-1.06316,-12.2545,0.13661,-0.02193,-0.02134,12.2545,-0.02134,572.0
2.36,1784878914.36117,A1850_B1850,1,1850,1850,1850,1850,11.164,35.92,401.01088,-0.83047,-0.33203,-13.75706,0.04302,-0.07618,-0.03712,13.75706,-0.03712,572.0
2.38,1784878914.38117,A1850_B1850,1,1850,1850,1850,1850,11.164,35.92,401.01088,-1.09041,-0.08445,-12.71587,-0.03596,-0.08137,-0.01618,12.71587,-0.01618,572.0
2.4,1784878914.40117,A1850_B1850,1,1850,1850,1850,1850,11.164,35.92,401.01088,-0.75297,-0.36172,-12.77447,0.009,-0.01564,0.01748,12.77447,0.01748,572.0
2.42,1784878914.42117,A1850_B1850,1,1850,1850,1850,1850,11.16268,33.6256,375.35165,-1.06267,-0.01066,-12.97441,-0.02026,-0.04461,0.01318,12.97441,0.01318,572.0
2.44,1784878914.44117,A1850_B1850,1,1850,1850,1850,1850,11.16117,31.02429,346.2675,0.12224,-1.02937,-13.02982,0.0537,0.0159,0.00494,13.02982,0.00494,572.0
