t_rel_s,t_epoch,phase,sweep_idx,a_cmd_us,b_cmd_us,servo1_raw,servo2_raw,voltage_v,current_a,power_w,Fx,Fy,Fz,Tx,Ty,Tz,thrust_N,torque_Nm,rpm
0.0,1784879854.98548,,,,,,,,,,-0.63317,0.11571,-0.05817,-0.00808,-0.04384,-0.00016,0.05817,-0.00016,44.0
0.02,1784879855.00548,,,,,,,,,,-0.29198,0.1219,0.04833,-0.00547,-0.02252,0.00052,-0.04833,0.00052,44.0
0.04,1784879855.02548,,,,,,,,,,0.13012,-0.00865,0.14676,-0.00021,0.00803,0.00207,-0.14676,0.00207,44.0
0.06,1784879855.04548,,,,,,,,,,0.37036,-0.24809,0.1228,0.01982,0.02587,-0.0029,-0.1228,-0.0029,44.0
0.08,1784879855.06548,,,,,,,,,,-0.2151,0.07789,-0.05274,-0.00085,-0.02129,-0.00061,0.05274,-0.00061,44.0
0.1,1784879855.08548,,,,,,,,,,0.60322,-0.12989,0.06991,0.01005,0.04764,0.00129,-0.06991,0.00129,44.0
0.12,1784879855.10548,,,,,,,,,,0.36213,-0.11115,0.09251,0.00618,0.03023,0.00075,-0.09251,0.00075,44.0
0.14,1784879855.12548,,,,,,,,,,-0.35242,0.15848,0.07299,-0.00737,-0.02764,-0.00025,-0.07299,-0.00025,44.0
0.16,1784879855.14548,,,,,,,,,,-0.04019,0.04955,0.18804,-0.00666,-0.00381,0.00029,-0.18804,0.00029,44.0
0.18,1784879855.16548,,,,,,,,,,-0.06329,0.13462,0.01514,-0.0125,-0.00613,0.00439,-0.01514,0.00439,44.0
0.2,1784879855.18548,,,,,,,,,,-0.04238,0.17847,-0.02527,-0.01143,-0.00842,0.00165,0.02527,0.00165,44.0
0.22,1784879855.20548,,,,,,,,,,0.12845,-0.01548,0.07349,0.0034,0.00829,-0.00025,-0.07349,-0.00025,44.0
0.24,1784879855.22548,,,,,,,,,,-0.32681,0.22099,-0.03797,-0.0173,-0.0249,0.00262,0.03797,0.00262,44.0
0.26,1784879855.24548,,,,,,,,,,0.38058,-0.07814,0.03462,0.00489,0.03138,0.00042,-0.03462,0.00042,44.0
0.28,1784879855.26548,,,,,,,,,,0.04581,-0.15944,0.11482,0.01115,0.00613,0.00029,-0.11482,0.00029,44.0
0.3,1784879855.28548,,,,,,,,,,0.12864,-0.03351,0.04035,-0.00114,0.01083,0.00284,-0.04035,0.00284,44.0
0.32,1784879855.30548,,,,,,,,,,-0.32003,-0.07449,0.09046,0.01405,-0.02732,-0.005,-0.09046,-0.005,44.0
0.34,1784879855.32548,,,,,,,,,,0.38754,-0.16375,0.10563,0.01947,0.0266,-0.00206,-0.10563,-0.00206,44.0
0.36,1784879855.34548,,,,,,,,,,0.36369,-0.11296,0.07573,0.00941,0.02745,0.00184,-0.07573,0.00184,44.0
0.38,1784879855.36548,,,,,,,,,,-0.40623,0.21724,0.00567,-0.01908,-0.03138,0.0002,-0.00567,0.0002,44.0
0.4,1784879855.38548,,,,,,,,,,-0.61137,0.12181,-0.0573,-0.00718,-0.0462,-0.00048,0.0573,-0.00048,44.0
0.42,1784879855.40548,,,,,,,,,,0.20883,-0.1476,-0.04331,0.02169,0.01596,-0.0059,0.04331,-0.0059,44.0
0.44,1784879855.42548,,,,,,,,,,-0.02371,-0.17015,0.04124,0.02692,-0.00777,-0.00825,-0.04124,-0.00825,44.0
0.46,1784879855.44548,,,,,,,,,,-0.51836,0.23485,-0.04942,-0.01456,-0.04242,-0.00074,0.04942,-0.00074,44.0
0.48,1784879855.46548,,,,,,,,,,-0.6465,0.22884,-0.11182,-0.01337,-0.05129,-0.0008,0.11182,-0.0008,44.0
0.5,1784879855.48548,,,,,,,,,,-0.4832,0.11696,-0.08324,0.00131,-0.04191,-0.0038,0.08324,-0.0038,44.0
0.52,1784879855.50548,,,,,,,,,,-0.13934,-0.21737,0.10332,0.03002,-0.01033,-0.00912,-0.10332,-0.00912,44.0
0.54,1784879855.52548,,,,,,,,,,-0.14717,-0.18841,0.08493,0.02121,-0.00971,-0.00584,-0.08493,-0.00584,44.0
0.56,1784879855.54548,,,,,,,,,,-0.23411,0.23288,0.03441,-0.02688,-0.01429,0.00713,-0.03441,0.00713,44.0
0.58,1784879855.56548,,,,,,,,,,-0.61069,0.24497,0.00934,-0.0225,-0.04903,0.002,-0.00934,0.002,44.0
0.6,1784879855.58548,,,,,,,,,,-0.61332,0.1738,-0.0163,-0.01056,-0.052,-0.00125,0.0163,-0.00125,44.0
0.62,1784879855.60548,,,,,,,,,,-0.58118,0.14534,0.01011,-0.00621,-0.04533,-0.00225,-0.01011,-0.00225,44.0
