phase,seq,pulse_us,theta_deg,theta_sd_deg,cross_deg,creep_dps,settled
dn,1370,1370,-9.191034926349861,0.20968732132752074,-0.12966569950967965,0.1887411183924259,True
dn,1380,1380,-8.928327858703387,0.2139084180844928,-0.13887825555296246,-0.025248277641688473,True
dn,1390,1390,-8.410796887014284,0.21967767357044693,-0.15394859276153283,-0.14000041753860426,True
dn,1400,1400,-7.8948908314141,0.20230662834221277,-0.1452713097918426,0.08850158574409085,True
dn,1410,1410,-7.398892320423387,0.2146825415794844,-0.10563581229993235,0.11439034940671237,True
dn,1420,1420,-6.776705852337389,0.212530671220709,-0.12343137515418828,-0.10090494454343772,True
dn,1430,1430,-6.120025837718942,0.21460799974127182,-0.0813824692365552,-0.09791571147085257,True
dn,1440,1440,-5.216665345030285,0.2178318585747841,-0.07457761979416261,0.0697509854821657,True
dn,1450,1450,-4.439888387272249,0.22295794379584793,-0.08696838313582504,-0.036338226225622,True
dn,1460,1460,-3.732620793184533,0.24934852598577992,-0.08584635940429564,0.053108664109465104,True
dn,1470,1470,-2.8457956965090685,0.2321272425249496,-0.09409347724832981,0.03551622340316907,True
dn,1480,1480,-2.2928371085252834,0.22632365392352707,-0.0643011637838228,-0.2307614901850827,True
dn,1490,1490,-1.6464752090431622,0.22351387997009411,-0.04922590322748761,-0.15206761102411703,True
dn,1500,1500,-1.268672088329629,0.23106779695805196,-0.05491865720413944,-0.14519667480530202,True
dn,1510,1510,-0.7890089848364098,0.27124115960108,-0.027409161457511346,0.06757527435248326,True
dn,1520,1520,-0.022588523052865527,0.22838388851916255,-0.046322562064847604,-0.0575709645356853,True
dn,1530,1530,0.49327800543871425,0.21137549329808386,-0.073109137548246,-0.058081269078222655,True
dn,1540,1540,1.146022815353132,0.20607267179471514,-0.03980950756008224,0.04400207740804945,True
dn,1550,1550,1.5937381200574106,0.2186719979000277,-0.030359869318075654,-0.10502339621669401,True
dn,1560,1560,2.17949601230155,0.2151761676283664,0.007629339148372822,0.10673922652366379,True
dn,1570,1570,3.169658927605573,0.3358043999244583,0.01766592291302277,0.11404726060584792,True
dn,1580,1580,3.652338331575584,0.2320177289532292,0.016076367480188366,0.10096749550074247,True
dn,1590,1590,4.221699746153639,0.23092017068799323,0.04093248221091693,-0.14162804447144295,True
dn,1600,1600,4.723943641237818,0.22178592255945387,0.01986894979764196,-0.06482344771293336,True
dn,1610,1610,5.246752193743619,0.4082361643004116,0.01700186311176401,-0.10664061178841629,True
dn,1620,1620,5.870053293633566,0.4514326142928707,0.016721973348158316,0.01754438892089779,True
dn,1630,1630,6.1174306479886065,0.2019364602647671,0.028255821865863253,0.07341674357154988,True
dn,1640,1640,6.549572005185971,0.2204775515934491,0.08089564839933183,-0.1077121067941971,True
dn,1650,1650,6.868646434539352,0.22223512253152722,0.09897295786074949,-0.004284925535829976,True
dn,1660,1660,7.341570493325126,0.2234708544598813,0.21028628405926372,-0.07698192824382666,True
dn,1670,1670,7.690643837621358,0.20973431450111188,0.3090648879263422,-0.0367500541402943,True
dn,1680,1680,7.8261509352203324,0.20677354002202045,0.3362742280406734,0.08968235431068247,True
dn,1690,1690,7.926599314751045,0.21265124120976936,0.37258197684521427,0.018140544560755683,True
dn2,1370,1370,-9.190726106123929,0.22349970113505588,-0.13639407842654164,0.26694303645131495,True
dn2,1380,1380,-9.056153742511617,0.21728136190662972,-0.1554812925827452,-0.19343605160943989,True
dn2,1390,1390,-8.566456011521593,0.21056430073867263,-0.16419869699683853,0.09272351788735336,True
dn2,1400,1400,-7.927286188182726,0.2115431820271734,-0.13031014402274446,-0.036442393495333514,True
dn2,1410,1410,-7.414494024078062,0.2271015046864653,-0.1190178268340436,0.06386432441766662,True
dn2,1420,1420,-6.801242555772607,0.2223260277928331,-0.10506937335764838,0.13657321844575634,True
dn2,1430,1430,-6.058837655223148,0.23676355841322225,-0.09220207607813932,-0.1505527259349734,True
dn2,1440,1440,-5.458317642454571,0.22140482165975597,-0.11322962029600836,0.00486666617232862,True
dn2,1450,1450,-4.518770188260933,0.22071350862953595,-0.07969559581416888,-0.12807630993266964,True
dn2,1460,1460,-3.7873732164580205,0.21593609380090367,-0.11849603207156906,0.04999651628343555,True
dn2,1470,1470,-2.7746360469827134,0.216219972191926,-0.07684263459477375,0.028404977538767123,True
dn2,1480,1480,-2.2733766391394536,0.2216818747886649,-0.054187859851760604,0.09137869115891567,True
dn2,1490,1490,-1.6239816142995187,0.21288948787802323,-0.06969408328664281,-0.027532002953280604,True
dn2,1500,1500,-1.254488127170127,0.2546898556594312,-0.048689522363742584,-0.19232063067678798,True
dn2,1510,1510,-0.7998101456315262,0.2152298583675783,-0.04214484861541689,-0.0887796585605583,True
dn2,1520,1520,-0.03757632645788124,0.29424870866261804,-0.052518331830426805,0.02935290761622836,True
dn2,1530,1530,0.5472243447151156,0.22000320021500386,-0.020456905662353052,0.11306104218220019,True
dn2,1540,1540,1.130982951411304,0.23850281278031077,-0.03756360808661122,-0.19036947130942652,True
dn2,1550,1550,1.6080491485711976,0.21410901999748477,-0.017078870514021162,0.008326588745328135,True
dn2,1560,1560,2.1590809235255093,0.22329853166313854,0.03160736316638156,0.1663223300359679,True
dn2,1570,1570,3.1786744000050655,0.26404429495234183,0.006328613218145676,0.15861108122579587,True
dn2,1580,1580,3.671676412437115,0.2303289177207555,-0.013427648582332268,0.23186951540069148,True
