rec,t_us,phase,seq,axis,gimbal,cmd_outer,cmd_inner,ax,ay,az,gx,gy,gz,flags,packet_seq,jitter_us
S,7941,health,0,-1,none,1520,1520,-184,-496,-17064,35,22,-27,0,0,5
S,9050,health,0,-1,none,1520,1520,-312,-632,-16960,39,16,-23,0,1,114
S,9969,health,0,-1,none,1520,1520,-224,-592,-17072,32,17,-25,0,2,33
S,10943,health,0,-1,none,1520,1520,-312,-600,-16992,32,19,-26,0,3,7
S,11937,health,0,-1,none,1520,1520,-232,-512,-17112,31,24,-31,0,4,1
S,12941,health,0,-1,none,1520,1520,-48,-704,-17056,29,19,-31,0,5,5
S,13946,health,0,-1,none,1520,1520,-168,-664,-17144,35,19,-25,0,6,10
S,14940,health,0,-1,none,1520,1520,-216,-504,-17056,32,23,-23,0,7,4
S,15945,health,0,-1,none,1520,1520,-248,-784,-16984,30,14,-28,0,8,9
S,16939,health,0,-1,none,1520,1520,-152,-792,-16944,37,16,-29,0,9,3
S,17944,health,0,-1,none,1520,1520,-264,-584,-16936,36,13,-26,0,10,8
S,18938,health,0,-1,none,1520,1520,-208,-504,-17096,33,22,-26,0,11,2
S,19942,health,0,-1,none,1520,1520,-224,-576,-17096,33,22,-25,0,12,6
S,20947,health,0,-1,none,1520,1520,-168,-488,-17160,37,19,-28,0,13,11
S,21941,health,0,-1,none,1520,1520,-224,-536,-17144,26,15,-35,0,14,5
S,22946,health,0,-1,none,1520,1520,-320,-608,-17000,35,17,-26,0,15,10
S,23940,health,0,-1,none,1520,1520,-256,-520,-17056,31,17,-27,0,16,4
S,24945,health,0,-1,none,1520,1520,-256,-616,-17088,34,20,-25,0,17,9
S,25939,health,0,-1,none,1520,1520,-272,-648,-17048,33,23,-28,0,18,3
S,26944,health,0,-1,none,1520,1520,-264,-648,-16992,30,22,-30,0,19,8
S,27938,health,0,-1,none,1520,1520,-168,-608,-16976,30,17,-24,0,20,2
S,28942,health,0,-1,none,1520,1520,-224,-576,-16928,33,18,-23,0,21,6
S,29947,health,0,-1,none,1520,1520,-232,-680,-17112,35,20,-28,0,22,11
S,30941,health,0,-1,none,1520,1520,-296,-632,-17016,34,22,-28,0,23,5
S,31946,health,0,-1,none,1520,1520,-280,-584,-17112,35,22,-27,0,24,10
S,32940,health,0,-1,none,1520,1520,-280,-648,-17112,35,19,-29,0,25,4
S,33945,health,0,-1,none,1520,1520,-344,-728,-17088,35,19,-28,0,26,9
S,34939,health,0,-1,none,1520,1520,-344,-568,-16952,35,18,-20,0,27,3
S,35944,health,0,-1,none,1520,1520,-200,-504,-17048,35,18,-23,0,28,8
S,36938,health,0,-1,none,1520,1520,-304,-608,-17168,34,16,-23,0,29,2
S,37942,health,0,-1,none,1520,1520,-368,-584,-17112,39,15,-31,0,30,6
S,38947,health,0,-1,none,1520,1520,-240,-608,-17080,31,18,-28,0,31,11
S,39941,health,0,-1,none,1520,1520,-168,-560,-17096,28,13,-30,0,32,5
S,40946,health,0,-1,none,1520,1520,-160,-656,-17072,32,20,-31,0,33,10
S,41940,health,0,-1,none,1520,1520,-264,-648,-17000,34,16,-28,0,34,4
S,42945,health,0,-1,none,1520,1520,-336,-712,-17096,29,22,-28,0,35,9
S,43939,health,0,-1,none,1520,1520,-192,-640,-17064,33,20,-30,0,36,3
S,44944,health,0,-1,none,1520,1520,-200,-616,-17008,31,22,-32,0,37,8
S,45938,health,0,-1,none,1520,1520,-224,-536,-17136,32,20,-21,0,38,2
S,46943,health,0,-1,none,1520,1520,-200,-584,-17048,33,13,-26,0,39,7
S,47937,health,0,-1,none,1520,1520,-232,-600,-17048,28,18,-34,0,40,1
S,48941,health,0,-1,none,1520,1520,-304,-616,-17120,33,21,-29,0,41,5
S,49946,health,0,-1,none,1520,1520,-328,-584,-17056,40,19,-22,0,42,10
S,50940,health,0,-1,none,1520,1520,-312,-480,-17016,39,19,-22,0,43,4
S,51945,health,0,-1,none,1520,1520,-256,-536,-17088,36,22,-22,0,44,9
S,52939,health,0,-1,none,1520,1520,-208,-480,-17016,35,23,-26,0,45,3
S,53944,health,0,-1,none,1520,1520,-192,-624,-17136,41,27,-23,0,46,8
S,54938,health,0,-1,none,1520,1520,-264,-496,-17064,38,21,-24,0,47,2
S,55943,health,0,-1,none,1520,1520,-272,-632,-17000,35,19,-24,0,48,7
S,56937,health,0,-1,none,1520,1520,-208,-552,-17104,31,24,-28,0,49,1
S,57942,health,0,-1,none,1520,1520,-272,-464,-17056,29,20,-20,0,50,6
S,58947,health,0,-1,none,1520,1520,-256,-664,-17176,29,20,-26,0,51,11
S,59941,health,0,-1,none,1520,1520,-264,-464,-17072,26,29,-28,0,52,5
S,60946,health,0,-1,none,1520,1520,-296,-544,-16904,32,24,-29,0,53,10
S,61940,health,0,-1,none,1520,1520,-280,-720,-17080,27,22,-24,0,54,4
S,62945,health,0,-1,none,1520,1520,-160,-672,-17032,32,12,-30,0,55,9
S,63939,health,0,-1,none,1520,1520,-304,-608,-17064,36,21,-25,0,56,3
S,64944,health,0,-1,none,1520,1520,-288,-624,-17048,36,23,-23,0,57,8
S,65938,health,0,-1,none,1520,1520,-144,-608,-17192,39,19,-24,0,58,2
S,66942,health,0,-1,none,1520,1520,-248,-624,-17104,35,21,-35,0,59,6
S,67946,health,0,-1,none,1520,1520,-216,-616,-17000,37,19,-25,0,60,10
S,68940,health,0,-1,none,1520,1520,-288,-656,-17096,38,16,-26,0,61,4
S,69945,health,0,-1,none,1520,1520,-296,-560,-17024,30,18,-25,0,62,9
S,70939,health,0,-1,none,1520,1520,-232,-536,-17128,32,22,-25,0,63,3
S,71944,health,0,-1,none,1520,1520,-256,-512,-17136,33,19,-23,0,64,8
S,72938,health,0,-1,none,1520,1520,-320,-664,-16984,35,24,-26,0,65,2
S,73942,health,0,-1,none,1520,1520,-360,-616,-16912,32,23,-24,0,66,6
S,74946,health,0,-1,none,1520,1520,-224,-520,-17064,34,21,-26,0,67,10
S,75940,health,0,-1,none,1520,1520,-192,-520,-17016,26,20,-24,0,68,4
S,76945,health,0,-1,none,1520,1520,-200,-616,-17016,38,23,-23,0,69,9
S,77939,health,0,-1,none,1520,1520,-336,-592,-17088,35,19,-32,0,70,3
S,78944,health,0,-1,none,1520,1520,-240,-504,-17056,32,22,-26,0,71,8
S,79938,health,0,-1,none,1520,1520,-112,-640,-17104,34,20,-27,0,72,2
S,80943,health,0,-1,none,1520,1520,-248,-496,-16944,32,17,-30,0,73,7
S,81937,health,0,-1,none,1520,1520,-280,-624,-17016,34,19,-27,0,74,1
S,82941,health,0,-1,none,1520,1520,-280,-504,-17024,33,19,-29,0,75,5
S,83946,health,0,-1,none,1520,1520,-272,-552,-17008,26,21,-26,0,76,10
S,84940,health,0,-1,none,1520,1520,-312,-480,-17040,33,17,-21,0,77,4
S,85945,health,0,-1,none,1520,1520,-184,-592,-17088,31,14,-25,0,78,9
S,86939,health,0,-1,none,1520,1520,-224,-448,-17032,35,19,-27,0,79,3
S,87943,health,0,-1,none,1520,1520,-200,-544,-17088,35,18,-31,0,80,7
S,88937,health,0,-1,none,1520,1520,-320,-632,-16960,30,20,-26,0,81,1
S,89941,health,0,-1,none,1520,1520,-224,-544,-17080,36,23,-28,0,82,5
S,90946,health,0,-1,none,1520,1520,-304,-600,-17040,33,20,-30,0,83,10
S,91940,health,0,-1,none,1520,1520,-208,-664,-17064,32,22,-31,0,84,4
S,92945,health,0,-1,none,1520,1520,-176,-544,-17128,32,21,-29,0,85,9
S,93939,health,0,-1,none,1520,1520,-208,-648,-16968,28,25,-23,0,86,3
S,94943,health,0,-1,none,1520,1520,-240,-616,-17104,28,23,-21,0,87,7
S,95937,health,0,-1,none,1520,1520,-248,-608,-17136,28,19,-25,0,88,1
S,96941,health,0,-1,none,1520,1520,-288,-568,-17080,31,11,-27,0,89,5
S,97946,health,0,-1,none,1520,1520,-280,-632,-17088,30,16,-23,0,90,10
S,98940,health,0,-1,none,1520,1520,-256,-512,-17120,27,17,-26,0,91,4
S,99945,health,0,-1,none,1520,1520,-304,-696,-17024,26,16,-27,0,92,9
S,100939,health,0,-1,none,1520,1520,-256,-712,-16992,37,16,-28,0,93,3
S,101943,health,0,-1,none,1520,1520,-240,-520,-17192,32,15,-29,0,94,7
S,102937,health,0,-1,none,1520,1520,-248,-584,-17056,29,15,-24,0,95,1
S,103941,health,0,-1,none,1520,1520,-200,-520,-17064,31,18,-25,0,96,5
S,104946,health,0,-1,none,1520,1520,-264,-624,-17104,29,18,-28,0,97,10
S,105940,health,0,-1,none,1520,1520,-272,-528,-16928,27,19,-27,0,98,4
S,106945,health,0,-1,none,1520,1520,-168,-544,-17096,32,24,-31,0,99,9
S,107939,health,0,-1,none,1520,1520,-176,-576,-16936,31,20,-33,0,100,3
S,108943,health,0,-1,none,1520,1520,-184,-544,-17056,29,22,-26,0,101,7
S,109937,health,0,-1,none,1520,1520,-192,-544,-17168,37,22,-22,0,102,1
S,110941,health,0,-1,none,1520,1520,-280,-600,-16904,34,20,-30,0,103,5
S,111946,health,0,-1,none,1520,1520,-152,-632,-17144,33,18,-25,0,104,10
S,112940,health,0,-1,none,1520,1520,-232,-616,-17040,32,18,-21,0,105,4
S,113945,health,0,-1,none,1520,1520,-312,-640,-17040,32,17,-25,0,106,9
S,114939,health,0,-1,none,1520,1520,-176,-664,-17000,33,15,-27,0,107,3
S,115944,health,0,-1,none,1520,1520,-280,-768,-17008,38,18,-26,0,108,8
S,116938,health,0,-1,none,1520,1520,-360,-752,-17112,34,20,-21,0,109,2
S,117942,health,0,-1,none,1520,1520,-160,-592,-17072,37,21,-26,0,110,6
S,118947,health,0,-1,none,1520,1520,-304,-528,-17088,33,20,-23,0,111,11
S,119941,health,0,-1,none,1520,1520,-232,-600,-17024,34,20,-23,0,112,5
S,120946,health,0,-1,none,1520,1520,-272,-648,-17080,31,18,-24,0,113,10
S,121940,health,0,-1,none,1520,1520,-248,-640,-16920,35,18,-25,0,114,4
S,122945,health,0,-1,none,1520,1520,-224,-536,-16840,33,23,-35,0,115,9
S,123939,health,0,-1,none,1520,1520,-208,-544,-17176,30,27,-23,0,116,3
S,124944,health,0,-1,none,1520,1520,-272,-592,-17152,32,22,-28,0,117,8
S,125938,health,0,-1,none,1520,1520,-256,-656,-17032,36,20,-25,0,118,2
S,126942,health,0,-1,none,1520,1520,-256,-624,-16968,41,23,-29,0,119,6
S,127947,health,0,-1,none,1520,1520,-176,-560,-16968,38,17,-27,0,120,11
S,128941,health,0,-1,none,1520,1520,-280,-688,-17056,32,14,-29,0,121,5
S,129946,health,0,-1,none,1520,1520,-248,-568,-16944,32,17,-30,0,122,10
S,130940,health,0,-1,none,1520,1520,-208,-624,-17072,33,18,-27,0,123,4
S,131945,health,0,-1,none,1520,1520,-216,-576,-17104,34,17,-29,0,124,9
S,132939,health,0,-1,none,1520,1520,-264,-584,-17128,30,21,-25,0,125,3
S,133944,health,0,-1,none,1520,1520,-192,-584,-17080,34,21,-29,0,126,8
S,134938,health,0,-1,none,1520,1520,-376,-552,-17008,36,20,-31,0,127,2
S,135943,health,0,-1,none,1520,1520,-344,-688,-17112,35,19,-23,0,128,7
S,136937,health,0,-1,none,1520,1520,-272,-592,-16936,35,23,-26,0,129,1
S,137941,health,0,-1,none,1520,1520,-88,-544,-17024,32,20,-28,0,130,5
S,138946,health,0,-1,none,1520,1520,-216,-504,-16976,31,21,-25,0,131,10
S,139940,health,0,-1,none,1520,1520,-248,-656,-17104,35,23,-28,0,132,4
S,140945,health,0,-1,none,1520,1520,-184,-624,-17136,33,15,-23,0,133,9
S,141939,health,0,-1,none,1520,1520,-104,-568,-17032,32,16,-26,0,134,3
S,142943,health,0,-1,none,1520,1520,-240,-536,-17056,33,20,-25,0,135,7
S,143937,health,0,-1,none,1520,1520,-208,-584,-17048,35,19,-23,0,136,1
S,144941,health,0,-1,none,1520,1520,-208,-576,-17120,33,16,-25,0,137,5
S,145946,health,0,-1,none,1520,1520,-184,-600,-17152,31,16,-24,0,138,10
S,146940,health,0,-1,none,1520,1520,-144,-688,-17008,29,16,-27,0,139,4
S,147945,health,0,-1,none,1520,1520,-208,-560,-17032,35,21,-32,0,140,9
S,148939,health,0,-1,none,1520,1520,-136,-504,-17088,28,23,-26,0,141,3
S,149944,health,0,-1,none,1520,1520,-240,-680,-17072,27,18,-23,0,142,8
S,150938,health,0,-1,none,1520,1520,-280,-600,-17000,31,19,-22,0,143,2
S,151942,health,0,-1,none,1520,1520,-384,-600,-17120,33,20,-25,0,144,6
S,152946,health,0,-1,none,1520,1520,-144,-536,-17152,29,24,-23,0,145,10
S,153940,health,0,-1,none,1520,1520,-288,-736,-17080,30,22,-24,0,146,4
S,154945,health,0,-1,none,1520,1520,-192,-576,-17024,31,23,-24,0,147,9
S,155939,health,0,-1,none,1520,1520,-208,-464,-16936,35,19,-25,0,148,3
S,156944,health,0,-1,none,1520,1520,-216,-544,-17024,36,18,-30,0,149,8
S,157938,health,0,-1,none,1520,1520,-256,-712,-17048,37,17,-24,0,150,2
S,158943,health,0,-1,none,1520,1520,-304,-656,-17176,29,19,-29,0,151,7
S,159937,health,0,-1,none,1520,1520,-160,-600,-16920,30,17,-31,0,152,1
S,160941,health,0,-1,none,1520,1520,-264,-568,-16984,32,21,-25,0,153,5
S,161946,health,0,-1,none,1520,1520,-232,-696,-17064,34,23,-25,0,154,10
S,162940,health,0,-1,none,1520,1520,-200,-672,-17104,37,22,-28,0,155,4
S,163945,health,0,-1,none,1520,1520,-224,-792,-17000,28,19,-28,0,156,9
S,164939,health,0,-1,none,1520,1520,-192,-520,-17072,28,18,-25,0,157,3
S,165944,health,0,-1,none,1520,1520,-248,-496,-16992,31,22,-27,0,158,8
S,166938,health,0,-1,none,1520,1520,-248,-552,-16944,33,23,-25,0,159,2
S,167942,health,0,-1,none,1520,1520,-296,-600,-17136,37,23,-23,0,160,6
S,168947,health,0,-1,none,1520,1520,-352,-648,-17048,38,20,-28,0,161,11
S,169941,health,0,-1,none,1520,1520,-208,-688,-17064,35,21,-20,0,162,5
S,170946,health,0,-1,none,1520,1520,-240,-616,-16992,32,25,-25,0,163,10
