t_epoch,phase,sweep_idx,a_cmd_us,b_cmd_us,a_cmd_norm,b_cmd_norm,voltage_v,current_a
1785435603.7638378,idle_pre,0,1000,1000,0.0,0.0,11.998,0.0
1785435603.7849317,idle_pre,0,1000,1000,0.0,0.0,12.011,0.0
1785435603.8060548,idle_pre,0,1000,1000,0.0,0.0,12.015,0.0
1785435603.823829,idle_pre,0,1000,1000,0.0,0.0,12.006,0.0
1785435603.8447957,idle_pre,0,1000,1000,0.0,0.0,12.013,0.0
1785435603.8658495,idle_pre,0,1000,1000,0.0,0.0,12.013,0.0
1785435603.8838923,idle_pre,0,1000,1000,0.0,0.0,12.008,0.0
1785435603.9048378,idle_pre,0,1000,1000,0.0,0.0,12.006,0.0
1785435603.926184,idle_pre,0,1000,1000,0.0,0.0,12.008,0.0
1785435603.9439917,idle_pre,0,1000,1000,0.0,0.0,12.017,0.0
1785435603.9659443,idle_pre,0,1000,1000,0.0,0.0,12.021,0.0
1785435603.9839232,idle_pre,0,1000,1000,0.0,0.0,12.018,0.0
1785435604.0059109,idle_pre,0,1000,1000,0.0,0.0,12.009,0.0
1785435604.0241241,idle_pre,0,1000,1000,0.0,0.0,12.013,0.0
1785435604.04594,idle_pre,0,1000,1000,0.0,0.0,12.007,0.0
1785435604.0640461,idle_pre,0,1000,1000,0.0,0.0,12.015,0.0
1785435604.084882,idle_pre,0,1000,1000,0.0,0.0,12.004,0.0
1785435604.1058254,idle_pre,0,1000,1000,0.0,0.0,12.009,0.0
1785435604.1239853,idle_pre,0,1000,1000,0.0,0.0,12.018,0.0
1785435604.1448061,idle_pre,0,1000,1000,0.0,0.0,12.021,0.0
1785435604.1635597,idle_pre,0,1000,1000,0.0,0.0,12.006,0.0
1785435604.18413,idle_pre,0,1000,1000,0.0,0.0,12.01,0.0
1785435604.2048485,idle_pre,0,1000,1000,0.0,0.0,11.989,0.0
1785435604.2238421,idle_pre,0,1000,1000,0.0,0.0,12.02,0.0
1785435604.2449312,idle_pre,0,1000,1000,0.0,0.0,12.013,0.0
1785435604.26581,idle_pre,0,1000,1000,0.0,0.0,11.975,0.0
1785435604.2838128,idle_pre,0,1000,1000,0.0,0.0,12.014,0.0
1785435604.304813,idle_pre,0,1000,1000,0.0,0.0,12.017,0.0
1785435604.326122,idle_pre,0,1000,1000,0.0,0.0,12.016,0.0
1785435604.343821,idle_pre,0,1000,1000,0.0,0.0,12.021,0.0
1785435604.3648138,idle_pre,0,1000,1000,0.0,0.0,11.991,0.0
1785435604.3859284,idle_pre,0,1000,1000,0.0,0.0,12.009,0.0
1785435604.403827,idle_pre,0,1000,1000,0.0,0.0,12.02,0.0
