t_rel_s,t_epoch,phase,sweep_idx,a_cmd_us,b_cmd_us,servo1_raw,servo2_raw,voltage_v,current_a,power_w,Fx,Fy,Fz,Tx,Ty,Tz,thrust_N,torque_Nm,rpm
0.0,1784880581.9895,,,,,,,,,,0.28712,0.16138,0.0187,-0.01289,0.0206,0.00577,-0.0187,0.00577,0.0
0.02,1784880582.0095,,,,,,,,,,-0.30562,0.03806,-0.10389,0.00269,-0.02451,-0.00291,0.10389,-0.00291,0.0
0.04,1784880582.0295,,,,,,,,,,0.17337,0.10608,-0.01047,-0.01056,0.01235,0.0037,0.01047,0.0037,0.0
0.06,1784880582.0495,,,,,,,,,,0.23866,-0.17,0.04075,0.01639,0.01527,-0.00393,-0.04075,-0.00393,0.0
0.08,1784880582.0695,,,,,,,,,,-0.18807,0.13591,0.03712,-0.01606,-0.01296,0.0027,-0.03712,0.0027,0.0
0.1,1784880582.0895,,,,,,,,,,-0.05761,-0.0833,0.11111,0.00844,-0.00295,-0.00103,-0.11111,-0.00103,0.0
0.12,1784880582.1095,,,,,,,,,,-0.0579,0.10104,-0.07227,-0.01041,0.00122,0.00082,0.07227,0.00082,0.0
0.14,1784880582.1295,,,,,,,,,,0.14092,-0.04719,0.00491,0.00177,0.00912,-0.00206,-0.00491,-0.00206,0.0
0.16,1784880582.1495,,,,,,,,,,0.03679,0.04934,0.11621,-0.00181,0.00444,0.0008,-0.11621,0.0008,0.0
0.18,1784880582.1695,,,,,,,,,,-0.52766,0.20206,0.08195,-0.02044,-0.03761,0.0038,-0.08195,0.0038,0.0
0.2,1784880582.1895,,,,,,,,,,-0.24557,0.30048,-0.01553,-0.02774,-0.01625,0.00094,0.01553,0.00094,0.0
0.22,1784880582.2095,,,,,,,,,,-0.0147,-0.09689,-0.02483,0.01402,-0.003,-0.00206,0.02483,-0.00206,0.0
0.24,1784880582.2295,,,,,,,,,,-0.14454,-0.15683,0.0218,0.01509,-0.01048,-0.00311,-0.0218,-0.00311,0.0
0.26,1784880582.2495,,,,,,,,,,0.04117,-0.17955,0.16244,0.01119,0.0059,0.00175,-0.16244,0.00175,0.0
0.28,1784880582.2695,,,,,,,,,,-0.18412,-0.06601,0.08994,0.00816,-0.01416,-0.00301,-0.08994,-0.00301,0.0
0.3,1784880582.2895,,,,,,,,,,0.1074,-0.07383,-0.03876,0.00321,0.0097,0.00175,0.03876,0.00175,0.0
0.32,1784880582.3095,,,,,,,,,,-0.07514,-0.14138,0.01748,0.01772,-0.00333,-0.00398,-0.01748,-0.00398,0.0
0.34,1784880582.3295,,,,,,,,,,-0.07805,0.28301,-0.0005,-0.02774,-0.00466,0.0027,0.0005,0.0027,0.0
0.36,1784880582.3495,,,,,,,,,,-0.1053,-0.05128,0.11796,0.00132,-0.0037,0.00092,-0.11796,0.00092,0.0
0.38,1784880582.3695,,,,,,,,,,0.04026,-0.06108,0.09467,0.00111,0.009,0.00087,-0.09467,0.00087,0.0
0.4,1784880582.3895,,,,,,,,,,-0.41917,0.01398,-0.04544,0.00402,-0.03358,-0.00401,0.04544,-0.00401,0.0
0.42,1784880582.4095,,,,,,,,,,-0.62602,0.0666,-0.05388,0.00409,-0.05028,-0.00511,0.05388,-0.00511,0.0
0.44,1784880582.4295,,,,,,,,,,0.20172,-0.14077,0.17124,0.01384,0.01075,-0.00513,-0.17124,-0.00513,0.0
0.46,1784880582.4495,,,,,,,,,,-0.15728,-0.03202,-0.06775,0.00336,-0.01108,-0.00318,0.06775,-0.00318,0.0
0.48,1784880582.4695,,,,,,,,,,-0.65747,0.21857,-0.06522,-0.01349,-0.05263,-0.00215,0.06522,-0.00215,0.0
0.5,1784880582.4895,,,,,,,,,,0.41527,-0.05397,0.04421,-0.00416,0.03505,0.0086,-0.04421,0.0086,0.0
0.52,1784880582.5095,,,,,,,,,,-0.25516,0.07736,-0.10706,-1e-05,-0.01241,-0.00186,0.10706,-0.00186,0.0
0.54,1784880582.5295,,,,,,,,,,0.14141,-0.04878,0.05281,9e-05,0.0068,-0.00213,-0.05281,-0.00213,0.0
0.56,1784880582.5495,,,,,,,,,,0.29144,-0.03065,-0.14289,0.00399,0.01902,0.00275,0.14289,0.00275,0.0
0.58,1784880582.5695,,,,,,,,,,0.50464,-0.35967,0.20888,0.02847,0.0398,-0.00396,-0.20888,-0.00396,0.0
0.6,1784880582.5895,,,,,,,,,,-0.13355,0.07556,-0.0872,-0.00406,-0.01136,-0.00023,0.0872,-0.00023,0.0
0.62,1784880582.6095,,,,,,,,,,0.04014,-0.03303,-0.01309,0.01167,-0.00195,-0.00306,0.01309,-0.00306,0.0
0.64,1784880582.6295,,,,,,,,,,-0.41816,0.23887,-0.10168,-0.02301,-0.03483,0.00467,0.10168,0.00467,0.0
0.66,1784880582.6495,,,,,,,,,,0.58895,-0.08367,0.11344,0.00144,0.0433,0.00194,-0.11344,0.00194,0.0
0.68,1784880582.6695,,,,,,,,,,0.77296,-0.09698,0.15703,0.01282,0.04922,0.00089,-0.15703,0.00089,0.0
0.7,1784880582.6895,,,,,,,,,,0.37332,0.09109,-0.00191,-0.01519,0.03274,0.00477,0.00191,0.00477,0.0
0.72,1784880582.7095,,,,,,,,,,-0.2786,0.35332,0.04665,-0.04224,-0.01838,0.00975,-0.04665,0.00975,0.0
0.74,1784880582.7295,,,,,,,,,,-0.48514,0.2975,0.12991,-0.02731,-0.03918,0.00694,-0.12991,0.00694,0.0
0.76,1784880582.7495,,,,,,,,,,-0.21113,-0.15068,0.02279,0.01599,-0.0153,-0.00288,-0.02279,-0.00288,0.0
0.78,1784880582.7695,,,,,,,,,,0.14313,-0.00316,0.09898,-0.00436,0.01262,-0.00118,-0.09898,-0.00118,0.0
0.8,1784880582.7895,,,,,,,,,,0.22708,-0.0108,0.04737,0.00582,0.0143,-0.00113,-0.04737,-0.00113,0.0
0.82,1784880582.8095,,,,,,,,,,0.50982,-0.27437,0.08403,0.02169,0.03187,-0.00211,-0.08403,-0.00211,0.0
0.84,1784880582.8295,,,,,,,,,,0.48677,-0.29085,0.15423,0.02989,0.03817,-0.00213,-0.15423,-0.00213,0.0
0.86,1784880582.8495,,,,,,,,,,-0.58559,0.06382,-0.03609,0.00279,-0.04456,-0.00311,0.03609,-0.00311,0.0
0.88,1784880582.8695,,,,,,,,,,0.28503,0.11873,-0.01272,-0.00961,0.02157,0.00077,0.01272,0.00077,0.0
0.9,1784880582.8895,,,,,,,,,,0.25145,0.00387,0.06308,-0.00211,0.01747,-0.00206,-0.06308,-0.00206,0.0
0.92,1784880582.9095,,,,,,,,,,-0.38281,0.22711,-0.07541,-0.01849,-0.02656,0.00372,0.07541,0.00372,0.0
0.94,1784880582.9295,,,,,,,,,,-0.26444,-0.03134,0.00291,0.00937,-0.0267,-0.00491,-0.00291,-0.00491,0.0
0.96,1784880582.9495,,,,,,,,,,0.10757,0.08573,0.07715,-0.00746,0.0055,0.00267,-0.07715,0.00267,0.0
0.98,1784880582.9695,,,,,,,,,,-0.41148,0.20103,-0.06238,-0.01961,-0.03073,0.00189,0.06238,0.00189,0.0
1.0,1784880582.9895,,,,,,,,,,-0.17538,0.16685,0.05686,-0.01796,-0.01705,0.00285,-0.05686,0.00285,0.0
1.02,1784880583.0095,,,,,,,,,,-0.22458,0.01087,-0.07358,-0.00231,-0.01278,0.00092,0.07358,0.00092,0.0
1.04,1784880583.0295,,,,,,,,,,-0.56239,0.14633,-0.16865,-0.00874,-0.04193,0.00087,0.16865,0.00087,0.0
1.06,1784880583.0495,,,,,,,,,,0.52496,-0.26157,0.05131,0.02229,0.0402,-0.00303,-0.05131,-0.00303,0.0
1.08,1784880583.0695,,,,,,,,,,0.6427,-0.07319,0.08723,0.00359,0.04915,0.00272,-0.08723,0.00272,0.0
1.1,1784880583.0895,,,,,,,,,,0.36906,-0.26604,0.01487,0.02552,0.02689,-0.00298,-0.01487,-0.00298,0.0
1.12,1784880583.1095,,,,,,,,,,-0.2006,-0.11119,0.09198,0.02316,-0.01561,-0.00606,-0.09198,-0.00606,0.0
1.14,1784880583.1295,,,,,,,,,,-0.6411,0.24587,-0.07371,-0.02176,-0.04886,0.00167,0.07371,0.00167,0.0
1.16,1784880583.1495,,,,,,,,,,-0.62957,0.17982,-0.18818,-0.01511,-0.04773,0.00187,0.18818,0.00187,0.0
1.18,1784880583.1695,,,,,,,,,,-0.33063,0.15937,0.05081,-0.01784,-0.02233,0.00089,-0.05081,0.00089,0.0
1.2,1784880583.1895,,,,,,,,,,0.50677,-0.07706,0.05798,0.00842,0.0339,0.00087,-0.05798,0.00087,0.0
1.22,1784880583.2095,,,,,,,,,,0.01512,-0.25276,-0.06973,0.03054,0.00119,-0.00693,0.06973,-0.00693,0.0
1.24,1784880583.2295,,,,,,,,,,0.43785,0.07247,0.0206,-0.01376,0.0325,0.0036,-0.0206,0.0036,0.0
1.26,1784880583.2495,,,,,,,,,,0.61086,0.01655,0.15073,-0.00711,0.04795,0.0068,-0.15073,0.0068,0.0
1.28,1784880583.2695,,,,,,,,,,0.54382,-0.20059,0.14522,0.01064,0.04539,0.00102,-0.14522,0.00102,0.0
1.3,1784880583.2895,,,,,,,,,,0.6473,-0.14955,0.12647,0.01207,0.04922,-0.00206,-0.12647,-0.00206,0.0
1.32,1784880583.3095,,,,,,,,,,0.65098,-0.0974,0.01485,0.01014,0.04542,-0.00115,-0.01485,-0.00115,0.0
1.34,1784880583.3295,,,,,,,,,,0.0572,-0.26283,0.16216,0.03057,0.00729,-0.00991,-0.16216,-0.00991,0.0
1.36,1784880583.3495,,,,,,,,,,0.07418,-0.154,-0.00073,0.02036,0.00437,-0.0033,0.00073,-0.0033,0.0
1.38,1784880583.3695,,,,,,,,,,-0.6436,0.22331,-0.13761,-0.00721,-0.05418,-0.00118,0.13761,-0.00118,0.0
1.4,1784880583.3895,,,,,,,,,,-0.21738,-0.08106,0.00916,0.00477,-0.01863,0.00082,-0.00916,0.00082,0.0
1.42,1784880583.4095,,,,,,,,,,0.53893,-0.1905,0.09295,0.01874,0.04375,-0.00206,-0.09295,-0.00206,0.0
1.44,1784880583.4295,,,,,,,,,,-0.08162,0.16766,-0.08246,-0.02284,-0.00148,0.00665,0.08246,0.00665,0.0
1.46,1784880583.4495,,,,,,,,,,-0.52507,0.06867,-0.19035,-0.00246,-0.04558,-0.00386,0.19035,-0.00386,0.0
1.48,1784880583.4695,,,,,,,,,,-0.497,-0.04428,-0.01652,0.00882,-0.03595,-0.00315,0.01652,-0.00315,0.0
1.5,1784880583.4895,,,,,,,,,,-0.48722,0.31854,0.0582,-0.02406,-0.03861,0.00272,-0.0582,0.00272,0.0
1.52,1784880583.5095,,,,,,,,,,-0.44507,0.18457,0.00442,-0.01906,-0.02698,0.00287,-0.00442,0.00287,0.0
1.54,1784880583.5295,,,,,,,,,,-0.21097,0.31545,-0.00578,-0.02866,-0.01498,0.00189,0.00578,0.00189,0.0
1.56,1784880583.5495,,,,,,,,,,-0.26643,0.13657,-0.0333,-0.01331,-0.01663,0.00089,0.0333,0.00089,0.0
1.58,1784880583.5695,,,,,,,,,,-0.61413,0.24403,-0.06618,-0.02071,-0.04301,0.00185,0.06618,0.00185,0.0
1.6,1784880583.5895,,,,,,,,,,-0.56547,0.1143,-0.0514,-0.00238,-0.0427,-0.00203,0.0514,-0.00203,0.0
1.62,1784880583.6095,,,,,,,,,,0.00932,-0.30349,0.12938,0.03904,-0.00368,-0.01188,-0.12938,-0.01188,0.0
1.64,1784880583.6295,,,,,,,,,,0.56319,-0.16492,0.26075,0.01084,0.04315,0.0025,-0.26075,0.0025,0.0
1.66,1784880583.6495,,,,,,,,,,0.52045,-0.16012,0.00464,0.01009,0.04432,0.00092,-0.00464,0.00092,0.0
1.68,1784880583.6695,,,,,,,,,,-0.60423,0.11973,0.0175,-0.00551,-0.04246,-0.00108,-0.0175,-0.00108,0.0
1.7,1784880583.6895,,,,,,,,,,-0.65835,0.41746,0.07748,-0.03126,-0.05541,0.00277,-0.07748,0.00277,0.0
1.72,1784880583.7095,,,,,,,,,,0.08397,-0.08016,-0.05263,0.01002,0.00575,0.00092,0.05263,0.00092,0.0
1.74,1784880583.7295,,,,,,,,,,-0.6702,0.10093,-0.01505,-0.00354,-0.05703,-0.00303,0.01505,-0.00303,0.0
1.76,1784880583.7495,,,,,,,,,,-0.76703,0.37208,-0.014,-0.03219,-0.06258,0.00272,0.014,0.00272,0.0
1.78,1784880583.7695,,,,,,,,,,0.27135,-0.23342,-0.09688,0.02072,0.02117,-0.00396,0.09688,-0.00396,0.0
1.8,1784880583.7895,,,,,,,,,,-0.36013,0.18381,-0.06097,-0.01204,-0.02738,0.00075,0.06097,0.00075,0.0
1.82,1784880583.8095,,,,,,,,,,-0.04257,0.10422,-0.07463,-0.01193,-0.0043,0.00282,0.07463,0.00282,0.0
1.84,1784880583.8295,,,,,,,,,,-0.59658,0.45485,-0.1608,-0.03921,-0.04951,0.0058,0.1608,0.0058,0.0
1.86,1784880583.8495,,,,,,,,,,-0.23854,0.12655,0.02908,-0.00676,-0.0146,2e-05,-0.02908,2e-05,0.0
1.88,1784880583.8695,,,,,,,,,,0.40378,-0.26528,0.11785,0.02724,0.02532,-0.00598,-0.11785,-0.00598,0.0
1.9,1784880583.8895,,,,,,,,,,0.56625,-0.12495,0.1044,0.00469,0.0468,0.00362,-0.1044,0.00362,0.0
1.92,1784880583.9095,,,,,,,,,,0.52222,-0.21568,0.02795,0.01384,0.04049,0.00094,-0.02795,0.00094,0.0
1.94,1784880583.9295,,,,,,,,,,0.59998,0.02663,-0.0949,-0.00444,0.04715,0.00477,0.0949,0.00477,0.0
1.96,1784880583.9495,,,,,,,,,,0.25587,0.09335,-0.00537,-0.01661,0.02489,0.00585,0.00537,0.00585,0.0
1.98,1784880583.9695,,,,,,,,,,-0.11278,0.16705,-0.06638,-0.02179,-0.00786,0.00587,0.06638,0.00587,0.0
2.0,1784880583.9895,,,,,,,,,,0.60926,-0.14115,0.11043,0.00344,0.04787,0.00392,-0.11043,0.00392,0.0
2.02,1784880584.0095,A1850_B1850,1,1850,1850,1850,1850,11.24932,0.0,0.0,-0.21051,-0.03405,0.01652,0.01092,-0.02186,-0.00198,-0.01652,-0.00198,0.0
2.04,1784880584.0295,A1850_B1850,1,1850,1850,1850,1850,11.24665,0.0,0.0,-0.32268,0.10735,-0.09033,-0.00646,-0.02466,0.0008,0.09033,0.0008,0.0
2.06,1784880584.0495,A1850_B1850,1,1850,1850,1850,1850,11.245,0.0,0.0,-0.47418,0.14893,0.05033,-0.01179,-0.03931,-0.01961,-0.05033,-0.01961,0.0
2.08,1784880584.0695,A1850_B1850,1,1850,1850,1850,1850,11.245,0.0,0.0,-0.48678,0.3956,0.03255,-0.04994,-0.0387,-0.02891,-0.03255,-0.02891,0.0
2.1,1784880584.0895,A1850_B1850,1,1850,1850,1850,1850,11.245,0.0,0.0,-0.02582,-0.8266,-0.50425,0.08072,-0.06013,-0.13443,0.50425,-0.13443,0.0
2.12,1784880584.1095,A1850_B1850,1,1850,1850,1850,1850,11.08503,3.31474,36.74404,0.41598,0.41135,-0.47217,-0.03584,0.0456,0.0491,0.47217,0.0491,0.0
2.14,1784880584.1295,A1850_B1850,1,1850,1850,1850,1850,10.90684,7.00691,76.42325,-0.36665,0.6701,-1.2354,-0.04574,-0.02676,0.01292,1.2354,0.01292,0.0
2.16,1784880584.1495,A1850_B1850,1,1850,1850,1850,1850,10.801,9.2,99.3692,0.4593,-0.28448,-1.35835,0.02137,0.04542,0.00797,1.35835,0.00797,0.0
2.18,1784880584.1695,A1850_B1850,1,1850,1850,1850,1850,10.801,9.2,99.3692,0.05297,-0.77808,-1.94405,0.03869,0.01124,-0.00188,1.94405,-0.00188,0.0
2.2,1784880584.1895,A1850_B1850,1,1850,1850,1850,1850,10.801,9.2,99.3692,-0.1608,-0.05202,-3.11048,0.00984,-0.02771,0.00762,3.11048,0.00762,0.0
2.22,1784880584.2095,A1850_B1850,1,1850,1850,1850,1850,10.84789,8.93206,96.89403,1.1405,0.18628,-2.36292,-0.02504,0.11855,-0.01261,2.36292,-0.01261,0.0
2.24,1784880584.2295,A1850_B1850,1,1850,1850,1850,1850,10.89741,8.64909,94.25266,-0.82963,-0.20005,-3.83085,0.02284,-0.09121,-0.02191,3.83085,-0.02191,0.0
2.26,1784880584.2495,A1850_B1850,1,1850,1850,1850,1850,10.934,8.44,92.28296,0.65755,-0.74343,-2.86377,0.06017,0.07005,-0.03091,2.86377,-0.03091,0.0
2.28,1784880584.2695,A1850_B1850,1,1850,1850,1850,1850,10.934,8.44,92.28296,1.34245,-0.3008,-3.72623,0.01526,0.11917,-0.03503,3.72623,-0.03503,0.0
2.3,1784880584.2895,A1850_B1850,1,1850,1850,1850,1850,10.93385,8.44788,92.36787,1.27905,-0.24718,-6.75294,0.02676,0.16224,-0.01856,6.75294,-0.01856,0.0
2.32,1784880584.3095,A1850_B1850,1,1850,1850,1850,1850,10.78508,16.41176,177.0022,1.61142,0.09807,-6.47315,-0.00021,0.08142,-0.0698,6.47315,-0.0698,0.0
2.34,1784880584.3295,A1850_B1850,1,1850,1850,1850,1850,10.63631,24.37565,259.26693,-1.42977,0.02305,-8.9317,0.05954,-0.103,-0.00191,8.9317,-0.00191,0.0
2.36,1784880584.3495,A1850_B1850,1,1850,1850,1850,1850,10.529,30.12,317.13348,0.04711,-0.38177,-9.92904,-0.02178,0.01809,-0.03523,9.92904,-0.03523,0.0
2.38,1784880584.3695,A1850_B1850,1,1850,1850,1850,1850,10.529,30.12,317.13348,-0.32932,0.20264,-11.17076,-0.04243,0.00182,-0.01371,11.17076,-0.01371,0.0
2.4,1784880584.3895,A1850_B1850,1,1850,1850,1850,1850,10.529,30.12,317.13348,0.60867,-0.52992,-12.66741,0.05459,0.05007,-0.01021,12.66741,-0.01021,0.0
2.42,1784880584.4095,A1850_B1850,1,1850,1850,1850,1850,10.62518,29.38252,312.19446,0.08213,-0.02261,-14.06999,-0.01408,0.03962,0.00059,14.06999,0.00059,0.0
2.44,1784880584.4295,A1850_B1850,1,1850,1850,1850,1850,10.72189,28.64094,307.08492,-0.24107,-0.33767,-13.23726,-0.00616,-0.00065,0.00282,13.23726,0.00282,0.0
