pass_,seq,pulse_us,theta_deg,theta_sd,theta_cross_deg,n,creep_dps,settled
up,14,1450,-3.1888346674003887,0.23477485789873362,-0.13056759423418812,50,-0.2062943503461891,True
up,15,1460,-2.9296973348982505,0.20740796174737855,-0.2015311135776827,50,-0.2974981001012417,True
up,16,1470,-2.5053483172071793,0.23365916725317787,-0.20700059927150818,50,0.49431800513351065,True
up,17,1480,-2.2921664422904944,0.2195465143832736,-0.320773531323297,50,-0.16342193304689717,True
up,18,1490,-1.617900540708813,0.20242501429852583,-0.3614979808837947,50,0.10008384357327167,True
up,19,1500,-1.2511458275094112,0.2576678098430323,-0.4590071338629812,50,-0.21628887009259187,True
up,20,1510,-1.0260651740447402,0.26005215796848313,-0.45255568419914394,50,0.3299213253342992,True
up,21,1520,-0.5506449246984312,0.21585766703637993,-0.4441232336222961,50,0.42722746341892126,True
up,22,1530,-0.25813196291324175,0.2261394126342328,-0.4784589877485158,50,0.028241733188040026,True
up,23,1540,0.1780230884687654,0.24981029318351744,-0.5400355838443366,50,0.318115051766262,True
up,24,1550,0.4710288130866303,0.21451385064456704,-0.5980522222283585,50,0.07655558958842414,True
up,25,1560,0.7879515781201218,0.2104135229005434,-0.5989767180024811,50,-0.058960053245626455,True
up,26,1570,1.3369234976837856,0.25753461238552894,-0.6054236972113606,50,0.9040759695389519,False
up,27,1580,1.5492983601554686,0.26886285574067165,-0.6677827649497917,50,-0.616836042374274,False
up,28,1590,2.011141877802856,0.2293323316657876,-0.6195399133162787,50,0.18888539678098776,True
up,29,1600,2.243017630002714,0.25083553733016206,-0.642420669290934,50,0.623132300718724,False
up,30,1610,2.569795225079329,0.17205178938180646,-0.7226640885520479,50,-0.11185505739392676,True
up,31,1620,2.8838695557810063,0.2327159313163121,-0.6878259806758675,50,-0.6946782914327335,False
up,32,1630,3.2278308351254066,0.22272501010760853,-0.7457539580123651,50,-0.25559453248886843,True
up,33,1640,3.746156935538044,0.21501838755653963,-0.7329925461166542,50,-0.6131298795035696,False
up,34,1650,4.016819216914254,0.21222457744177284,-0.777735457706643,50,-0.6069981299587209,False
up,35,1660,4.308022510468125,0.26489149119537636,-0.7507946019081746,50,-0.19880538743067536,True
up,36,1670,4.70536650161753,0.22766172532126489,-0.8251822692662282,50,-0.02797327022894297,True
up,37,1680,5.079186315735124,0.21321956963940406,-0.7740714975861247,50,0.07586525148986006,True
up,38,1690,5.29672302982186,0.2433737299871515,-0.8668500326961467,50,0.2649782900659687,True
up,39,1700,5.6431682971953325,0.234866472715453,-0.8094849038844288,50,0.277320781422196,True
up,40,1710,6.19777733459537,0.2560646610044168,-0.8146437082890035,50,-0.050425176336099144,True
up,41,1720,6.361441856500403,0.23855512586181027,-0.7793513544108899,50,0.8483521591089873,False
up,42,1730,6.637785568558019,0.2636363655755618,-0.7698510007953414,50,0.5554061984804739,False
up,43,1740,7.117461413835737,0.2290135629243258,-0.8564329447746488,50,-0.07690211846671793,True
up,44,1750,7.376418223119319,0.20955493058515565,-0.7832513949433226,50,-0.34888663448670754,True
up,45,1760,7.6652406952782,0.24009546882038804,-0.8222709211465534,50,-0.6426509591853485,False
up,46,1770,7.871379885357713,0.22573683053722188,-0.8635024772138272,50,0.4540491371807653,True
up,47,1780,8.117004237955456,0.204116604230338,-0.8302616064508251,50,-0.12307558948508251,True
up,48,1790,8.527409389812604,0.20712209571513499,-0.8390342460438891,50,0.4609768710979896,True
up,49,1800,8.7888530438667,0.22135336620664323,-0.87297033152492,50,0.4345182206690659,True
up,50,1810,9.20613643004324,0.2916181495938075,-0.8189839935890942,50,-0.7157958232942353,False
up,51,1820,9.385056767600698,0.21139892906827487,-0.840423042644147,50,-0.24940118421876525,True
up,52,1830,9.809578900695405,0.24901220528621743,-0.8879997059460758,50,0.1073608037266713,True
up,53,1840,10.323926640713012,0.27903571468380983,-0.8616676739367373,50,0.301722288168001,True
up,54,1850,10.559048735622008,0.22401137077975586,-0.8760519821380629,50,-0.5675738026993047,False
up,55,1860,10.855830754210551,0.23351573693424701,-0.8469038791786497,50,0.5650449124524013,False
up,56,1870,11.10737231338294,0.23960872223297644,-0.8914403888416061,50,-0.26713463894117545,True
up,57,1880,11.470152657986745,0.16888105375589224,-0.9190882331343337,50,-0.1316971370627593,True
up,58,1890,11.736720456286056,0.19417860894034272,-0.8780994387748652,50,-0.10865308578274209,True
up,59,1900,11.832281436128646,0.3458490168235241,-0.7904075572020586,50,-0.12198652776369204,True
up,60,1910,12.340891806788926,0.2002762430417843,-0.8499977894954955,50,0.6602957494890301,False
up,61,1920,12.732725125239964,0.3635324272380847,-0.847168966483333,50,0.4447209519233697,True
up,62,1930,13.074781548618468,0.24653649711963835,-0.8247793094416622,50,0.6170068682634134,False
up,63,1940,13.413123205264512,0.35915974483173524,-0.720737417920561,50,-0.10779444523628501,True
up,64,1950,13.483404245682786,0.19208103955075134,-0.8216067628381271,50,-0.10843132857140578,True
up,65,1960,13.783993311838834,0.20427939854490315,-0.8038783473418951,50,0.32930431690481204,True
up,66,1970,13.98799974509404,0.25599680115865775,-0.7620438187209769,50,0.2713781655032716,True
up,67,1980,14.131345251907053,0.23997291286503833,-0.7558552031370173,50,0.34008288258878744,True
up,68,1990,14.260322774942216,0.2720472422533277,-0.7961085752967355,50,-0.5492064655305281,False
up,69,2000,14.32839737719946,0.22142887586441173,-0.8485758678090392,50,-0.11437636157430212,True
up,70,2010,14.530143159055562,0.22750943384856984,-0.838340912318906,50,0.4269369205309862,True
up,71,2020,14.648726668668779,0.30222246952349024,-0.8192301327134689,50,-0.06840099545559088,True
up,72,2030,14.794880977369273,0.23802374302631119,-0.8162169813387865,50,-0.3005175795336634,True
up,73,2040,15.012569319004418,0.22811021323093433,-0.7396605540117057,50,0.13047042852656843,True
up2,0,1310,-7.344520132361209,0.2276847946745925,-0.08874714793380264,50,-0.13503528752111565,True
up2,1,1320,-7.223350998450044,0.20057994916067434,-0.08577215236127841,50,-0.31371809303295684,True
up2,2,1330,-7.041070235949122,0.22079625415205073,0.01629362183100596,50,-0.12067804175734008,True
up2,3,1340,-7.045472787517218,0.21388057945836017,-0.06876227551542827,50,-0.19965123982437905,True
up2,4,1350,-6.743836784275155,0.21759134703385719,-0.13900799432718003,50,-0.4144942449226043,True
up2,5,1360,-6.309126769855289,0.20510001781713347,-0.07458773673520028,50,0.4508174047930795,True
up2,6,1370,-5.87596566301995,0.2151727402121049,-0.060000703143547024,50,-0.4869239575583376,True
up2,7,1380,-5.625884324833697,0.2547537252104367,-0.0951325208337144,50,-0.3180966487561355,True
up2,8,1390,-5.42473983884119,0.2525930183160304,-0.10832590503448189,50,-0.4499816532608408,True
up2,9,1400,-5.074863071606863,0.21384842811483135,-0.12117171127239118,50,-0.2624666275783841,True
up2,10,1410,-4.792271484002525,0.26101929142461056,-0.1418719733046274,50,-0.4357912834977052,True
up2,11,1420,-4.453213047457078,0.19599495256088798,-0.13993531546992727,50,0.63054233058498,False
up2,12,1430,-4.0615237374141016,0.24804013160276567,-0.14059666453485278,50,-0.2980681699715262,True
up2,13,1440,-3.3765517035610557,0.23703551496366548,-0.12109069186802715,50,0.4186615867084456,True
up2,14,1450,-3.0333759244893987,0.23186799156637133,-0.1740439963212603,50,0.16536587155123963,True
up2,15,1460,-2.8775185279624047,0.20686275001941454,-0.2251913600104942,50,0.16097269639724954,True
up2,16,1470,-2.405249314436144,1.0160376603788857,-0.210373014662367,50,0.2813228476623778,True
up2,17,1480,-2.1611493214542263,0.2054040478340226,-0.22197381141434022,50,0.04405555742488092,True
up2,18,1490,-1.5193320940430153,0.2706507195895754,-0.37652306072420605,50,0.06531780344226888,True
up2,19,1500,-1.1374277496606569,0.22209886436445941,-0.41215219428817396,50,-0.1619688608879167,True
up2,20,1510,-0.8392780445408187,0.21536882362049087,-0.46492418449900896,50,0.05403111377014628,True
up2,21,1520,-0.47563269889844095,0.22130778656873015,-0.5044894014566339,50,0.13356778906027425,True
up2,22,1530,-0.1683143753890755,0.2277293326935046,-0.49320113355620354,50,0.06152367550804292,True
up2,23,1540,0.36051489034065237,0.27134746852872876,-0.5326215029928736,50,-0.22470055755594945,True
up2,24,1550,0.5304798608229726,0.19051044046380192,-0.5260446040011024,50,0.16534549401440107,True
up2,25,1560,0.9902879703820685,0.24727051473904127,-0.5138758878399918,50,-0.20918885290171618,True
up2,26,1570,1.5113869672989255,0.22394541862918627,-0.6336134437020391,50,-0.03836096533415861,True
up2,27,1580,1.7386061463653004,0.20283895040880873,-0.6016359196976018,50,0.4026162682824032,True
up2,28,1590,2.147797106496563,0.2699441999920502,-0.5677007482096152,50,0.10081343767496867,True
up2,29,1600,2.4348323959807447,0.2469351058257959,-0.639378496690812,50,-0.26800042057461104,True
up2,30,1610,2.5991054513420355,0.2556400789073908,-0.6687319552707456,50,0.20957969116359715,True
up2,31,1620,3.0719434880203265,0.21354946110563586,-0.6366102418574267,50,0.46498184143260063,True
