phase,seq,pulse_us,theta_deg,theta_sd_deg,cross_deg,creep_dps,settled
dn,1310,1310,-8.593567738329279,0.23396691302884376,0.0799831618686176,0.03486760524427624,True
dn,1320,1320,-8.118419439807546,0.22570048837442522,0.08227611292481182,-0.03631954371584244,True
dn,1330,1330,-7.842509329558114,0.22556204032288404,0.07011799033759272,0.16566407525300395,True
dn,1340,1340,-7.715497372677075,0.23442531037302816,0.06230717981534467,-0.047426450791358495,True
dn,1350,1350,-7.403997222571968,0.2141023832903882,0.08413261744328525,0.02317222413000278,True
dn,1360,1360,-6.162710138893088,0.22901574750263332,0.08603138105399474,0.0761837194333069,True
dn,1370,1370,-6.121428014299553,0.2426685253576849,0.031828396287064374,-0.0901679837994004,True
dn,1380,1380,-5.245404817295479,0.22684220557322893,0.06519064744627427,-0.041415779316209725,True
dn,1390,1390,-5.258449655159388,0.23015271424234043,0.046403935727345046,-0.16336182376300803,True
dn,1400,1400,-4.622945770332073,0.22377846585034158,0.053051203911503524,-0.24787096933450792,True
dn,1410,1410,-4.337221367910766,0.23596245404514088,0.031953676681446386,-0.0009589466977868033,True
dn,1420,1420,-3.9614685394845126,0.22487032533375137,0.028758446239326666,0.007882828694854255,True
dn,1430,1430,-3.6325026851291264,0.24572079890861087,0.05498487431481316,0.05205166420408368,True
dn,1440,1440,-2.9471674042174296,0.22765444715430547,0.020273980312454355,0.0982164915694897,True
dn,1450,1450,-2.548343559072105,0.22806080628318096,0.011860407858861088,-0.09506710825826353,True
dn,1460,1460,-2.318161020645868,0.22716388955207284,0.016427899896742388,0.12451321721177193,True
dn,1470,1470,-2.015642545348169,0.22476721122802426,-0.016149549443920237,-0.12553364522141805,True
dn,1480,1480,-1.5935167677813402,0.23314518734948397,-0.0014559152514817932,0.14711054905244847,True
dn,1490,1490,-1.064899205711434,0.2186691583888874,-0.012057338590990797,-0.03293605861022343,True
dn,1500,1500,-0.6741334695391585,0.22745176343412868,-0.014938778129330251,-0.08584840785504531,True
dn,1510,1510,-0.358441442143403,0.2226333672667837,-0.017998282997753006,-0.19833070102260594,True
dn,1520,1520,0.07006647463818956,0.2226958637912554,-0.002965726817326996,-0.0006438865771266625,True
dn,1530,1530,0.45201740181765526,0.22166324325534564,-0.03063219816698931,0.017275462116552846,True
dn,1540,1540,0.8278823752418856,0.22384687408298673,-0.009101300506312998,-0.13894204257831128,True
dn,1550,1550,1.1236429090776732,0.22626529680977103,-0.04669007107896452,-0.01684556965882116,True
dn,1560,1560,1.5796054398692267,0.22673212455718159,-0.04794108154307787,-0.016090852937263086,True
dn,1570,1570,2.0279527754384175,0.23443896127193553,-0.05328922102855852,-0.1356027492336235,True
dn,1580,1580,2.319476767640026,0.22817141334705343,-0.07379547057586217,0.01815722983526003,True
dn,1590,1590,2.6791578224485026,0.22891267642984744,-0.08902247017804868,0.006879830940785518,True
dn,1600,1600,2.980137970976759,0.22311615144680905,-0.07505614373607654,0.03649399698441966,True
dn,1610,1610,3.2540970402513385,0.21854728698028492,-0.13024862382169827,-0.041493204830319534,True
dn,1620,1620,3.7137114040218466,0.2406236610324807,-0.10354282849898512,0.031024290283597634,True
dn,1630,1630,4.040803479083339,0.24500984630307387,-0.13865220040700904,0.1701845047814752,True
dn,1640,1640,4.5329112783446055,0.23147173722717795,-0.14103363440711517,-0.26412190788112744,True
dn,1650,1650,4.824063004907331,0.23022597808814402,-0.1122219637616956,-0.03095312719810891,True
dn,1660,1660,5.2324224109656665,0.23111285127364384,-0.1620019064796268,0.002324409935604815,True
dn,1670,1670,5.535086202320393,0.23304528154676746,-0.1595528054089226,-0.06130902148671903,True
dn,1680,1680,5.759666350026344,0.22883722323476877,-0.18274924937706066,0.023682495591180727,True
dn,1690,1690,6.161341950846777,0.23524762322585668,-0.1741160141144269,0.011094261961768336,True
dn,1700,1700,6.51708287612384,0.2255688786830136,-0.18441693085478014,-0.10455780100973461,True
dn,1710,1710,7.022409413464846,0.23386736080648513,-0.15331362755994674,-0.021878532841873008,True
dn,1720,1720,7.206843948969238,0.229532992449954,-0.19963951858287138,-0.04776029217244111,True
dn,1730,1730,7.497831256959065,0.22412398887357773,-0.22732632910001022,0.005403607116239859,True
dn,1740,1740,7.926817312519153,0.22775490567341936,-0.21154504984606715,-0.0030077682897577816,True
dn,1750,1750,8.212032960247575,0.2323031292282453,-0.20385012871950878,-0.043729606631228955,True
dn,1760,1760,8.57734694051876,0.23049490380473045,-0.21513728925363712,0.06952750373763626,True
dn,1770,1770,8.760524180579491,0.24311475380817424,-0.2564587955708963,0.19207969937578043,True
dn,1780,1780,9.004150435722565,0.23401294115234908,-0.24580470164784032,-0.10131959225669585,True
dn,1790,1790,9.328209285635996,0.22926675281326375,-0.2706554291778433,0.06820547317877225,True
dn,1800,1800,9.666156922643326,0.235579517987965,-0.26505800766520726,-0.04395662565424454,True
dn,1810,1810,10.033022861841829,0.23996416974541046,-0.279100727789705,-0.020206756150015267,True
dn,1820,1820,10.282712640306602,0.3846465609507821,-0.28361297957074694,0.03597141292205663,True
dn,1830,1830,10.762490578262907,1.5894711267791901,-0.25412969608883945,0.4384555872002369,True
dn,1840,1840,11.067318614979754,0.28061164675095807,-0.2875636203599115,-0.04422683141666781,True
dn,1850,1850,11.288143245207412,0.28994161847835553,-0.26875377943097895,-0.06532887941266007,True
dn,1860,1860,11.623555614358436,0.21794653128056649,-0.2841081907648361,-0.0955023644091441,True
dn,1870,1870,11.886824402601574,0.23349750289198273,-0.25306554466906367,0.045552667449407835,True
dn,1880,1880,12.21623772281011,0.28297149679322725,-0.3014424376649527,0.002148679902339641,True
dn,1890,1890,12.428377070099986,0.21900281243681852,-0.2768881172940815,-0.0561721181352582,True
dn,1900,1900,12.692299143325316,0.21982805812518533,-0.2525530466486606,-0.02771559590592736,True
dn,1910,1910,13.082947452679814,0.21833980457496696,-0.21309611995707334,-0.07379256031211312,True
dn,1920,1920,13.270867753498575,0.23486531597283478,-0.2992775580290593,0.02245406338223155,True
dn,1930,1930,13.527334363041426,0.24553713660227774,-0.37229239867939645,-0.1298838214568662,True
dn,1940,1940,13.685465647478622,0.22431837416847375,-0.348083426049501,0.13939655675448617,True
dn,1950,1950,13.851289104097896,0.22686385878323542,-0.3091289345251993,-0.02433087892650971,True
dn,1960,1960,13.962874215452667,0.6025487185165136,-0.26352954570780335,-0.13050881219144528,True
dn,1970,1970,14.054605739693466,0.24584573692853667,-0.1944794154331441,-0.19854745343436211,True
dn,1980,1980,14.09482797641031,0.22845631600355204,-0.1527692900482702,-0.10668369489840895,True
dn,1990,1990,14.17836383825463,0.22032067869589672,-0.11235439965751784,0.13806706600061522,True
dn,2000,2000,14.181796298832,0.21172419039548362,-0.08902951173765035,0.10774848326182973,True
dn,2010,2010,14.215305711761543,0.2329253405392928,-0.014901073406908187,-0.025883963647711363,True
dn,2020,2020,14.251915475885959,0.2264427826383027,0.01573214715715193,0.08720745469250415,True
dn,2030,2030,14.225492037548575,0.22734806658081996,-0.03544248167164994,0.10070493557341686,True
dn,2040,2040,14.26312693387036,0.26961460304832086,0.02112243552202535,-0.1572124214745417,True
dn2,1310,1310,-8.635537005038525,0.22695779662271942,0.048987372052803665,-0.01729474640256073,True
dn2,1320,1320,-8.210542963117344,0.2213788802385963,0.06630134696162954,-0.032864008157400405,True
dn2,1330,1330,-7.971033406311972,0.22637587552120336,0.07661651369912352,0.05828592755057927,True
dn2,1340,1340,-7.751832454133864,0.2359328838218377,0.0809030670599825,-0.09095785067312917,True
dn2,1350,1350,-7.389968709347086,0.225858278415778,0.09568478452787609,0.12332888194814898,True
dn2,1360,1360,-6.046330569059402,0.22145477481321316,0.06239039205025766,0.018917451831235242,True
dn2,1370,1370,-6.01860041847371,0.2213491072885002,0.06683338748330778,0.06864394145968569,True
dn2,1380,1380,-5.231708261156844,0.22839273242537567,0.07103127234334643,-0.032167646198772486,True
dn2,1390,1390,-5.040235184894045,0.229811152462385,0.03948049901540848,0.04749744665568547,True
dn2,1400,1400,-4.651153319293632,0.24375205927832214,0.046362729996387166,-0.006300104717925061,True
dn2,1410,1410,-4.350997218021403,0.243762948655925,0.04524625501401648,-0.2133642593948731,True
dn2,1420,1420,-4.003218296063145,0.23441121190123193,0.0858895820218627,0.17437689062670247,True
dn2,1430,1430,-3.7606625196602717,0.22075753220213468,0.06750564430189052,-0.17621960968497108,True
dn2,1440,1440,-2.9916553554264147,0.22172305316879562,0.0380394711752337,0.15218527790553762,True
dn2,1450,1450,-2.6485581019740194,0.23347670808892443,0.020947436531487697,0.1422653697916043,True
dn2,1460,1460,-2.370896829368148,0.2215429522678985,0.023282146320110983,0.20991260264842632,True
