t_epoch,phase,sweep_idx,a_cmd_us,b_cmd_us,a_cmd_norm,b_cmd_norm,voltage_v,current_a
1785431432.5829785,idle_pre,0,1000,1000,0.0,0.0,11.882,0.0
1785431432.601172,idle_pre,0,1000,1000,0.0,0.0,11.969,0.0
1785431432.6260724,idle_pre,0,1000,1000,0.0,0.0,11.954,0.0
1785431432.6401222,idle_pre,0,1000,1000,0.0,0.0,12.021,0.0
1785431432.663341,idle_pre,0,1000,1000,0.0,0.0,11.965,0.0
1785431432.681695,idle_pre,0,1000,1000,0.0,0.0,11.964,0.0
1785431432.7032802,idle_pre,0,1000,1000,0.0,0.0,11.924,0.0
1785431432.7241588,idle_pre,0,1000,1000,0.0,0.0,11.963,0.0
1785431432.743025,idle_pre,0,1000,1000,0.0,0.0,12.092,0.0
1785431432.7602317,idle_pre,0,1000,1000,0.0,0.0,11.96,0.0
1785431432.7812307,idle_pre,0,1000,1000,0.0,0.0,11.97,0.0
1785431432.8030133,idle_pre,0,1000,1000,0.0,0.0,11.964,0.0
1785431432.8236115,idle_pre,0,1000,1000,0.0,0.0,12.008,0.0
1785431432.8411896,idle_pre,0,1000,1000,0.0,0.0,11.959,0.0
1785431432.863066,idle_pre,0,1000,1000,0.0,0.0,11.949,0.0
1785431432.8813224,idle_pre,0,1000,1000,0.0,0.0,11.951,0.0
1785431432.903044,idle_pre,0,1000,1000,0.0,0.0,11.956,0.0
1785431432.9232666,idle_pre,0,1000,1000,0.0,0.0,11.957,0.0
1785431432.9430275,idle_pre,0,1000,1000,0.0,0.0,11.961,0.0
1785431432.9602058,idle_pre,0,1000,1000,0.0,0.0,11.952,0.0
1785431432.981171,idle_pre,0,1000,1000,0.0,0.0,11.967,0.0
1785431433.003013,idle_pre,0,1000,1000,0.0,0.0,11.935,0.0
1785431433.0231824,idle_pre,0,1000,1000,0.0,0.0,11.951,0.0
1785431433.0430439,idle_pre,0,1000,1000,0.0,0.0,11.966,0.0
1785431433.0611997,idle_pre,0,1000,1000,0.0,0.0,11.96,0.0
1785431433.0831645,idle_pre,0,1000,1000,0.0,0.0,11.952,0.0
1785431433.1002302,idle_pre,0,1000,1000,0.0,0.0,11.965,0.0
1785431433.1242287,idle_pre,0,1000,1000,0.0,0.0,11.949,0.0
1785431433.143017,idle_pre,0,1000,1000,0.0,0.0,11.955,0.0
1785431433.1612144,idle_pre,0,1000,1000,0.0,0.0,11.953,0.0
1785431433.1801991,idle_pre,0,1000,1000,0.0,0.0,11.96,0.0
1785431433.2012172,idle_pre,0,1000,1000,0.0,0.0,11.971,0.0
1785431433.2205377,idle_pre,0,1000,1000,0.0,0.0,11.953,0.0
1785431433.2430658,idle_pre,0,1000,1000,0.0,0.0,11.965,0.0
1785431433.2601736,idle_pre,0,1000,1000,0.0,0.0,11.936,0.0
1785431433.2812674,idle_pre,0,1000,1000,0.0,0.0,11.972,0.0
1785431433.3030417,idle_pre,0,1000,1000,0.0,0.0,11.963,0.0
1785431433.3232107,idle_pre,0,1000,1000,0.0,0.0,11.965,0.0
1785431433.3412094,idle_pre,0,1000,1000,0.0,0.0,11.973,0.0
1785431433.3632193,idle_pre,0,1000,1000,0.0,0.0,11.971,0.0
1785431433.3802345,idle_pre,0,1000,1000,0.0,0.0,11.951,0.0
1785431433.401236,idle_pre,0,1000,1000,0.0,0.0,11.967,0.0
1785431433.4261453,idle_pre,0,1000,1000,0.0,0.0,11.965,0.0
1785431433.440252,idle_pre,0,1000,1000,0.0,0.0,11.92,0.0
1785431433.4626844,idle_pre,0,1000,1000,0.0,0.0,11.96,0.0
1785431433.4830172,idle_pre,0,1000,1000,0.0,0.0,11.942,0.0
1785431433.500467,idle_pre,0,1000,1000,0.0,0.0,11.966,0.0
1785431433.52433,idle_pre,0,1000,1000,0.0,0.0,11.965,0.0
1785431433.5414457,idle_pre,0,1000,1000,0.0,0.0,11.957,0.0
1785431433.5614376,idle_pre,0,1000,1000,0.0,0.0,12.084,0.0
1785431433.5853665,idle_pre,0,1000,1000,0.0,0.0,11.951,0.0
1785431433.600527,idle_pre,0,1000,1000,0.0,0.0,11.962,0.0
1785431433.6245387,idle_pre,0,1000,1000,0.0,0.0,11.966,0.0
1785431433.6432915,idle_pre,0,1000,1000,0.0,0.0,11.969,0.0
1785431433.662384,idle_pre,0,1000,1000,0.0,0.0,11.956,0.0
1785431433.683172,idle_pre,0,1000,1000,0.0,0.0,11.978,0.0
1785431433.7007113,idle_pre,0,1000,1000,0.0,0.0,11.964,0.0
1785431433.724265,idle_pre,0,1000,1000,0.0,0.0,11.965,0.0
1785431433.7463005,idle_pre,0,1000,1000,0.0,0.0,11.954,0.0
1785431433.7603865,idle_pre,0,1000,1000,0.0,0.0,11.962,0.0
1785431433.7817178,idle_pre,0,1000,1000,0.0,0.0,11.953,0.0
1785431433.801062,idle_pre,0,1000,1000,0.0,0.0,11.948,0.0
1785431433.8245323,idle_pre,0,1000,1000,0.0,0.0,11.969,0.0
1785431433.8404071,idle_pre,0,1000,1000,0.0,0.0,11.952,0.0
1785431433.86307,idle_pre,0,1000,1000,0.0,0.0,11.964,0.0
1785431433.8803017,idle_pre,0,1000,1000,0.0,0.0,11.952,0.0
1785431433.9011998,idle_pre,0,1000,1000,0.0,0.0,11.874,0.0
1785431433.9232817,idle_pre,0,1000,1000,0.0,0.0,11.958,0.0
1785431433.941178,idle_pre,0,1000,1000,0.0,0.0,11.965,0.0
1785431433.9631398,idle_pre,0,1000,1000,0.0,0.0,12.008,0.0
1785431433.9802697,idle_pre,0,1000,1000,0.0,0.0,12.041,0.0
1785431434.0016322,idle_pre,0,1000,1000,0.0,0.0,11.963,0.0
1785431434.0236971,idle_pre,0,1000,1000,0.0,0.0,11.943,0.0
1785431434.0432832,idle_pre,0,1000,1000,0.0,0.0,11.968,0.0
1785431434.0617633,idle_pre,0,1000,1000,0.0,0.0,11.968,0.0
1785431434.0829768,idle_pre,0,1000,1000,0.0,0.0,11.966,0.0
1785431434.1031165,idle_pre,0,1000,1000,0.0,0.0,11.958,0.0
1785431434.125304,idle_pre,0,1000,1000,0.0,0.0,11.967,0.0
1785431434.1431618,idle_pre,0,1000,1000,0.0,0.0,11.948,0.0
1785431434.1621432,idle_pre,0,1000,1000,0.0,0.0,11.942,0.0
1785431434.1813688,idle_pre,0,1000,1000,0.0,0.0,11.96,0.0
1785431434.2031312,idle_pre,0,1000,1000,0.0,0.0,11.962,0.0
1785431434.2234163,idle_pre,0,1000,1000,0.0,0.0,11.96,0.0
1785431434.242858,idle_pre,0,1000,1000,0.0,0.0,11.965,0.0
1785431434.2642698,idle_pre,0,1000,1000,0.0,0.0,11.967,0.0
