phase,seq,pulse_us,theta_deg,theta_sd_deg,cross_deg,creep_dps,settled
dn,1350,1350,-6.338754209331597,0.2398186723033176,0.0719046383213448,-0.15803331493403902,True
dn,1360,1360,-5.5134295692937645,8.220246361992237,0.454103577368777,-3.9605534985315365,False
dn,1370,1370,-5.560434472796542,0.2265530122534027,0.0988062847415504,-0.028068916047053274,True
dn,1380,1380,-5.1642229304390455,0.2363153632549926,0.09626140623196164,0.02251134572282268,True
dn,1390,1390,-5.103994057689649,2.22428172181129,0.0748353654276334,-0.2873178460760307,True
dn,1400,1400,-4.585012242995418,2.145646759141765,0.23733476698955427,0.9271729834241575,False
dn,1410,1410,-4.283370605381402,0.2278187807116486,0.08650645322065253,-0.11006290208988505,True
dn,1420,1420,-3.8878599039724393,0.23817375512632638,0.05538281914679267,-0.009596230840353876,True
dn,1430,1430,-3.5876059623575585,2.099663481243258,0.243809219108241,1.017924499508722,False
dn,1440,1440,-3.0649645703214223,0.22749733741996367,0.02495032764919597,0.03671577299139984,True
dn,1450,1450,-2.618555961511276,0.2231475263135962,0.03309206695045748,-0.12978128393994667,True
dn,1460,1460,-2.257577716180341,0.21930266230668577,0.015534432975315156,-0.04429569044835567,True
dn,1470,1470,-1.9650891084417872,0.23018005894858465,0.042299870224006955,0.030658674515289253,True
dn,1480,1480,-1.5797583152404944,0.2172910003324044,0.027900793917373563,0.011732245718853103,True
dn,1490,1490,-1.0342022594851907,0.21773977289497995,0.02471474418312164,-0.03801943462623313,True
dn,1500,1500,-0.4186364557182604,3.963819263055678,0.22396698724655756,-2.0400920154780673,False
dn,1510,1510,-0.28704350468097023,0.2272934937732678,0.06234795097148492,0.014323154738273555,True
dn,1520,1520,0.16823919577269913,0.23332613601366828,0.01185889456067656,-0.14742235918528726,True
dn,1530,1530,0.39730267433258715,0.2279975819706523,0.03481154386852478,0.005770960700493085,True
dn,1540,1540,0.8432543664435607,0.21974356252325736,-0.006463607135082725,-0.05981844858768318,True
dn,1550,1550,1.1842985012645195,0.20501738899568792,0.04195572753531987,-1.6179255852434946,False
dn,1560,1560,1.597478841776511,0.22920159830136155,-0.03414368072462076,0.026596140754342613,True
dn,1570,1570,2.054125585668899,1.8485179498167525,0.14689345494570255,-0.09901475284884137,True
