a_us,b_us,n,thrust_N,thrust_s,thrust_sem,thrust_sem_corr,thrust_tau,thrust_neff,thrust_drift,torque_Nm,torque_s,torque_sem_corr,torque_tau,flags,run
1700,1100,148,5.916673621621621,0.3929906510010425,0.032303632522522246,0.032303632522522246,1.0,148.0,0.0626018087177753,-0.08919000000000002,0.009546164240189892,0.0007846898668689169,1.0,,A1700_B1000-2000_2026-07-31_025921
1700,1200,151,6.516634781456954,0.3831186127492093,0.03117775053957237,0.03117775053957237,1.0,151.0,0.049451052320150346,-0.07732245033112584,0.013076531393652646,0.0010641530328913268,1.0,,A1700_B1000-2000_2026-07-31_025921
1700,1300,151,7.057959284768213,0.37307763894384205,0.03036062767980923,0.038266040540163915,1.5885670953670636,95.05421611739293,0.05702348260626488,-0.06615688741721855,0.023581466513215573,0.0036579120028668237,3.633304815074104,,A1700_B1000-2000_2026-07-31_025921
1700,1400,151,7.692681139072846,0.341327284110994,0.027776820447323148,0.027776820447323148,1.0,151.0,0.022807890868864332,-0.05020986754966888,0.024967304005752665,0.0020318103846512455,1.0,,A1700_B1000-2000_2026-07-31_025921
1700,1500,151,8.468270543046359,0.32831480612444175,0.026717880006776145,0.028323847196269607,1.1238296746005398,134.36199756308469,0.010003401821211367,-0.035891986754966895,0.010645058134794601,0.0008662825453043892,1.0,,A1700_B1000-2000_2026-07-31_025921
1700,1600,150,9.265738666666666,0.31327634597675236,0.025578906537554968,0.02614315635050779,1.0446049761679026,143.59495064849284,0.11664706280327085,-0.019856666666666675,0.008740606974966198,0.0007136675710292935,1.0,,A1700_B1000-2000_2026-07-31_025921
1700,1700,148,10.518477675675676,0.3393561749636139,0.02789490574991889,0.02789490574991889,1.0,148.0,0.025636229577052173,0.005715405405405395,0.008392852350829707,0.0006898882135398956,1.0,,A1700_B1000-2000_2026-07-31_025921
1700,1800,151,12.01412484768212,0.43481826240913957,0.035385008361148725,0.035385008361148725,1.0,151.0,0.06239145948228317,0.03512788079470197,0.008644359132541985,0.0007034679695535739,1.0,,A1700_B1000-2000_2026-07-31_025921
1700,1900,151,13.500085112582783,1.0022823781564325,0.08156458317734155,0.08156458317734155,1.0,151.0,0.13906172939723618,0.06801529801324502,0.011604204916491669,0.0009443368034256466,1.0,,A1700_B1000-2000_2026-07-31_025921
1700,2000,151,14.851442728476822,1.3675530750139582,0.11128989092033688,0.11128989092033688,1.0,151.0,0.07115943763796287,0.09848549668874171,0.012240125091340185,0.0010461081965216705,1.1029566529731258,,A1700_B1000-2000_2026-07-31_025921
1800,1000,151,7.197339665040778,0.6488186352571521,0.052800111720792485,0.06331187987870578,1.4378074677578367,105.02101525141907,0.12166173699379822,-0.12074715469722808,0.010876911163928445,0.0011064989725529757,1.5626719416464123,,A1800_B1000-2000_2026-07-31_030736
1800,1100,151,7.25549860543813,0.8188511107309151,0.06663715833647633,0.07243474574291374,1.1815740447605758,127.79563047239867,0.13221246765041708,-0.1118729825117976,0.015795774437051994,0.0014700048023824634,1.307773725190658,,A1800_B1000-2000_2026-07-31_030736
1800,1200,149,7.753812308269367,0.34691411989775883,0.028420312069901366,0.031267804608156986,1.2104227954365911,123.09748342624094,0.05572883711796351,-0.10131575774625247,0.030098544239187695,0.003402855689714582,1.904506021663495,,A1800_B1000-2000_2026-07-31_030736
1800,1300,151,8.28597542663018,0.3348723686888157,0.02725152688003188,0.02725152688003188,1.0,151.0,0.005954983261475778,-0.08847563151842011,0.03127177034178032,0.002544860578948306,1.0,,A1800_B1000-2000_2026-07-31_030736
1800,1400,151,8.813551585570577,0.24737904619122703,0.020131421273223808,0.020131421273223808,1.0,151.0,0.06415418419142731,-0.07314450569060554,0.008725031863291535,0.0007100330232757276,1.0,,A1800_B1000-2000_2026-07-31_030736
1800,1500,151,9.513730393517598,0.2695178925283737,0.021933055037191625,0.021933055037191625,1.0,151.0,0.016758126159996813,-0.059204108339612184,0.011154891818347173,0.0009077722220611762,1.0,,A1800_B1000-2000_2026-07-31_030736
1800,1600,148,10.279093960727193,0.2614898553082376,0.021494333701649333,0.021494333701649333,1.0,148.0,0.06640308285219236,-0.04343352484220747,0.012997820047186385,0.0010684142264673565,1.0,,A1800_B1000-2000_2026-07-31_030736
1800,1700,150,11.492434411177642,0.23404774785800642,0.019109918589989675,0.019109918589989675,1.0,150.0,0.0181838937051634,-0.021246227544910186,0.008940729516952295,0.0007300075081591148,1.0,,A1800_B1000-2000_2026-07-31_030736
1800,1800,151,12.959405890206341,0.5739733577898356,0.046709289421149755,0.046709289421149755,1.0,151.0,0.02742646829556014,0.012140262521314981,0.009265669265172773,0.0007540294710788253,1.0,,A1800_B1000-2000_2026-07-31_030736
1800,1900,151,14.444962181597072,0.9289406972852724,0.0755961218333588,0.08088194464819091,1.144732825213459,131.90850884514728,0.17053696368949903,0.04122635523654677,0.011191391362029186,0.0009107425128010598,1.0,,A1800_B1000-2000_2026-07-31_030736
1800,2000,151,15.352445625305679,1.7906313574485802,0.14571951326053892,0.6574197192987872,20.354012146844383,7.418684773822862,1.9762458520677697,0.07174291152793749,0.012230353439449866,0.001482818719021194,2.219601714983976,drift,A1800_B1000-2000_2026-07-31_030736
1900,1000,151,8.860807405057432,0.5517641874815694,0.044901932773574744,0.044901932773574744,1.0,151.0,0.0011017772557294595,-0.1483501209501527,0.006910298805447845,0.0005623521414533586,1.0,,A1900_B1000-2000_2026-07-31_032000
