# selected servo B
#META fw=tvc_char 2.1 test=A axis=1 servo_hz=333 neutral_us=1520 pulse_min=500 pulse_max=2500 win_lo=1310 win_hi=2040 pin_a=18 pin_b=19
#META imu_addr=0x69 who_am_i=0xEA gyro_cfg1=0x3F accel_cfg=0x39 gyro_div=0 gyro_lsb_per_dps=16.4000 acc_lsb_per_g=16384.0
#META i2c_err_at_start=0 sweep=up,dn,up2,dn2
#META imu_alive=1 imu_pass=0 imu_rate_hz=1908 g_mag=1.0451
#META gyro_bias_dps=2.3410,1.4072,-1.7803 gyro_noise_dps=0.1853,0.1807,0.1871 acc_noise_g=0.00391,0.00414,0.00399
#META limits_source=user axis_lo=1310 axis_hi=2040 axis_center=1520 axis_half=210
#WARN IMU health check did not pass -- see the health block above; this run is suspect
#META a_start=1310 a_end=2040 a_step=10 dwell_ms=500 log_hz=200 limits_from=measured
#COLS rec,t_us,phase,seq,axis,cmd_a,cmd_b,ax,ay,az,gx,gy,gz,flags
S,4189511,up,0,1,1520,1310,-488,1328,-16944,35,24,-28,0
S,4194510,up,0,1,1520,1310,-416,1496,-17152,39,27,-33,0
S,4199511,up,0,1,1520,1310,-536,1320,-17128,38,19,-29,0
S,4204510,up,0,1,1520,1310,-368,1472,-16968,36,20,-31,0
S,4209511,up,0,1,1520,1310,-464,1432,-16960,37,18,-26,0
S,4214510,up,0,1,1520,1310,-520,1400,-17072,40,27,-28,0
S,4219510,up,0,1,1520,1310,-472,1360,-17064,36,21,-30,0
S,4224511,up,0,1,1520,1310,-408,1256,-17048,37,22,-30,0
S,4229511,up,0,1,1520,1310,-464,1256,-17136,35,19,-29,0
S,4234511,up,0,1,1520,1310,-504,1176,-17040,36,24,-32,0
S,4239510,up,0,1,1520,1310,-568,1392,-17024,30,26,-27,0
S,4244511,up,0,1,1520,1310,-520,1424,-16936,38,28,-31,0
S,4249511,up,0,1,1520,1310,-416,1376,-17056,36,25,-27,0
S,4254511,up,0,1,1520,1310,-432,1432,-17016,34,24,-28,0
S,4259511,up,0,1,1520,1310,-472,1216,-17072,38,26,-37,0
S,4264511,up,0,1,1520,1310,-464,1368,-17032,38,20,-30,0
S,4269511,up,0,1,1520,1310,-424,1224,-16968,37,17,-31,0
S,4274510,up,0,1,1520,1310,-392,1408,-16976,35,16,-23,0
S,4279511,up,0,1,1520,1310,-464,1416,-17120,38,20,-27,0
S,4284510,up,0,1,1520,1310,-384,1424,-17096,41,25,-26,0
S,4289511,up,0,1,1520,1310,-512,1488,-17072,39,21,-25,0
S,4294511,up,0,1,1520,1310,-504,1360,-16968,38,20,-25,0
S,4299511,up,0,1,1520,1310,-528,1440,-17056,36,28,-28,0
S,4304510,up,0,1,1520,1310,-560,1352,-17128,37,25,-30,0
S,4309510,up,0,1,1520,1310,-448,1312,-17032,40,23,-30,0
S,4314510,up,0,1,1520,1310,-416,1400,-17120,36,23,-26,0
S,4319510,up,0,1,1520,1310,-552,1336,-17128,39,18,-28,0
S,4324511,up,0,1,1520,1310,-480,1472,-17048,40,28,-23,0
S,4329511,up,0,1,1520,1310,-432,1432,-17032,35,26,-29,0
S,4334511,up,0,1,1520,1310,-544,1280,-17128,35,22,-31,0
S,4339510,up,0,1,1520,1310,-408,1280,-16968,35,25,-27,0
S,4344510,up,0,1,1520,1310,-392,1224,-17040,38,23,-28,0
S,4349511,up,0,1,1520,1310,-448,1432,-17088,36,22,-28,0
S,4354510,up,0,1,1520,1310,-472,1312,-17088,36,23,-28,0
S,4359511,up,0,1,1520,1310,-448,1384,-17088,32,25,-34,0
S,4364510,up,0,1,1520,1310,-472,1432,-16984,33,26,-32,0
S,4369510,up,0,1,1520,1310,-432,1360,-16968,36,21,-27,0
S,4374510,up,0,1,1520,1310,-416,1432,-17032,42,17,-25,0
S,4379511,up,0,1,1520,1310,-400,1472,-17024,36,20,-25,0
S,4384511,up,0,1,1520,1310,-472,1336,-17064,38,16,-29,0
S,4389510,up,0,1,1520,1310,-368,1464,-17016,42,21,-31,0
S,4394511,up,0,1,1520,1310,-464,1368,-17080,35,24,-31,0
S,4399511,up,0,1,1520,1310,-408,1480,-17048,36,26,-36,0
S,4404510,up,0,1,1520,1310,-456,1448,-17160,39,22,-26,0
S,4409510,up,0,1,1520,1310,-464,1304,-17000,39,27,-28,0
S,4414510,up,0,1,1520,1310,-536,1360,-17000,37,29,-33,0
S,4419510,up,0,1,1520,1310,-488,1432,-17016,36,18,-27,0
S,4424510,up,0,1,1520,1310,-464,1288,-17024,35,21,-34,0
S,4429511,up,0,1,1520,1310,-536,1392,-16976,37,25,-25,0
S,4434510,up,0,1,1520,1310,-472,1336,-17072,42,22,-28,0
S,4439511,up,0,1,1520,1310,-464,1440,-16992,33,22,-27,0
S,4444511,up,0,1,1520,1310,-480,1368,-16928,40,28,-33,0
