t_epoch,phase,sweep_idx,a_cmd_us,b_cmd_us,a_cmd_norm,b_cmd_norm,voltage_v,current_a
1785431804.704236,idle_pre,0,1000,1000,0.0,0.0,11.792,0.0
1785431804.7252605,idle_pre,0,1000,1000,0.0,0.0,11.863,0.0
1785431804.745734,idle_pre,0,1000,1000,0.0,0.0,11.874,0.0
1785431804.7643383,idle_pre,0,1000,1000,0.0,0.0,11.875,0.0
1785431804.7856748,idle_pre,0,1000,1000,0.0,0.0,11.878,0.0
1785431804.8054554,idle_pre,0,1000,1000,0.0,0.0,11.889,0.0
1785431804.825493,idle_pre,0,1000,1000,0.0,0.0,11.889,0.0
1785431804.8442698,idle_pre,0,1000,1000,0.0,0.0,11.88,0.0
1785431804.8644917,idle_pre,0,1000,1000,0.0,0.0,11.861,0.0
1785431804.8853452,idle_pre,0,1000,1000,0.0,0.0,11.863,0.0
1785431804.9048748,idle_pre,0,1000,1000,0.0,0.0,11.859,0.0
1785431804.9253452,idle_pre,0,1000,1000,0.0,0.0,11.887,0.0
1785431804.9456947,idle_pre,0,1000,1000,0.0,0.0,11.865,0.0
1785431804.9652445,idle_pre,0,1000,1000,0.0,0.0,11.886,0.0
1785431804.9864135,idle_pre,0,1000,1000,0.0,0.0,11.875,0.0
1785431805.0042489,idle_pre,0,1000,1000,0.0,0.0,11.871,0.0
1785431805.0245008,idle_pre,0,1000,1000,0.0,0.0,11.875,0.0
1785431805.0456367,idle_pre,0,1000,1000,0.0,0.0,11.844,0.0
1785431805.064365,idle_pre,0,1000,1000,0.0,0.0,11.885,0.0
1785431805.0856452,idle_pre,0,1000,1000,0.0,0.0,11.874,0.0
1785431805.1054783,idle_pre,0,1000,1000,0.0,0.0,11.869,0.0
1785431805.1242785,idle_pre,0,1000,1000,0.0,0.0,11.881,0.0
1785431805.145277,idle_pre,0,1000,1000,0.0,0.0,11.853,0.0
1785431805.1646092,idle_pre,0,1000,1000,0.0,0.0,11.87,0.0
1785431805.1857712,idle_pre,0,1000,1000,0.0,0.0,11.86,0.0
1785431805.2056625,idle_pre,0,1000,1000,0.0,0.0,11.844,0.0
1785431805.2252836,idle_pre,0,1000,1000,0.0,0.0,11.865,0.0
1785431805.2454255,idle_pre,0,1000,1000,0.0,0.0,11.876,0.0
1785431805.264297,idle_pre,0,1000,1000,0.0,0.0,11.887,0.0
1785431805.2854285,idle_pre,0,1000,1000,0.0,0.0,11.851,0.0
1785431805.3046756,idle_pre,0,1000,1000,0.0,0.0,11.865,0.0
1785431805.3252766,idle_pre,0,1000,1000,0.0,0.0,11.877,0.0
1785431805.344341,idle_pre,0,1000,1000,0.0,0.0,11.878,0.0
1785431805.365652,idle_pre,0,1000,1000,0.0,0.0,11.892,0.0
1785431805.3865836,idle_pre,0,1000,1000,0.0,0.0,11.867,0.0
1785431805.404311,idle_pre,0,1000,1000,0.0,0.0,11.841,0.0
1785431805.4253695,idle_pre,0,1000,1000,0.0,0.0,11.867,0.0
1785431805.444463,idle_pre,0,1000,1000,0.0,0.0,11.872,0.0
1785431805.4654224,idle_pre,0,1000,1000,0.0,0.0,11.865,0.0
1785431805.4895964,idle_pre,0,1000,1000,0.0,0.0,11.879,0.0
1785431805.5048356,idle_pre,0,1000,1000,0.0,0.0,11.87,0.0
1785431805.524707,idle_pre,0,1000,1000,0.0,0.0,11.82,0.0
1785431805.545922,idle_pre,0,1000,1000,0.0,0.0,11.863,0.0
1785431805.5643198,idle_pre,0,1000,1000,0.0,0.0,11.881,0.0
1785431805.5857434,idle_pre,0,1000,1000,0.0,0.0,11.864,0.0
1785431805.6055567,idle_pre,0,1000,1000,0.0,0.0,11.891,0.0
1785431805.6261034,idle_pre,0,1000,1000,0.0,0.0,11.879,0.0
1785431805.6456532,idle_pre,0,1000,1000,0.0,0.0,11.879,0.0
1785431805.6688614,idle_pre,0,1000,1000,0.0,0.0,11.871,0.0
1785431805.6855445,idle_pre,0,1000,1000,0.0,0.0,11.874,0.0
1785431805.7056108,idle_pre,0,1000,1000,0.0,0.0,11.814,0.0
1785431805.7268937,idle_pre,0,1000,1000,0.0,0.0,11.868,0.0
1785431805.7454705,idle_pre,0,1000,1000,0.0,0.0,11.881,0.0
1785431805.7656744,idle_pre,0,1000,1000,0.0,0.0,11.881,0.0
1785431805.7870073,idle_pre,0,1000,1000,0.0,0.0,11.875,0.0
1785431805.8053918,idle_pre,0,1000,1000,0.0,0.0,11.885,0.0
1785431805.825896,idle_pre,0,1000,1000,0.0,0.0,11.878,0.0
1785431805.844675,idle_pre,0,1000,1000,0.0,0.0,11.872,0.0
1785431805.8655171,idle_pre,0,1000,1000,0.0,0.0,11.876,0.0
1785431805.8863895,idle_pre,0,1000,1000,0.0,0.0,11.878,0.0
1785431805.9043128,idle_pre,0,1000,1000,0.0,0.0,11.868,0.0
