rec,t_us,phase,seq,axis,gimbal,cmd_outer,cmd_inner,ax,ay,az,gx,gy,gz,flags,packet_seq,jitter_us
S,8035,health,0,-1,none,1520,1520,-544,-1200,-17048,33,18,-30,0,0,9
S,9116,health,0,-1,none,1520,1520,-656,-1352,-17104,30,19,-24,0,1,90
S,10031,health,0,-1,none,1520,1520,-560,-1240,-17088,31,22,-23,0,2,5
S,11027,health,0,-1,none,1520,1520,-600,-1304,-17000,28,22,-24,0,3,1
S,12032,health,0,-1,none,1520,1520,-600,-1216,-16928,30,19,-24,0,4,6
S,13028,health,0,-1,none,1520,1520,-720,-1232,-16928,34,20,-26,0,5,2
S,14033,health,0,-1,none,1520,1520,-656,-1344,-17040,36,21,-23,0,6,7
S,15029,health,0,-1,none,1520,1520,-592,-1216,-17080,36,22,-27,0,7,3
S,16034,health,0,-1,none,1520,1520,-624,-1344,-17032,30,24,-31,0,8,8
S,17030,health,0,-1,none,1520,1520,-552,-1344,-17008,38,24,-29,0,9,4
S,18035,health,0,-1,none,1520,1520,-480,-1192,-17112,36,22,-25,0,10,9
S,19031,health,0,-1,none,1520,1520,-600,-1224,-17008,34,20,-24,0,11,5
S,20036,health,0,-1,none,1520,1520,-640,-1376,-16920,35,21,-24,0,12,10
S,21032,health,0,-1,none,1520,1520,-656,-1304,-17040,38,25,-24,0,13,6
S,22037,health,0,-1,none,1520,1520,-544,-1240,-17016,33,22,-26,0,14,11
S,23033,health,0,-1,none,1520,1520,-536,-1304,-16936,29,21,-32,0,15,7
S,24027,health,0,-1,none,1520,1520,-584,-1368,-16976,34,22,-22,0,16,1
S,25036,health,0,-1,none,1520,1520,-640,-1264,-17048,32,23,-24,0,17,10
S,26028,health,0,-1,none,1520,1520,-592,-1224,-17096,32,23,-25,0,18,2
S,27037,health,0,-1,none,1520,1520,-584,-1264,-17080,33,21,-27,0,19,11
S,28029,health,0,-1,none,1520,1520,-528,-1376,-16992,36,15,-26,0,20,3
S,29027,health,0,-1,none,1520,1520,-728,-1240,-17000,34,25,-25,0,21,1
