t_ms,pwm,rpm,Fx,Fy,Fz,Tx,Ty,Tz,Current_mA,ADC_Current_mA
723940,1000,0.0,-0.3611,0.0420,0.1785,-0.00129,-0.02586,-0.00093,0.0,
723960,1000,0.0,-0.2291,0.3140,0.1025,-0.03229,-0.01686,0.00607,0.0,
723980,1000,0.0,-0.0791,0.2350,0.1265,-0.02929,-0.00786,0.00907,0.0,
724000,1000,0.0,0.5789,-0.1850,0.1135,0.00971,0.03914,0.00307,0.0,
724020,1000,0.0,0.0959,-0.1040,0.0615,0.01271,0.00314,0.00007,0.0,
724040,1000,0.0,0.2699,0.0490,0.1715,0.00071,0.01814,-0.00093,0.0,
724060,1000,0.0,-0.1251,-0.0300,0.1365,0.00571,-0.01086,-0.00193,0.0,
724080,1000,0.0,0.1839,-0.0320,0.0865,-0.00229,0.01514,0.00107,0.0,
724100,1000,0.0,-0.4181,-0.1420,0.1215,0.01871,-0.03586,-0.00693,0.0,
724120,1000,0.0,-0.1471,-0.0250,0.1275,-0.00129,-0.01286,-0.00093,0.0,
724140,1000,0.0,-0.0371,0.0760,0.2845,0.00071,-0.01486,-0.00193,0.0,
724160,1000,0.0,0.2049,0.1180,0.0225,-0.01329,0.01314,0.00407,0.0,
724180,1000,0.0,0.4209,-0.1020,0.2875,0.00671,0.03014,0.00107,0.0,
724200,1000,0.0,-0.0131,0.0790,0.0885,-0.00829,-0.00186,0.00307,0.0,
724220,1000,0.0,0.4159,0.0120,0.2045,-0.00829,0.03014,0.00507,0.0,
724240,1000,0.0,0.0879,-0.1120,0.1945,0.01671,0.00014,-0.00093,0.0,
724260,1000,0.0,-0.4191,0.1660,0.0655,-0.01029,-0.03286,0.00107,0.0,
724280,1000,0.0,-0.1651,0.0210,0.2075,-0.00229,-0.01886,0.00107,0.0,
724300,1000,0.0,0.1139,-0.0240,0.1675,0.00071,0.00414,0.00207,0.0,
724320,1000,0.0,-0.2181,0.0490,0.2055,-0.00429,-0.01486,0.00007,0.0,
724340,1000,0.0,0.1239,0.1170,0.0845,-0.00729,0.00414,-0.00093,0.0,
724360,1000,0.0,-0.0081,-0.0520,0.1955,0.00971,-0.00586,-0.00093,0.0,
724380,1000,0.0,-0.5401,0.0040,0.1295,0.00471,-0.03986,-0.00293,0.0,
724400,1000,0.0,-0.3171,0.1870,0.1855,-0.01329,-0.02586,0.00007,0.0,
724420,1000,0.0,0.3869,-0.1960,0.2095,0.01771,0.02614,-0.00093,0.0,
724440,1000,0.0,-0.0571,0.1250,0.2475,-0.01329,-0.00786,0.00007,0.0,
724460,1000,0.0,0.6619,-0.2050,0.2565,0.01471,0.05114,-0.00093,0.0,
724480,1000,0.0,0.6159,-0.2090,0.3455,0.01271,0.04514,0.00007,0.0,
724500,1000,0.0,0.7309,-0.1170,0.2465,0.00271,0.06114,0.00407,0.0,
724520,1000,0.0,0.1489,-0.1410,0.0315,0.02171,0.00414,-0.00593,0.0,
724540,1000,0.0,-0.5591,0.1730,0.1365,-0.01129,-0.04386,-0.00093,0.0,
724560,1000,0.0,-0.5641,0.2110,0.0485,-0.02029,-0.04186,0.00007,0.0,
724580,1000,0.0,0.5009,-0.1000,0.2315,0.00171,0.03814,0.00307,0.0,
724600,1000,0.0,-0.4161,-0.0400,0.1045,0.00771,-0.03186,-0.00493,0.0,
724620,1000,0.0,0.1139,0.0630,0.1115,-0.00329,0.00014,-0.00193,0.0,
724640,1000,0.0,0.3999,-0.2390,0.2095,0.01971,0.02614,-0.00393,0.0,
724660,1000,0.0,-0.5751,-0.0240,0.1555,0.01371,-0.05086,-0.00893,0.0,
724680,1000,0.0,-0.6571,0.2030,0.0935,-0.01429,-0.05486,-0.00093,0.0,
724700,1000,0.0,-0.3671,0.0450,0.1435,-0.00029,-0.03186,-0.00493,0.0,
724720,1000,0.0,-0.0901,0.0830,0.1345,-0.00429,-0.00886,0.00007,0.0,
724740,1000,0.0,-0.6001,0.2570,0.0175,-0.01829,-0.05186,0.00307,0.0,
724760,1000,0.0,0.2029,0.1700,0.0415,-0.02329,0.01214,0.00507,0.0,
724780,1000,0.0,0.3639,-0.0290,0.2745,-0.00129,0.02614,0.00407,0.0,
724800,1000,0.0,-0.0641,-0.1060,0.1135,0.00971,-0.00286,-0.00493,0.0,
724820,1000,0.0,-0.1861,0.1620,0.1055,-0.01129,-0.01986,0.00207,0.0,
724840,1000,0.0,0.2359,0.0000,0.0815,0.00671,0.01314,-0.00193,0.0,
724860,1000,0.0,0.2989,-0.0400,0.0575,0.00171,0.02014,0.00007,0.0,
724880,1000,0.0,0.6769,-0.2290,0.2255,0.01571,0.04914,0.00007,0.0,
724900,1000,0.0,0.3499,-0.2140,0.3145,0.01571,0.02214,-0.00293,0.0,
724920,1000,0.0,-0.3611,0.0690,0.0925,-0.00729,-0.02586,-0.00193,0.0,
724940,1000,0.0,0.1269,0.1440,-0.0335,-0.01329,0.00714,0.00207,0.0,
724960,1000,0.0,-0.2831,0.3650,-0.0495,-0.03229,-0.02586,0.00707,0.0,
724980,1000,0.0,0.6369,-0.2830,0.2235,0.01871,0.05514,0.00007,0.0,
725000,1000,0.0,0.2779,-0.0100,0.2495,0.00471,0.01514,-0.00093,0.0,
725020,1000,0.0,-0.0241,-0.1360,0.1615,0.00971,-0.00686,-0.00193,0.0,
725040,1000,0.0,0.2259,0.1510,0.1485,-0.00229,0.00614,-0.00193,0.0,
