t_ms,pwm,rpm,Fx,Fy,Fz,Tx,Ty,Tz,Current_mA,ADC_Current_mA
2667412,1000,44.0,0.7275,-0.2014,0.1776,0.01347,0.05603,0.00052,0.0,
2667432,1000,44.0,0.7735,-0.1324,0.0466,0.00947,0.06003,0.00052,0.0,
2667452,1000,44.0,-0.4255,0.1726,0.0486,-0.01953,-0.03297,0.00352,0.0,
2667472,1000,44.0,-0.3045,0.1316,-0.2474,-0.00253,-0.02397,-0.00048,0.0,
2667492,1000,44.0,0.6555,-0.1734,0.1486,0.01147,0.05203,0.00252,0.0,
2667512,1000,44.0,-0.8045,0.2106,-0.1234,-0.01953,-0.05997,0.00252,0.0,
2667532,1000,44.0,0.6355,-0.2324,0.1066,0.02347,0.04903,-0.00248,0.0,
2667552,1000,44.0,0.2955,0.0716,0.0156,-0.01053,0.02603,0.00652,0.0,
2667572,1000,44.0,-0.5095,0.1476,0.0256,-0.01253,-0.03697,-0.00048,0.0,
2667592,1000,44.0,0.1785,-0.0574,0.2236,0.00447,0.01403,-0.00048,0.0,
2667612,1000,44.0,-0.1485,-0.0514,0.1306,0.00447,-0.01497,0.00252,0.0,
2667632,1000,44.0,0.2645,-0.1434,0.1826,0.00847,0.02103,-0.00048,0.0,
2667652,1000,44.0,0.0595,-0.1184,0.0326,0.00947,0.00403,-0.00248,0.0,
2667672,1000,44.0,-0.1585,0.1116,0.0586,-0.00553,-0.01197,-0.00148,0.0,
2667692,1000,44.0,-0.1835,-0.1914,-0.0544,0.01947,-0.01397,-0.00348,0.0,
2667712,1000,44.0,-0.4435,0.1696,0.0116,-0.01153,-0.03297,0.00152,0.0,
2667732,1000,44.0,-0.5335,0.1996,-0.0984,-0.01153,-0.04097,-0.00148,0.0,
2667752,1000,44.0,0.1225,-0.1404,0.0106,0.00847,0.00703,-0.00248,0.0,
2667772,1000,44.0,-0.0635,0.0366,0.0596,-0.00453,-0.00197,-0.00048,0.0,
2667792,1000,44.0,-0.5775,0.2166,0.0106,-0.01453,-0.04497,0.00152,0.0,
2667812,1000,44.0,-0.4135,0.0396,-0.0204,0.00347,-0.03297,-0.00248,0.0,
2667832,1000,44.0,0.3145,-0.2274,0.0676,0.01547,0.02703,0.00152,0.0,
2667852,1000,44.0,-0.1575,0.0186,-0.0974,0.00147,-0.00997,-0.00048,0.0,
2667872,1000,44.0,-0.2515,0.0356,-0.0484,-0.00353,-0.01697,-0.00048,0.0,
2667892,1000,44.0,0.3355,-0.1994,0.0126,0.01447,0.02703,0.00352,0.0,
2667912,1000,44.0,0.0705,0.0546,0.0156,-0.00453,0.00703,0.00052,0.0,
2667932,1000,44.0,-0.2885,-0.0174,0.0116,0.00347,-0.02497,-0.00048,0.0,
2667952,1000,44.0,-0.3055,0.0156,0.0106,-0.00653,-0.02197,0.00052,0.0,
2667972,1000,44.0,0.1185,-0.0614,-0.0074,0.00347,0.00903,-0.00048,0.0,
2667992,1000,44.0,-0.0225,0.0066,-0.0214,0.00647,-0.00297,-0.00348,0.0,
2668012,1000,44.0,-0.0215,0.0306,0.0336,0.00047,0.00103,-0.00148,0.0,
2668032,1000,44.0,-0.0795,-0.0194,0.1246,-0.00153,-0.01297,0.00152,0.0,
2668052,1000,44.0,-0.4755,0.0936,0.1006,-0.00953,-0.03797,-0.00048,0.0,
2668072,1000,44.0,-0.5275,0.1426,-0.0894,-0.00453,-0.04397,-0.00348,0.0,
2668092,1000,44.0,0.2215,-0.0174,-0.0504,0.00347,0.01403,-0.00148,0.0,
2668112,1000,44.0,0.2655,0.1636,-0.0084,-0.01153,0.02103,0.00352,0.0,
2668132,1000,44.0,0.3645,-0.1454,0.1786,0.00847,0.03103,0.00052,0.0,
2668152,1000,44.0,0.4405,-0.4234,0.1546,0.04047,0.02903,-0.00448,0.0,
2668172,1000,44.0,-0.3295,0.0666,-0.0234,-0.00553,-0.02697,0.00052,0.0,
2668192,1000,44.0,-0.5105,0.1376,0.1386,-0.00653,-0.03497,-0.00148,0.0,
2668212,1000,44.0,0.1025,0.0556,0.1356,0.00047,0.00603,0.00052,0.0,
2668232,1000,44.0,0.4525,-0.0024,0.0186,-0.00553,0.03603,0.00652,0.0,
2668252,1000,44.0,0.4295,-0.1214,-0.0114,0.01047,0.03803,-0.00348,0.0,
2668272,1000,44.0,-0.2225,-0.1454,0.0866,0.01547,-0.01897,-0.00248,0.0,
2668292,1000,44.0,-0.0265,-0.0224,-0.0284,0.00647,-0.00697,0.00152,0.0,
2668312,1000,44.0,0.1655,0.0956,0.0996,-0.01053,0.01603,0.00252,0.0,
2668332,1000,44.0,-0.6145,0.2856,-0.0624,-0.01953,-0.04897,-0.00148,0.0,
2668352,1000,44.0,0.3735,-0.1874,0.0806,0.01047,0.02603,0.00052,0.0,
2668372,1000,44.0,0.4795,-0.0834,-0.0034,0.00847,0.03703,-0.00048,0.0,
2668392,1000,44.0,-0.5605,0.3686,-0.0694,-0.03453,-0.04397,0.00452,0.0,
2668412,1000,44.0,-0.2745,-0.0534,0.0366,0.01647,-0.02397,-0.00948,0.0,
2668432,1000,44.0,0.0585,0.0836,0.0476,-0.01353,0.00703,0.00152,0.0,
2668452,1000,44.0,0.4825,-0.0714,0.0896,0.00347,0.04003,0.00152,0.0,
2668472,1000,44.0,0.5665,-0.2984,0.0426,0.02447,0.04603,-0.00448,0.0,
2668492,1000,44.0,-0.0535,-0.0494,0.0036,0.00047,-0.00197,0.00252,0.0,
2668512,1000,44.0,-0.6235,0.2836,-0.0884,-0.02053,-0.04897,0.00052,0.0,
2668532,1000,44.0,-0.0465,-0.0764,0.0886,0.01547,-0.00797,-0.00848,0.0,
2668552,1000,44.0,0.4755,-0.2054,0.0366,0.01947,0.03703,-0.00248,0.0,
2668572,1000,44.0,0.1355,-0.0494,-0.0154,0.00047,0.01203,0.00152,0.0,
2668592,1000,44.0,0.3785,-0.1144,0.0156,0.01147,0.02903,-0.00348,0.0,
2668612,1000,44.0,0.3815,-0.0714,0.1506,0.00247,0.03103,0.00352,0.0,
2668632,1000,44.0,-0.5455,0.0326,-0.0774,-0.00353,-0.03797,-0.00148,0.0,
2668652,1000,44.0,0.0395,-0.0974,0.0996,0.01247,0.00003,-0.00548,0.0,
2668672,1000,44.0,0.5245,-0.1554,0.1246,0.01447,0.04003,-0.00048,0.0,
2668692,1000,44.0,-0.0735,0.3066,0.0126,-0.03553,-0.00197,0.00652,0.0,
2668712,1000,44.0,0.3115,0.0796,-0.0154,-0.01553,0.02603,0.00552,0.0,
2668732,1000,44.0,0.6535,-0.1784,0.0516,0.01947,0.04903,-0.00148,0.0,
2668752,1000,44.0,-0.0515,0.0976,-0.0334,-0.00253,-0.00597,-0.00048,0.0,
2668772,1000,44.0,0.2265,-0.0444,0.0956,0.00247,0.01803,0.00252,0.0,
2668792,1000,44.0,0.5705,-0.3774,0.0526,0.02847,0.04603,-0.00148,0.0,
2668812,1000,44.0,0.6265,-0.1494,0.0746,0.01047,0.04603,-0.00048,0.0,
2668832,1000,44.0,0.2195,-0.0494,0.0576,0.00647,0.01003,-0.00048,0.0,
2668852,1000,44.0,-0.4275,0.3006,0.0186,-0.02853,-0.03097,0.00352,0.0,
2668872,1000,44.0,0.5465,-0.0674,0.0856,0.00047,0.04403,0.00352,0.0,
