t_epoch,phase,sweep_idx,a_cmd_us,b_cmd_us,a_cmd_norm,b_cmd_norm,t_fc_us,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw
1785434859.6919706,idle_pre,0,1000,1000,0.0,0.0,43845520,1000,1000,1000,1000,0,0,0,0
1785434859.7097886,idle_pre,0,1000,1000,0.0,0.0,43862752,1000,1000,1000,1000,0,0,0,0
1785434859.7309148,idle_pre,0,1000,1000,0.0,0.0,43884916,1000,1000,1000,1000,0,0,0,0
1785434859.7522464,idle_pre,0,1000,1000,0.0,0.0,43905843,1000,1000,1000,1000,0,0,0,0
1785434859.7699456,idle_pre,0,1000,1000,0.0,0.0,43923089,1000,1000,1000,1000,0,0,0,0
1785434859.796198,idle_pre,0,1000,1000,0.0,0.0,43945239,1000,1000,1000,1000,0,0,0,0
1785434859.809883,idle_pre,0,1000,1000,0.0,0.0,43962476,1000,1000,1000,1000,0,0,0,0
1785434859.830817,idle_pre,0,1000,1000,0.0,0.0,43983413,1000,1000,1000,1000,0,0,0,0
1785434859.8533049,idle_pre,0,1000,1000,0.0,0.0,44008040,1000,1000,1000,1000,0,0,0,0
1785434859.8727496,idle_pre,0,1000,1000,0.0,0.0,44027732,1000,1000,1000,1000,0,0,0,0
1785434859.8915083,idle_pre,0,1000,1000,0.0,0.0,44044968,1000,1000,1000,1000,0,0,0,0
1785434859.9098246,idle_pre,0,1000,1000,0.0,0.0,44063435,1000,1000,1000,1000,0,0,0,0
1785434859.9317925,idle_pre,0,1000,1000,0.0,0.0,44085589,1000,1000,1000,1000,0,0,0,0
1785434859.9497926,idle_pre,0,1000,1000,0.0,0.0,44102830,1000,1000,1000,1000,0,0,0,0
1785434859.9707913,idle_pre,0,1000,1000,0.0,0.0,44123762,1000,1000,1000,1000,0,0,0,0
1785434859.9910886,idle_pre,0,1000,1000,0.0,0.0,44143456,1000,1000,1000,1000,0,0,0,0
1785434860.0108206,idle_pre,0,1000,1000,0.0,0.0,44165619,1000,1000,1000,1000,0,0,0,0
1785434860.0318193,idle_pre,0,1000,1000,0.0,0.0,44186546,1000,1000,1000,1000,0,0,0,0
1785434860.049966,idle_pre,0,1000,1000,0.0,0.0,44203824,1000,1000,1000,1000,0,0,0,0
1785434860.0718083,idle_pre,0,1000,1000,0.0,0.0,44225939,1000,1000,1000,1000,0,0,0,0
1785434860.0905204,idle_pre,0,1000,1000,0.0,0.0,44243191,1000,1000,1000,1000,0,0,0,0
1785434860.1108139,idle_pre,0,1000,1000,0.0,0.0,44265354,1000,1000,1000,1000,0,0,0,0
1785434860.1318073,idle_pre,0,1000,1000,0.0,0.0,44286267,1000,1000,1000,1000,0,0,0,0
1785434860.1509001,idle_pre,0,1000,1000,0.0,0.0,44303508,1000,1000,1000,1000,0,0,0,0
1785434860.1708784,idle_pre,0,1000,1000,0.0,0.0,44325669,1000,1000,1000,1000,0,0,0,0
1785434860.1907613,idle_pre,0,1000,1000,0.0,0.0,44342908,1000,1000,1000,1000,0,0,0,0
1785434860.2108243,idle_pre,0,1000,1000,0.0,0.0,44363841,1000,1000,1000,1000,0,0,0,0
1785434860.2320955,idle_pre,0,1000,1000,0.0,0.0,44383530,1000,1000,1000,1000,0,0,0,0
1785434860.2498434,idle_pre,0,1000,1000,0.0,0.0,44403230,1000,1000,1000,1000,0,0,0,0
1785434860.2719038,idle_pre,0,1000,1000,0.0,0.0,44425393,1000,1000,1000,1000,0,0,0,0
1785434860.29096,idle_pre,0,1000,1000,0.0,0.0,44443867,1000,1000,1000,1000,0,0,0,0
1785434860.3118255,idle_pre,0,1000,1000,0.0,0.0,44466020,1000,1000,1000,1000,0,0,0,0
1785434860.33082,idle_pre,0,1000,1000,0.0,0.0,44485722,1000,1000,1000,1000,0,0,0,0
1785434860.3518085,idle_pre,0,1000,1000,0.0,0.0,44505416,1000,1000,1000,1000,0,0,0,0
1785434860.3699327,idle_pre,0,1000,1000,0.0,0.0,44523903,1000,1000,1000,1000,0,0,0,0
1785434860.3918629,idle_pre,0,1000,1000,0.0,0.0,44543585,1000,1000,1000,1000,0,0,0,0
1785434860.4098535,idle_pre,0,1000,1000,0.0,0.0,44563309,1000,1000,1000,1000,0,0,0,0
1785434860.4308472,idle_pre,0,1000,1000,0.0,0.0,44585440,1000,1000,1000,1000,0,0,0,0
1785434860.451877,idle_pre,0,1000,1000,0.0,0.0,44606371,1000,1000,1000,1000,0,0,0,0
1785434860.4700303,idle_pre,0,1000,1000,0.0,0.0,44623607,1000,1000,1000,1000,0,0,0,0
1785434860.4916553,idle_pre,0,1000,1000,0.0,0.0,44645769,1000,1000,1000,1000,0,0,0,0
1785434860.5128899,idle_pre,0,1000,1000,0.0,0.0,44665467,1000,1000,1000,1000,0,0,0,0
1785434860.530829,idle_pre,0,1000,1000,0.0,0.0,44683932,1000,1000,1000,1000,0,0,0,0
1785434860.552658,idle_pre,0,1000,1000,0.0,0.0,44706097,1000,1000,1000,1000,0,0,0,0
1785434860.570029,idle_pre,0,1000,1000,0.0,0.0,44723342,1000,1000,1000,1000,0,0,0,0
1785434860.599146,idle_pre,0,1000,1000,0.0,0.0,44745492,1000,1000,1000,1000,0,0,0,0
1785434860.609835,idle_pre,0,1000,1000,0.0,0.0,44763963,1000,1000,1000,1000,0,0,0,0
1785434860.6309638,idle_pre,0,1000,1000,0.0,0.0,44783658,1000,1000,1000,1000,0,0,0,0
1785434860.6502435,idle_pre,0,1000,1000,0.0,0.0,44803354,1000,1000,1000,1000,0,0,0,0
1785434860.6708937,idle_pre,0,1000,1000,0.0,0.0,44825516,1000,1000,1000,1000,0,0,0,0
1785434860.697501,idle_pre,0,1000,1000,0.0,0.0,44846452,1000,1000,1000,1000,0,0,0,0
1785434860.7118626,idle_pre,0,1000,1000,0.0,0.0,44866142,1000,1000,1000,1000,0,0,0,0
1785434860.7316177,idle_pre,0,1000,1000,0.0,0.0,44883383,1000,1000,1000,1000,0,0,0,0
1785434860.7508154,idle_pre,0,1000,1000,0.0,0.0,44905541,1000,1000,1000,1000,0,0,0,0
1785434860.7721655,idle_pre,0,1000,1000,0.0,0.0,44926468,1000,1000,1000,1000,0,0,0,0
1785434860.791764,idle_pre,0,1000,1000,0.0,0.0,44943707,1000,1000,1000,1000,0,0,0,0
1785434860.812522,idle_pre,0,1000,1000,0.0,0.0,44965920,1000,1000,1000,1000,0,0,0,0
1785434860.8321407,idle_pre,0,1000,1000,0.0,0.0,44983107,1000,1000,1000,1000,0,0,0,0
1785434860.8509474,idle_pre,0,1000,1000,0.0,0.0,45004037,1000,1000,1000,1000,0,0,0,0
1785434860.8718498,idle_pre,0,1000,1000,0.0,0.0,45026193,1000,1000,1000,1000,0,0,0,0
1785434860.891029,idle_pre,0,1000,1000,0.0,0.0,45043429,1000,1000,1000,1000,0,0,0,0
