pulse_us,theta_deg,theta_up_deg,theta_down_deg
1310,-6.806759548869179,-6.922970700728576,-6.690548397009783
1320,-6.547487407415063,-6.774790573530618,-6.320184241299508
1330,-6.351495020913733,-6.649059857411222,-6.053930184416244
1340,-6.144830895948837,-6.44699561850997,-5.842666173387704
1350,-5.831446503605373,-6.189819626429074,-5.473073380781672
1360,-5.353979983078631,-5.735802792928207,-4.972157173229054
1370,-4.9774243052483405,-5.398639779056801,-4.55620883143988
1380,-4.609107955041142,-5.041018622047467,-4.177197288034817
1390,-4.435158335525237,-4.849001121459083,-4.021315549591392
1400,-4.071735689829663,-4.495772959331852,-3.6476984203274747
1410,-3.876748002510798,-4.292403389193948,-3.461092615827647
1420,-3.452529810612721,-3.853088771018357,-3.051970850207086
1430,-3.136495280057564,-3.565688330155087,-2.7073022299600407
1440,-2.5522442364077342,-2.9649636282621277,-2.1395248445533412
1450,-2.1443951792858167,-2.594955650462925,-1.693834708108708
1460,-1.8371396346245816,-2.288291060903336,-1.3859882083458275
1470,-1.5204091328417437,-1.9561209663490793,-1.0846972993344084
1480,-1.1162614825529416,-1.5394814933247165,-0.6930414717811666
1490,-0.626798047419973,-1.0816262826314247,-0.17196981220852142
1500,-0.2032971147035565,-0.6112979637559823,0.20470373434886932
1510,0.058589847448804855,-0.3642128619042788,0.4813925568018885
1520,0.5430766203133108,0.0842849114092752,1.0018683292173465
1530,0.8390820729122102,0.3883589146258427,1.2898052311985775
1540,1.266913314188523,0.8317381984988355,1.7020884298782102
1550,1.5881142830264476,1.129080073227953,2.0471484928249426
1560,1.9392785466433409,1.474069379730878,2.404487713555804
1570,2.431607122753433,1.9713714491829712,2.891842796323895
1580,2.7133136092000507,2.2551248863548947,3.1715023320452067
1590,3.1290133382079994,2.6661500288644104,3.5918766475515884
1600,3.4033503833538363,2.9306870850640525,3.8760136816436197
1610,3.653562445590979,3.1620051955163277,4.145119695665631
1620,4.124080725220974,3.68571159491829,4.562449855523658
1630,4.364543673381645,3.884336208021965,4.844751138741325
1640,4.851727586058276,4.376717674669353,5.326737497447199
1650,5.161036904504756,4.712818177843289,5.6092556311662225
1660,5.470442613824725,5.013588963155891,5.927296264493558
1670,5.791603288455607,5.3181671723497725,6.265039404561442
1680,6.08070138936508,5.592219274461857,6.569183504268302
1690,6.477435860370019,5.955450108297356,6.999421612442681
1700,6.7895627889661085,6.260410300116529,7.318715277815689
1710,7.318594371327795,6.781889285664987,7.855299456990603
1720,7.517338979262475,6.990075620172215,8.044602338352735
1730,7.80222500151841,7.25597549139308,8.34847451164374
1740,8.170924239770045,7.642929436109688,8.698919043430404
1750,8.483608715163385,7.958954339589594,9.008263090737175
1760,8.833551896585012,8.331561248504041,9.335542544665984
1770,9.142302030072585,8.737129556247684,9.547474503897488
1780,9.248506013068814,8.717096198665473,9.779915827472156
1790,9.59882070293311,9.044460441409077,10.153180964457142
1800,9.894218122860629,9.329680847883862,10.458755397837395
1810,10.27790350401834,9.706064034247039,10.849742973789642
1820,10.54639030039413,9.95106181346447,11.14171878732379
1830,10.959893468354476,10.333806526333824,11.58598041037513
1840,11.291993549996912,10.685420502264247,11.898566597729577
1850,11.517732721567006,10.919331722999303,12.116133720134709
1860,11.88832197415067,11.328669527806563,12.447974420494777
1870,12.133049355721774,11.575013941573117,12.691084769870432
1880,12.433663730168016,11.854594437853113,13.01273302248292
1890,12.654327185522764,12.088811009483829,13.2198433615617
1900,12.933146915423741,12.403255841410799,13.463037989436685
1910,13.289907680388954,12.728582063016724,13.851233297761183
1920,13.529058923153107,12.996288121293233,14.06182972501298
1930,13.868278192609651,13.360757865133056,14.375798520086246
1940,14.066854261487535,13.611069000069808,14.522639522905262
1950,14.245790817452097,13.834636014853764,14.65694562005043
1960,14.442141327311194,14.050311421559877,14.83397123306251
1970,14.578627985535643,14.252805631449391,14.904450339621896
1980,14.725200603333413,14.45571657519432,14.994684631472504
1990,14.79208192475324,14.572358753014917,15.011805096491566
2000,14.866302781993294,14.647358045433352,15.085247518553237
2010,14.928559753233767,14.742890691246995,15.114228815220539
2020,14.998487688115167,14.888555069452966,15.108420306777369
2030,15.093309259782096,15.04759799512098,15.139020524443211
2040,15.148048854641118,15.142579379348799,15.153518329933437
