t_rel_s,t_epoch,phase,sweep_idx,a_cmd_us,b_cmd_us,servo1_raw,servo2_raw,voltage_v,current_a,power_w,Fx,Fy,Fz,Tx,Ty,Tz,thrust_N,torque_Nm,rpm
0.0,1784820251.91599,,,,,,,,,,-0.33921,-0.0886,-0.05065,0.00268,-0.02023,0.00265,0.05065,0.00265,788.0
0.02,1784820251.93599,,,,,,,,,,0.08673,-0.05884,0.03423,-0.00402,0.01409,0.00415,-0.03423,0.00415,788.0
0.04,1784820251.95599,,,,,,,,,,-0.02524,0.00933,0.00397,-0.00672,0.00499,0.00305,-0.00397,0.00305,788.0
0.06,1784820251.97599,,,,,,,,,,-0.1603,-0.02732,0.04373,-0.00532,-0.00691,0.00345,-0.04373,0.00345,788.0
0.08,1784820251.99599,,,,,,,,,,-0.18308,0.03009,-0.00872,-0.01052,-0.01121,0.00275,0.00872,0.00275,788.0
0.1,1784820252.01599,,,,,,,,,,-0.08465,-0.05298,0.05318,-0.00253,-0.00022,0.00245,-0.05318,0.00245,788.0
0.12,1784820252.03599,,,,,,,,,,0.13831,-0.26634,0.1013,0.01299,0.0147,0.00265,-0.1013,0.00265,788.0
0.14,1784820252.05599,,,,,,,,,,-0.22255,-0.12196,0.07244,-0.00032,-0.0115,0.00445,-0.07244,0.00445,788.0
0.16,1784820252.07599,,,,,,,,,,-0.3594,-0.04125,-0.03158,-0.00102,-0.01892,0.00255,0.03158,0.00255,788.0
0.18,1784820252.09599,,,,,,,,,,0.05,-0.09966,-0.04174,0.00249,0.00849,0.00095,0.04174,0.00095,788.0
0.2,1784820252.11599,,,,,,,,,,0.02043,-0.05181,0.04229,-0.00593,0.00339,0.00315,-0.04229,0.00315,788.0
0.22,1784820252.13599,,,,,,,,,,-0.08564,-0.16859,0.06629,0.00429,0.0014,0.00205,-0.06629,0.00205,788.0
0.24,1784820252.15599,,,,,,,,,,-0.20949,0.01459,0.03796,-0.00682,-0.01071,0.00305,-0.03796,0.00305,788.0
0.26,1784820252.17599,,,,,,,,,,-0.08476,-0.10804,-0.06282,0.00496,-0.00082,0.00225,0.06282,0.00225,788.0
0.28,1784820252.19599,,,,,,,,,,0.20934,-0.30094,-0.04448,0.02289,0.0224,0.00055,0.04448,0.00055,788.0
0.3,1784820252.21599,,,,,,,,,,-0.06558,0.0797,-0.05794,-0.01381,-0.00199,0.00475,0.05794,0.00475,788.0
0.32,1784820252.23599,,,,,,,,,,-0.19177,0.13027,0.03288,-0.01693,-0.00914,0.00385,-0.03288,0.00385,788.0
0.34,1784820252.25599,,,,,,,,,,0.32887,-0.09744,0.04423,0.00309,0.02911,0.00265,-0.04423,0.00265,788.0
0.36,1784820252.27599,,,,,,,,,,-0.17826,0.12576,-0.00551,-0.01422,-0.00721,0.00415,0.00551,0.00415,788.0
