dir,seq,pulse_us,theta_deg,sd,n
kup,1004,1520,-8.316468071181317,0.14459464360601798,13
kup,1005,1520,-8.41367157944249,0.23852065748361184,13
kup,1006,1520,-8.254246947370243,0.21241882727593014,13
kup,1007,1520,-8.320583417329562,0.2424430586792365,13
kup,1008,1520,-8.151468363087893,0.2573221307135607,13
kup,1009,1520,-8.167720452804815,0.20646685276274868,13
kup,1010,1520,-8.120406531540276,0.20534966922700518,13
kup,1011,1520,-7.958012737885199,0.20723294825585045,13
kup,1012,1520,-8.021578930043225,0.1928639656441198,13
kup,1013,1520,-7.974540203631836,0.23097941711643094,13
kup,1014,1520,-7.981930310034867,0.22271261219488864,13
kup,1015,1520,-8.050219723677147,0.1578854034127191,13
kup,1016,1520,-7.744613780786442,0.17714236166508618,13
kup,1017,1520,-7.730280655725166,0.24937627835407455,13
kup,1018,1520,-7.807356509605247,0.2663242730867673,13
kup,1019,1520,-7.643575589917453,0.22803252725459533,13
kup,1020,1520,-7.544063326326951,0.18146893187779928,13
kup,1021,1520,-7.540807553948744,0.19950697347429486,13
kup,1022,1520,-7.660942295274761,0.22888108111450858,13
kup,1023,1520,-7.620564730511687,0.2103948500317232,13
kup,1024,1520,-7.601898702932544,0.18996987931014048,13
kup,1025,1520,-7.448309848162046,0.1961323320431092,13
kup,1026,1520,-7.386564173559289,0.14907367062462798,13
kup,1027,1520,-7.457208892711623,0.2433491168928324,13
kup,1028,1520,-7.299054976443865,0.22692030721699666,13
kup,1029,1520,-7.329071760760284,0.22940443063091615,13
kup,1030,1520,-7.305356043210465,0.23573289395255287,13
kup,1031,1520,-7.013257197040511,0.1758919109927557,13
kup,1032,1520,-7.0314108928122145,0.17274004797300505,13
kup,1033,1520,-7.168085848053343,0.2033349031857813,13
kup,1034,1520,-7.066726954001174,0.15271412890229918,13
kup,1035,1520,-7.145235385667521,0.23631378192587352,13
kup,1036,1520,-7.109879877153389,0.17894571751305877,13
kup,1037,1520,-6.776477760426333,0.25214479193466843,13
kup,1038,1520,-6.712298001706743,0.24561892522087014,13
kup,1039,1520,-6.730362083537793,0.21584767851290915,13
