phase,seq,pulse_us,theta_deg,theta_sd_deg,cross_deg,creep_dps,settled
dn,1350,1350,-6.053774772190776,0.2387333622214006,0.0389887038347689,-0.07654311824408644,True
dn,1360,1360,-5.620145482890921,0.23718105287682964,0.0750343599411346,0.006279443280640085,True
dn,1370,1370,-5.247123852092363,0.22515992114337402,0.06684585530532547,-0.1532589264065382,True
dn,1380,1380,-4.833886515282999,2.1601509697269856,0.2360549589237972,0.8369241650543588,False
dn,1390,1390,-4.707945453470804,0.23507794705102358,0.07123214209056845,0.20460330602877289,True
dn,1400,1400,-4.442541367701917,0.2280216614406495,0.05236452531662365,-0.04746826548603477,True
dn,1410,1410,-4.162511596227974,0.22700982433791256,0.018612399017504628,0.08932206882952035,True
dn,1420,1420,-3.768351483825146,0.22094077103928392,0.01961200741488716,-0.08016292665993847,True
dn,1430,1430,-3.418123155334505,0.23844498153124627,0.030770421522516925,0.03149457827560994,True
dn,1440,1440,-2.844690471835196,0.23376158506770214,0.03119926976340031,0.0675957508392471,True
dn,1450,1450,-2.498156394772164,0.24156798480631195,0.017611750424543517,-0.1776539181475395,True
dn,1460,1460,-2.2352673091436874,0.22070424417635043,0.043351617211932134,-0.038515322078548166,True
dn,1470,1470,-1.8528505712968881,0.2290194480472876,0.027023848728634507,0.10497498394433989,True
dn,1480,1480,-1.4774503130916596,0.21280424558083527,0.02660281207079788,0.02733771008955527,True
dn,1490,1490,-0.9004652474098164,0.23422510450733164,-2.7394946312313096e-05,-0.0827867025980437,True
dn,1500,1500,-0.533733236499486,0.24393461582776754,0.01790351851912283,0.007266095699421275,True
dn,1510,1510,0.13364303105382946,7.972951312508342,0.36332139485578135,-3.2765992114919475,False
dn,1520,1520,0.23267619569439363,0.22674192810498167,-0.00036988880020351187,0.07340818567389806,True
dn,1530,1530,0.5696022301323681,0.23492791148795758,-0.01660965956174755,0.14950936838138693,True
dn,1540,1540,0.930877620102923,0.23448728795562157,-0.01839758670498793,0.0011446363562676346,True
dn,1550,1550,1.334631154133418,0.2239393394271013,-0.037714477875444456,-0.0864903890728369,True
dn,1560,1560,1.6183987670781395,0.21803793383889505,-0.0414308613783449,-0.10193285700690818,True
