t_ms,pwm,rpm,Fx,Fy,Fz,Tx,Ty,Tz,Current_mA,ADC_Current_mA
1024660,1000,0.0,0.3626,-0.1523,0.0389,0.00704,0.02614,0.00049,0.0,
1024680,1000,0.0,-0.2424,-0.1193,-0.0591,0.01804,-0.02386,-0.00651,0.0,
1024700,1000,0.0,-0.4934,-0.0143,0.0269,0.00104,-0.03486,-0.00251,0.0,
1024720,1000,0.0,0.4306,-0.1353,0.1789,0.00904,0.03714,-0.00151,0.0,
1024740,1000,0.0,0.3936,-0.0923,0.1009,-0.00096,0.03114,0.00249,0.0,
1024760,1000,0.0,0.3136,-0.0273,0.0739,-0.00396,0.02414,0.00449,0.0,
1024780,1000,0.0,-0.1684,0.2887,-0.0671,-0.02896,-0.00686,0.00449,0.0,
1024800,1000,0.0,0.7146,-0.0233,0.0489,0.00204,0.05714,0.00149,0.0,
1024820,1000,0.0,-0.0184,-0.1153,-0.0941,0.00904,-0.00186,-0.00351,0.0,
1024840,1000,0.0,0.5566,-0.1733,0.0629,0.01304,0.04114,0.00249,0.0,
1024860,1000,0.0,-0.0664,-0.1843,0.0709,0.02404,-0.00086,-0.00651,0.0,
1024880,1000,0.0,-0.6934,0.1857,-0.1711,-0.01096,-0.05086,-0.00151,0.0,
1024900,1000,0.0,-0.6544,-0.0023,0.0219,0.00904,-0.05586,-0.00551,0.0,
1024920,1000,0.0,0.3946,-0.0983,0.2149,0.01004,0.03214,-0.00251,0.0,
1024940,1000,0.0,-0.4384,0.1347,0.1279,-0.01396,-0.03286,0.00249,0.0,
1024960,1000,0.0,-0.5034,0.2997,-0.1171,-0.02696,-0.03786,0.00449,0.0,
1024980,1000,0.0,0.3266,-0.0413,-0.0551,-0.00096,0.03214,0.00249,0.0,
1025000,1000,0.0,-0.4414,0.2187,-0.1201,-0.00896,-0.03586,-0.00251,0.0,
1025020,1000,0.0,0.3846,-0.0953,-0.0331,0.00704,0.03214,-0.00051,0.0,
1025040,1000,0.0,-0.0114,0.0987,0.1379,-0.00396,-0.00386,0.00049,0.0,
1025060,1000,0.0,0.6706,-0.1633,0.0259,0.01604,0.05114,0.00049,0.0,
1025080,1000,0.0,-0.4354,-0.1153,-0.0541,0.02304,-0.04186,-0.00651,0.0,
1025100,1000,0.0,-0.5504,-0.0453,-0.0131,0.01304,-0.04886,-0.00751,0.0,
1025120,1000,0.0,0.4356,-0.0953,0.1279,0.00704,0.03014,-0.00351,0.0,
1025140,1000,0.0,0.2146,-0.2363,0.0549,0.02004,0.01714,-0.00351,0.0,
1025160,1000,0.0,-0.1014,-0.0033,-0.1291,-0.00296,-0.00486,-0.00151,0.0,
1025180,1000,0.0,0.2316,-0.0083,-0.0211,-0.00596,0.01514,0.00049,0.0,
1025200,1000,0.0,0.1576,-0.0643,0.0109,0.01004,0.01114,-0.00151,0.0,
1025220,1000,0.0,-0.0844,-0.0143,-0.1661,-0.00496,0.00014,0.00249,0.0,
1025240,1000,0.0,0.5566,-0.1203,0.0519,0.00604,0.03914,-0.00051,0.0,
1025260,1000,0.0,0.2606,-0.2373,0.0179,0.01404,0.02014,0.00049,0.0,
1025280,1000,0.0,0.1516,-0.2543,-0.0471,0.02504,0.01114,-0.00751,0.0,
1025300,1000,0.0,-0.3954,0.2927,0.0539,-0.02396,-0.02886,0.00449,0.0,
1025320,1000,0.0,0.0756,-0.0663,-0.0571,0.00004,0.00714,0.00549,0.0,
1025340,1000,0.0,0.0886,-0.1783,0.0049,0.01604,0.00614,-0.00351,0.0,
1025360,1000,0.0,-0.2394,0.0497,-0.0521,-0.01496,-0.01286,0.00549,0.0,
1025380,1000,0.0,-0.2224,-0.0333,0.0159,0.00304,-0.01786,0.00249,0.0,
1025400,1000,0.0,-0.4104,0.1147,-0.0021,-0.00696,-0.02986,-0.00151,0.0,
1025420,1000,0.0,0.1206,-0.0793,0.0579,0.00904,0.00614,0.00049,0.0,
1025440,1000,0.0,0.1576,-0.1363,-0.0321,0.02004,0.01114,-0.00551,0.0,
1025460,1000,0.0,-0.4664,0.1757,-0.0101,-0.01096,-0.03786,-0.00251,0.0,
1025480,1000,0.0,-0.2804,0.1487,0.0259,-0.01596,-0.02086,0.00349,0.0,
1025500,1000,0.0,-0.4784,0.2907,0.0149,-0.02596,-0.03386,0.00149,0.0,
1025520,1000,0.0,0.4406,-0.1073,0.2039,0.00504,0.03414,0.00149,0.0,
1025540,1000,0.0,-0.4544,-0.0663,-0.0251,0.01004,-0.03886,-0.00351,0.0,
1025560,1000,0.0,0.4836,-0.0723,0.0109,-0.00396,0.04414,0.00249,0.0,
1025580,1000,0.0,0.0966,-0.0423,0.0809,0.01104,0.00614,-0.00551,0.0,
1025600,1000,0.0,0.3106,-0.2083,0.0669,0.01304,0.02214,0.00249,0.0,
1025620,1000,0.0,0.4086,-0.2893,0.0269,0.02504,0.03214,-0.00351,0.0,
1025640,1000,0.0,-0.5364,0.0377,-0.0531,0.00104,-0.04386,-0.00151,0.0,
1025660,1000,0.0,-0.4954,-0.0363,-0.0731,0.00804,-0.03286,-0.00251,0.0,
1025680,1000,0.0,0.5596,-0.2483,0.1289,0.02104,0.04414,-0.00351,0.0,
1025700,1000,0.0,0.0476,-0.0443,-0.0221,0.00604,0.00114,-0.00151,0.0,
1025720,1000,0.0,-0.4304,0.4077,-0.2591,-0.03996,-0.02686,0.00749,0.0,
1025740,1000,0.0,0.1906,0.0727,0.0219,-0.01196,0.01214,0.00449,0.0,
1025760,1000,0.0,-0.3494,0.1377,-0.0321,-0.00996,-0.02786,0.00049,0.0,
1025780,1000,0.0,-0.4794,0.0227,-0.1341,0.00204,-0.03886,-0.00551,0.0,
1025800,1000,0.0,0.5156,-0.3423,-0.1181,0.03004,0.03914,-0.00151,0.0,
1025820,1000,0.0,0.6846,-0.1693,0.0149,0.00904,0.04814,0.00449,0.0,
1025840,1000,0.0,0.5816,-0.0863,-0.0591,0.00504,0.04514,0.00049,0.0,
1025860,1000,0.0,0.2836,-0.2033,-0.0141,0.02204,0.02314,-0.00551,0.0,
1025880,1000,0.0,0.5986,-0.1583,-0.0371,0.01004,0.05014,-0.00151,0.0,
1025900,1000,0.0,-0.2884,0.1717,-0.0191,-0.01496,-0.01786,0.00049,0.0,
1025920,1000,0.0,-0.5634,0.1537,-0.1661,-0.01096,-0.04186,0.00149,0.0,
1025940,1000,0.0,-0.3574,-0.2213,0.0419,0.02804,-0.02886,-0.00551,0.0,
