t_rel_s,t_epoch,phase,sweep_idx,a_cmd_us,b_cmd_us,servo1_raw,servo2_raw,voltage_v,current_a,power_w,Fx,Fy,Fz,Tx,Ty,Tz,thrust_N,torque_Nm,rpm
0.0,1784878218.99316,,,,,,,,,,-0.01699,-0.03789,0.01811,0.00599,0.00267,-0.00214,-0.01811,-0.00214,0.0
0.02,1784878219.01316,,,,,,,,,,-0.05516,-0.0541,0.02104,0.00851,-0.0016,-0.00424,-0.02104,-0.00424,0.0
0.04,1784878219.03316,,,,,,,,,,-0.1129,0.05857,-0.00665,-0.00369,-0.01007,0.00202,0.00665,0.00202,0.0
0.06,1784878219.05316,,,,,,,,,,-0.06409,-0.02793,0.06653,0.00399,-0.00871,-0.00114,-0.06653,-0.00114,0.0
0.08,1784878219.07316,,,,,,,,,,-0.12509,-0.05408,-0.04623,0.00888,-0.01374,-0.00372,0.04623,-0.00372,0.0
0.1,1784878219.09316,,,,,,,,,,0.4203,-0.1481,0.18195,0.00503,0.03397,0.00176,-0.18195,0.00176,0.0
0.12,1784878219.11316,,,,,,,,,,0.02427,-0.01042,0.01222,-0.00827,0.0032,0.00722,-0.01222,0.00722,0.0
0.14,1784878219.13316,,,,,,,,,,0.26632,-0.06427,0.00014,0.00699,0.01303,0.00033,-0.00014,0.00033,0.0
0.16,1784878219.15316,,,,,,,,,,0.01294,-0.11102,-0.0625,0.00793,0.00413,-0.00019,0.0625,-0.00019,0.0
0.18,1784878219.17316,,,,,,,,,,-0.20696,0.08052,0.0132,-0.01111,-0.00917,0.00149,-0.0132,0.00149,0.0
0.2,1784878219.19316,,,,,,,,,,0.04605,-0.01024,0.10957,0.00546,0.00609,0.00117,-0.10957,0.00117,0.0
0.22,1784878219.21316,,,,,,,,,,0.10703,-0.1173,0.05471,0.01019,0.0094,-4e-05,-0.05471,-4e-05,0.0
0.24,1784878219.23316,,,,,,,,,,0.05322,0.00911,-0.01429,-0.00132,0.00631,0.0017,0.01429,0.0017,0.0
0.26,1784878219.25316,,,,,,,,,,0.38674,-0.13983,0.18015,0.01329,0.02949,-0.00188,-0.18015,-0.00188,0.0
0.28,1784878219.27316,,,,,,,,,,-0.23135,0.12053,0.0019,-0.0088,-0.01538,0.00086,-0.0019,0.00086,0.0
0.3,1784878219.29316,,,,,,,,,,0.21761,-0.07084,0.12417,0.00677,0.01708,-0.00251,-0.12417,-0.00251,0.0
0.32,1784878219.31316,,,,,,,,,,0.06325,0.03826,-0.02569,0.00115,0.00472,-0.00235,0.02569,-0.00235,0.0
0.34,1784878219.33316,,,,,,,,,,0.04607,-0.0502,-0.02767,0.00846,0.00442,-0.00151,0.02767,-0.00151,0.0
0.36,1784878219.35316,,,,,,,,,,0.41204,-0.16868,0.13372,0.01209,0.03128,-0.00119,-0.13372,-0.00119,0.0
0.38,1784878219.37316,,,,,,,,,,-0.26807,0.12305,-0.06115,-0.00754,-0.02316,0.00033,0.06115,0.00033,0.0
0.4,1784878219.39316,,,,,,,,,,0.16038,0.08736,0.09691,-0.00202,0.01318,-0.00067,-0.09691,-0.00067,0.0
0.42,1784878219.41316,,,,,,,,,,-0.38003,0.14302,-0.04166,-0.0098,-0.02737,-0.00135,0.04166,-0.00135,0.0
0.44,1784878219.43316,,,,,,,,,,0.34947,0.03113,0.00963,0.00404,0.02807,-0.00067,-0.00963,-0.00067,0.0
0.46,1784878219.45316,,,,,,,,,,-0.22828,0.16703,0.01505,-0.00959,-0.01757,-0.00056,-0.01505,-0.00056,0.0
0.48,1784878219.47316,,,,,,,,,,0.65411,-0.08515,0.15446,0.00177,0.05235,0.00417,-0.15446,0.00417,0.0
0.5,1784878219.49316,,,,,,,,,,0.45127,0.03418,0.07344,-0.00116,0.03707,0.00075,-0.07344,0.00075,0.0
0.52,1784878219.51316,,,,,,,,,,-0.23122,-0.07927,-0.05878,0.01335,-0.01854,-0.00724,0.05878,-0.00724,0.0
0.54,1784878219.53316,,,,,,,,,,-0.05311,0.15497,-0.03398,-0.01411,-0.00434,-0.00083,0.03398,-0.00083,0.0
0.56,1784878219.55316,,,,,,,,,,-0.22924,-0.00438,0.01497,0.00151,-0.01559,-0.00204,-0.01497,-0.00204,0.0
0.58,1784878219.57316,,,,,,,,,,0.17794,-0.05782,0.06678,0.00183,0.01365,2e-05,-0.06678,2e-05,0.0
0.6,1784878219.59316,,,,,,,,,,-0.42755,0.12209,0.03617,-0.00854,-0.03338,-0.00235,-0.03617,-0.00235,0.0
0.62,1784878219.61316,,,,,,,,,,-0.13889,0.00442,0.06525,-0.00049,-0.00853,-0.00104,-0.06525,-0.00104,0.0
0.64,1784878219.63316,,,,,,,,,,0.21855,-0.03815,0.0139,0.00141,0.0147,0.00086,-0.0139,0.00086,0.0
0.66,1784878219.65316,,,,,,,,,,-0.41832,0.13542,0.012,-0.00576,-0.03374,-0.00156,-0.012,-0.00156,0.0
0.68,1784878219.67316,,,,,,,,,,-0.04039,0.25031,0.00522,-0.02501,3e-05,0.00349,-0.00522,0.00349,0.0
0.7,1784878219.69316,,,,,,,,,,-0.36183,0.18337,0.01926,-0.01838,-0.02328,0.00333,-0.01926,0.00333,0.0
0.72,1784878219.71316,,,,,,,,,,-0.42765,0.1527,0.00797,-0.01075,-0.03307,0.00265,-0.00797,0.00265,0.0
0.74,1784878219.73316,,,,,,,,,,-0.47441,0.12015,0.06244,-0.01006,-0.03727,0.00254,-0.06244,0.00254,0.0
0.76,1784878219.75316,,,,,,,,,,0.00352,-0.10999,0.1016,0.01272,0.00077,-0.00204,-0.1016,-0.00204,0.0
0.78,1784878219.77316,,,,,,,,,,-0.0553,0.00812,0.00156,-0.00148,-0.00901,-0.00014,-0.00156,-0.00014,0.0
