t_ms,pwm,rpm,Fx,Fy,Fz,Tx,Ty,Tz,Current_mA,ADC_Current_mA
447380,1000,0.0,0.1192,-0.0223,0.0657,0.00022,0.00426,-0.00069,0.0,
447400,1000,0.0,-0.0478,0.0167,0.1577,-0.00478,-0.00174,0.00231,0.0,
447420,1000,0.0,0.0622,-0.0653,0.0837,0.00822,0.00426,-0.00169,0.0,
447440,1000,0.0,0.0452,-0.0173,0.1227,-0.00178,0.00326,0.00031,0.0,
447460,1000,0.0,-0.0368,-0.0663,0.0467,0.00622,0.00026,-0.00169,0.0,
447480,1000,0.0,0.0082,-0.0393,0.0717,-0.00178,0.00426,0.00231,0.0,
447500,1000,0.0,0.0892,-0.0973,0.0217,0.01022,0.00626,0.00031,0.0,
447520,1000,0.0,-0.0878,0.1397,0.0277,-0.01178,-0.01174,0.00331,0.0,
447540,1000,0.0,0.1042,0.2187,0.0027,-0.01478,0.00526,0.00131,0.0,
447560,1000,0.0,0.1932,-0.0463,0.0627,0.00622,0.01726,-0.00269,0.0,
447580,1000,0.0,0.1172,0.0397,-0.0713,-0.00478,0.01326,0.00331,0.0,
447600,1000,0.0,0.1492,-0.0893,-0.0033,0.00622,0.00926,0.00031,0.0,
447620,1000,0.0,0.1452,0.2057,0.0127,-0.01378,0.00726,0.00031,0.0,
447640,1000,0.0,0.0372,-0.0413,-0.0313,0.00022,0.00826,-0.00069,0.0,
447660,1000,0.0,0.1812,-0.0723,0.0437,0.00922,0.01426,-0.00069,0.0,
447680,1000,0.0,0.1862,-0.0533,0.1557,0.00522,0.00926,0.00031,0.0,
447700,1000,0.0,0.0062,-0.0373,0.1017,0.00222,0.00526,0.00031,0.0,
447720,1000,0.0,0.0182,-0.0363,-0.0713,0.00222,0.00326,0.00031,0.0,
447740,1000,0.0,0.0242,0.0887,0.0297,-0.00478,-0.00374,0.00131,0.0,
447760,1000,0.0,0.1002,-0.0363,0.1487,0.00022,0.00626,0.00231,0.0,
447780,1000,0.0,0.1912,-0.0633,0.1077,0.00522,0.01826,-0.00069,0.0,
447800,1000,0.0,-0.0818,-0.0153,-0.0093,0.00522,-0.00874,-0.00169,0.0,
447820,1000,0.0,0.3052,-0.0793,-0.1653,0.00222,0.02726,0.00131,0.0,
447840,1000,0.0,-0.0218,0.0717,-0.0173,-0.00178,-0.00374,0.00031,0.0,
447860,1000,0.0,0.1472,-0.0193,0.0607,0.00022,0.01226,0.00131,0.0,
447880,1000,0.0,-0.0558,0.0847,0.0147,-0.00478,-0.00774,-0.00169,0.0,
447900,1000,0.0,-0.0898,0.0807,-0.0253,-0.00778,-0.00474,0.00131,0.0,
447920,1000,0.0,0.1102,-0.1223,0.0027,0.01422,0.00626,-0.00469,0.0,
447940,1000,0.0,-0.0878,-0.0213,0.0947,0.00222,-0.00574,0.00131,0.0,
447960,1000,0.0,-0.0398,0.0017,-0.0363,-0.00378,-0.00274,0.00031,0.0,
