t_rel_s,t_epoch,phase,sweep_idx,a_cmd_us,b_cmd_us,servo1_raw,servo2_raw,voltage_v,current_a,power_w,Fx,Fy,Fz,Tx,Ty,Tz,thrust_N,torque_Nm,rpm
0.0,1784877655.83803,,,,,,,,,,0.1383,-0.11267,0.07021,0.00043,0.01946,0.01651,-0.07021,0.01651,0.0
0.02,1784877655.85803,,,,,,,,,,-0.24076,0.14028,0.00609,-0.02222,-0.0132,0.01992,-0.00609,0.01992,0.0
0.04,1784877655.87803,,,,,,,,,,0.16911,-0.14046,0.10429,-0.00044,0.02023,0.01941,-0.10429,0.01941,0.0
0.06,1784877655.89803,,,,,,,,,,-0.01622,-0.08143,0.05709,-0.00048,0.00442,0.01841,-0.05709,0.01841,0.0
0.08,1784877655.91803,,,,,,,,,,-0.13106,-0.21376,0.10029,0.00643,-0.00044,0.01651,-0.10029,0.01651,0.0
0.1,1784877655.93803,,,,,,,,,,0.04674,-0.16619,0.14267,-0.00089,0.01369,0.01721,-0.14267,0.01721,0.0
0.12,1784877655.95803,,,,,,,,,,0.05999,-0.26118,-0.09403,0.01174,0.02157,0.01731,0.09403,0.01731,0.0
0.14,1784877655.97803,,,,,,,,,,0.07813,-0.13976,0.07895,0.0006,0.01775,0.01731,-0.07895,0.01731,0.0
0.16,1784877655.99803,,,,,,,,,,0.01168,-0.17309,0.17283,0.01094,0.00464,0.0128,-0.17283,0.0128,0.0
0.18,1784877656.01803,,,,,,,,,,-0.08776,-0.02593,0.17529,-0.01573,0.00687,0.02133,-0.17529,0.02133,0.0
0.2,1784877656.03803,,,,,,,,,,-0.07436,-0.03995,0.15036,-0.00345,0.00275,0.0151,-0.15036,0.0151,0.0
0.22,1784877656.05803,,,,,,,,,,0.02287,-0.32009,0.15221,0.01084,0.01578,0.01521,-0.15221,0.01521,0.0
0.24,1784877656.07803,,,,,,,,,,-0.0786,0.09599,-0.0132,-0.00942,-0.00528,0.01801,0.0132,0.01801,0.0
0.26,1784877656.09803,,,,,,,,,,0.19771,0.01848,-0.02138,-0.00727,0.01931,0.01561,0.02138,0.01561,0.0
0.28,1784877656.11803,,,,,,,,,,-0.12423,0.22018,0.06806,-0.02571,-0.00298,0.02162,-0.06806,0.02162,0.0
0.3,1784877656.13803,,,,,,,,,,0.26366,-0.2044,0.05155,0.00287,0.03303,0.0178,-0.05155,0.0178,0.0
0.32,1784877656.15803,,,,,,,,,,-0.03151,-0.07568,-0.06761,-0.00189,0.01111,0.01731,0.06761,0.01731,0.0
0.34,1784877656.17803,,,,,,,,,,0.08988,-0.14376,0.26051,0.00533,0.01457,0.01641,-0.26051,0.01641,0.0
0.36,1784877656.19803,,,,,,,,,,-0.03616,-0.05953,0.03984,0.00171,-0.00458,0.01721,-0.03984,0.01721,0.0
0.38,1784877656.21803,,,,,,,,,,-0.13926,-0.09889,0.0694,-0.0078,0.00137,0.01821,-0.0694,0.01821,0.0
0.4,1784877656.23803,,,,,,,,,,0.12348,-0.13225,0.09463,0.00114,0.01669,0.01651,-0.09463,0.01651,0.0
0.42,1784877656.25803,,,,,,,,,,-0.07851,-0.12538,0.11203,0.00132,-0.00158,0.01631,-0.11203,0.01631,0.0
0.44,1784877656.27803,,,,,,,,,,0.19914,-0.11168,0.11911,0.00032,0.0197,0.01901,-0.11911,0.01901,0.0
0.46,1784877656.29803,,,,,,,,,,-0.05541,-0.1689,0.02503,0.00473,0.00603,0.01661,-0.02503,0.01661,0.0
0.48,1784877656.31803,,,,,,,,,,0.13409,-0.16989,0.16076,0.01153,0.01328,0.01541,-0.16076,0.01541,0.0
0.5,1784877656.33803,,,,,,,,,,-0.11498,-0.24323,0.08564,0.01132,0.00074,0.01261,-0.08564,0.01261,0.0
0.52,1784877656.35803,,,,,,,,,,-0.04833,-0.08451,0.08111,-0.0014,0.00467,0.01772,-0.08111,0.01772,0.0
0.54,1784877656.37803,,,,,,,,,,0.019,-0.13933,0.16645,0.00173,0.01518,0.01651,-0.16645,0.01651,0.0
0.56,1784877656.39803,,,,,,,,,,-0.09922,0.0213,0.1766,-0.01221,0.00364,0.01811,-0.1766,0.01811,0.0
0.58,1784877656.41803,,,,,,,,,,-0.06411,-0.17217,0.17219,0.00696,0.00406,0.0147,-0.17219,0.0147,0.0
0.6,1784877656.43803,,,,,,,,,,0.13053,-0.05916,0.19875,0.0002,0.01688,0.01792,-0.19875,0.01792,0.0
0.62,1784877656.45803,,,,,,,,,,0.23956,-0.10561,0.1999,0.00553,0.02547,0.0138,-0.1999,0.0138,0.0
0.64,1784877656.47803,,,,,,,,,,0.02471,-0.17721,-0.0266,0.01343,0.01183,0.01692,0.0266,0.01692,0.0
0.66,1784877656.49803,,,,,,,,,,0.08495,-0.11939,0.12811,-0.00111,0.01387,0.01731,-0.12811,0.01731,0.0
0.68,1784877656.51803,,,,,,,,,,0.13477,-0.17812,0.17294,-8e-05,0.01877,0.01911,-0.17294,0.01911,0.0
0.7,1784877656.53803,,,,,,,,,,0.15813,-0.00679,0.06931,-0.00429,0.02016,0.01841,-0.06931,0.01841,0.0
0.72,1784877656.55803,,,,,,,,,,0.08898,-0.17122,0.13343,0.00243,0.02026,0.01651,-0.13343,0.01651,0.0
0.74,1784877656.57803,,,,,,,,,,0.16595,-0.13811,0.09933,0.00142,0.01936,0.01721,-0.09933,0.01721,0.0
0.76,1784877656.59803,,,,,,,,,,0.03996,-0.21615,0.07306,0.01114,0.01115,0.01551,-0.07306,0.01551,0.0
0.78,1784877656.61803,,,,,,,,,,0.03602,0.01182,0.06349,-0.00761,0.00575,0.01982,-0.06349,0.01982,0.0
0.8,1784877656.63803,,,,,,,,,,-0.01599,-0.11918,-0.00131,0.00374,0.00256,0.0149,0.00131,0.0149,0.0
0.82,1784877656.65803,,,,,,,,,,-0.39956,0.03771,0.06473,-0.0065,-0.02298,0.01701,-0.06473,0.01701,0.0
