rec,t_us,phase,seq,axis,gimbal,cmd_outer,cmd_inner,ax,ay,az,gx,gy,gz,flags,packet_seq,jitter_us
S,8000,health,0,-1,none,1520,1520,-312,-576,-17088,38,22,-28,0,0,9
S,9073,health,0,-1,none,1520,1520,-296,-448,-17128,34,19,-25,0,1,82
S,9997,health,0,-1,none,1520,1520,-296,-480,-17120,31,22,-28,0,2,6
S,10992,health,0,-1,none,1520,1520,-144,-496,-17120,34,18,-25,0,3,1
S,11996,health,0,-1,none,1520,1520,-288,-640,-17088,37,18,-28,0,4,5
S,12992,health,0,-1,none,1520,1520,-288,-480,-16960,33,22,-25,0,5,1
S,13996,health,0,-1,none,1520,1520,-264,-536,-17056,32,20,-25,0,6,5
S,14992,health,0,-1,none,1520,1520,-392,-592,-16952,29,17,-23,0,7,1
S,15996,health,0,-1,none,1520,1520,-280,-736,-17080,36,21,-28,0,8,5
S,16992,health,0,-1,none,1520,1520,-200,-616,-17112,38,15,-27,0,9,1
S,17996,health,0,-1,none,1520,1520,-208,-512,-17000,35,17,-26,0,10,5
S,18992,health,0,-1,none,1520,1520,-304,-480,-17184,35,21,-23,0,11,1
S,19996,health,0,-1,none,1520,1520,-320,-576,-17168,32,17,-29,0,12,5
S,20992,health,0,-1,none,1520,1520,-200,-544,-17024,29,16,-28,0,13,1
S,21996,health,0,-1,none,1520,1520,-208,-592,-17216,28,19,-26,0,14,5
S,22992,health,0,-1,none,1520,1520,-288,-512,-17056,30,21,-28,0,15,1
S,23996,health,0,-1,none,1520,1520,-152,-592,-16992,30,19,-29,0,16,5
S,24992,health,0,-1,none,1520,1520,-240,-632,-17056,30,19,-32,0,17,1
S,25996,health,0,-1,none,1520,1520,-208,-448,-17096,27,20,-29,0,18,5
S,26992,health,0,-1,none,1520,1520,-328,-584,-17040,34,26,-28,0,19,1
S,27996,health,0,-1,none,1520,1520,-352,-480,-16936,34,21,-24,0,20,5
S,28992,health,0,-1,none,1520,1520,-216,-584,-17104,35,19,-28,0,21,1
S,29996,health,0,-1,none,1520,1520,-208,-600,-17040,32,20,-29,0,22,5
S,30992,health,0,-1,none,1520,1520,-264,-536,-17120,37,16,-26,0,23,1
S,31996,health,0,-1,none,1520,1520,-304,-536,-17144,33,18,-28,0,24,5
S,32992,health,0,-1,none,1520,1520,-216,-512,-17088,36,19,-25,0,25,1
S,33996,health,0,-1,none,1520,1520,-280,-624,-17104,37,16,-23,0,26,5
S,34992,health,0,-1,none,1520,1520,-320,-584,-17032,34,11,-31,0,27,1
S,35996,health,0,-1,none,1520,1520,-296,-672,-16992,27,16,-25,0,28,5
S,36992,health,0,-1,none,1520,1520,-232,-456,-16976,33,21,-24,0,29,1
S,37996,health,0,-1,none,1520,1520,-256,-552,-17128,28,19,-26,0,30,5
S,38992,health,0,-1,none,1520,1520,-216,-568,-17080,30,19,-29,0,31,1
S,39996,health,0,-1,none,1520,1520,-280,-616,-16976,31,20,-24,0,32,5
S,40992,health,0,-1,none,1520,1520,-384,-496,-17104,33,23,-27,0,33,1
S,41996,health,0,-1,none,1520,1520,-264,-544,-17136,30,20,-27,0,34,5
S,42992,health,0,-1,none,1520,1520,-288,-528,-17016,24,19,-24,0,35,1
S,43996,health,0,-1,none,1520,1520,-424,-568,-17016,34,17,-29,0,36,5
S,44992,health,0,-1,none,1520,1520,-272,-632,-17224,34,15,-28,0,37,1
S,45996,health,0,-1,none,1520,1520,-264,-488,-17136,30,20,-25,0,38,5
S,46992,health,0,-1,none,1520,1520,-264,-552,-17040,32,19,-26,0,39,1
S,47996,health,0,-1,none,1520,1520,-296,-552,-17032,27,21,-22,0,40,5
S,48992,health,0,-1,none,1520,1520,-192,-512,-17072,27,18,-23,0,41,1
S,49996,health,0,-1,none,1520,1520,-248,-536,-17080,34,20,-25,0,42,5
S,50992,health,0,-1,none,1520,1520,-424,-512,-17040,36,20,-26,0,43,1
S,51996,health,0,-1,none,1520,1520,-248,-568,-17040,32,18,-30,0,44,5
S,52992,health,0,-1,none,1520,1520,-304,-552,-17008,34,17,-25,0,45,1
S,53996,health,0,-1,none,1520,1520,-400,-576,-17144,29,20,-28,0,46,5
S,54992,health,0,-1,none,1520,1520,-272,-560,-17160,33,19,-30,0,47,1
S,55996,health,0,-1,none,1520,1520,-336,-528,-17008,34,17,-32,0,48,5
S,56992,health,0,-1,none,1520,1520,-168,-584,-17120,32,13,-22,0,49,1
S,57996,health,0,-1,none,1520,1520,-248,-528,-17024,27,16,-22,0,50,5
S,58992,health,0,-1,none,1520,1520,-376,-592,-17000,36,29,-27,0,51,1
S,59996,health,0,-1,none,1520,1520,-336,-496,-17040,30,18,-28,0,52,5
S,60992,health,0,-1,none,1520,1520,-336,-640,-17160,32,20,-32,0,53,1
S,61996,health,0,-1,none,1520,1520,-344,-424,-17008,29,20,-24,0,54,5
S,62992,health,0,-1,none,1520,1520,-240,-520,-17248,28,21,-25,0,55,1
S,63996,health,0,-1,none,1520,1520,-384,-520,-17104,33,22,-22,0,56,5
S,64992,health,0,-1,none,1520,1520,-264,-496,-17056,36,19,-30,0,57,1
S,65996,health,0,-1,none,1520,1520,-272,-512,-17056,28,22,-30,0,58,5
