pulse_us,theta_deg,theta_up_deg,theta_down_deg
1350,-6.34603437635369,-6.384341366135985,-6.307727386571395
1360,-5.966731697595059,-6.074782880152728,-5.85868051503739
1370,-5.637562825046702,-5.750608347747762,-5.524517302345643
1380,-5.331958381559131,-5.483386170442854,-5.180530592675408
1390,-4.890481925326687,-4.851155828974033,-4.9298080216793405
1400,-4.713889879946564,-4.914769244135792,-4.513010515757335
1410,-4.529114088431973,-4.663419160462832,-4.394809016401114
1420,-4.116347653961486,-4.3304686309484195,-3.9022266769745526
1430,-3.8002093842114055,-3.958045455445149,-3.6423733129776625
1440,-3.0960142390084546,-3.3877253187829366,-2.8043031592339727
1450,-2.7933412709368493,-3.0088917310219476,-2.577790810851751
1460,-2.4959988701296503,-2.682162378285555,-2.3098353619737457
1470,-2.134792165974733,-2.3190575089040415,-1.9505268230454247
1480,-1.755274795850315,-1.9398597892209357,-1.5706898024796945
1490,-1.0871359412816606,-1.302596575105325,-0.8716753074579964
1500,-0.6986545739795326,-0.7305730527560476,-0.6667360952030176
1510,-0.46283303828427236,-0.6202452331098536,-0.3054208434586911
1520,0.036188561853144896,-0.09376077778639291,0.1661379014926827
1530,0.33632509988680204,0.27096197448005466,0.40168822529354936
1540,0.763667599880157,0.6747965681607841,0.8525386315995298
1550,1.2919373710372533,1.3833160757428031,1.2005586663317036
1560,1.6007847042104695,1.6154235585759005,1.5861458498450387
1570,1.9631338158586669,1.8622601894204733,2.0640074422968606
1580,2.211915477318132,2.1167648459946298,2.3070661086416338
1590,2.6448492591301607,2.5820508839941425,2.7076476342661793
1600,2.937059969195229,2.879187709374092,2.9949322290163662
1610,3.2851319234524192,3.258750657886682,3.311513189018157
1620,3.6931627381209915,3.656151481648939,3.730173994593044
1630,3.9400904191949078,3.854944507028727,4.025236331361088
1640,4.400462225159685,4.3351273306028,4.465797119716569
1650,4.805528358914461,4.638010343281187,4.973046374547734
1660,5.116028946515996,5.05334837925762,5.178709513774372
1670,5.37360524362462,5.27379644976393,5.473414037485311
1680,5.701215658867774,5.6131659082833005,5.789265409452248
1690,6.046025607845693,5.900691917741218,6.191359297950168
1700,6.441273352800916,6.360174665190746,6.522372040411088
1710,6.873712940377326,6.778137564316502,6.96928831643815
1720,7.150203537263675,7.03502231157882,7.26538476294853
1730,7.405889961687608,7.272718511203937,7.53906141217128
1740,7.788382907246666,7.645105359757958,7.931660454735375
1750,8.150959856724436,7.9794478472472035,8.322471866201667
1760,8.46083395088176,8.315705628379874,8.605962273383645
1770,8.673006597416595,8.52735573362535,8.81865746120784
1780,8.882279028258074,8.730557371228475,9.034000685287673
1790,9.314078406662027,9.223214629937413,9.404942183386641
1800,9.540558160851806,9.370564975347097,9.710551346356514
1810,9.897986151015438,9.730535910085543,10.065436391945331
1820,10.172709648226986,9.983363627685536,10.362055668768436
1830,10.631395615687214,10.416931033314103,10.845860198060324
1840,10.900884110546372,10.69113818640458,11.110630034688162
1850,11.127292957057755,10.928147702957837,11.326438211157674
1860,11.489421996564666,11.311783334931896,11.667060658197435
1870,11.745632789468724,11.495315711879208,11.99594986705824
1880,12.055062970168464,11.839231090635943,12.270894849700987
1890,12.276247915429934,12.056668836057918,12.495826994801948
1900,12.55850264798542,12.349247513404896,12.767757782565948
1910,12.95973146578339,12.676929519536664,13.242533412030117
1920,13.182728539179312,12.926679362159707,13.438777716198915
1930,13.604696410064584,13.317255860789619,13.892136959339549
1940,13.82210169638791,13.567954376486806,14.076249016289015
1950,14.024291004767939,13.751274822420806,14.297307187115074
1960,14.252260676187134,14.013338489968044,14.491182862406227
1970,14.460384511148915,14.183955515722456,14.736813506575373
1980,14.757832946190682,14.466623782419662,15.0490421099617
1990,14.943478187560551,14.676479322788769,15.210477052332335
2000,15.096970908496166,14.833854296819025,15.360087520173307
2010,15.284551347639557,15.05839265658872,15.510710038690394
2020,15.440633242746623,15.309016306372499,15.572250179120747
2030,15.588329576813585,15.496454306703423,15.680204846923747
2040,15.661606260561557,15.671182633868032,15.652029887255082
