rec,t_us,phase,seq,axis,gimbal,cmd_outer,cmd_inner,ax,ay,az,gx,gy,gz,flags,packet_seq,jitter_us
S,7930,health,0,-1,none,1520,1520,-240,-480,-17008,35,22,-28,2,0,5
S,9121,health,0,-1,none,1520,1520,-216,-624,-17080,33,21,-27,2,1,196
S,10041,health,0,-1,none,1520,1520,-192,-576,-16992,31,22,-31,0,2,116
S,10960,health,0,-1,none,1520,1520,-208,-520,-17048,27,15,-26,0,3,35
S,11931,health,0,-1,none,1520,1520,-168,-560,-17112,32,16,-24,0,4,6
S,12929,health,0,-1,none,1520,1520,-336,-560,-17064,36,20,-23,0,5,4
S,13926,health,0,-1,none,1520,1520,-240,-552,-17088,31,20,-28,0,6,1
S,14934,health,0,-1,none,1520,1520,-240,-544,-16936,25,21,-25,0,7,9
S,15932,health,0,-1,none,1520,1520,-248,-496,-17008,27,18,-25,0,8,7
S,16930,health,0,-1,none,1520,1520,-184,-560,-17128,30,22,-25,0,9,5
S,17927,health,0,-1,none,1520,1520,-320,-560,-17032,31,24,-28,0,10,2
S,18935,health,0,-1,none,1520,1520,-192,-440,-17064,31,18,-24,0,11,10
S,19933,health,0,-1,none,1520,1520,-152,-568,-17000,34,17,-30,0,12,8
S,20930,health,0,-1,none,1520,1520,-248,-528,-17200,33,15,-26,0,13,5
S,21928,health,0,-1,none,1520,1520,-96,-656,-17176,28,22,-26,0,14,3
S,22926,health,0,-1,none,1520,1520,-96,-536,-17032,28,21,-23,0,15,1
S,23935,health,0,-1,none,1520,1520,-256,-664,-17024,32,19,-21,0,16,10
S,24932,health,0,-1,none,1520,1520,-224,-528,-17016,31,21,-24,0,17,7
S,25929,health,0,-1,none,1520,1520,-280,-544,-17000,28,24,-24,0,18,4
S,26927,health,0,-1,none,1520,1520,-336,-680,-16976,29,20,-29,0,19,2
S,27935,health,0,-1,none,1520,1520,-232,-680,-17032,32,22,-26,0,20,10
S,28933,health,0,-1,none,1520,1520,-216,-632,-17056,28,23,-28,0,21,8
S,29931,health,0,-1,none,1520,1520,-280,-560,-17032,29,22,-24,0,22,6
S,30928,health,0,-1,none,1520,1520,-240,-512,-17128,30,21,-26,0,23,3
