t_mono,dev_t,seg_id,voltage_v,current_a,remaining_pct
342865.330102,,2,12.6,0.0,100
342865.435038,,2,12.6,0.0,100
342865.540647,,2,12.6,0.0,100
342865.645561,,2,12.6,0.0,100
342865.751263,,2,12.6,0.0,100
342865.856159,,2,12.6,0.0,100
342865.961494,,2,12.6,0.0,100
342866.066881,,2,12.6,0.0,100
342866.172397,,2,12.6,0.0,100
342866.224685,,2,12.6,0.0,100
342866.330282,,2,12.6,0.0,100
342866.435163,,2,12.6,0.0,100
342866.540789,,2,12.6,0.0,100
342866.645874,,2,12.6,0.0,100
342866.751056,,2,12.6,0.0,100
342866.856169,,2,12.6,0.0,100
342866.961699,,2,12.6,0.0,100
342867.067103,,2,12.6,0.0,100
342867.11954,,2,12.6,0.0,100
342867.224794,,2,12.6,0.0,100
342867.330315,,2,12.6,0.0,100
342867.435521,,2,12.6,0.0,100
342867.540771,,2,12.6,0.0,100
342867.646041,,3,12.579,0.463,99
342867.751249,,3,12.548,1.145,99
342867.856691,,3,12.524,1.696,99
342867.961597,,3,12.506,2.094,99
342868.066963,,3,12.493,2.372,99
342868.11988,,4,12.522,1.723,99
342868.224762,,4,12.559,0.915,99
342868.330031,,4,12.578,0.486,99
342868.435335,,4,12.588,0.258,99
342868.541127,,4,12.594,0.137,99
342868.645992,,5,12.569,0.68,99
342868.751608,,5,12.54,1.333,99
