t_epoch,t_fc_us,phase,a_cmd_us,b_cmd_us,a_cmd_norm,b_cmd_norm,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw,voltage_v,current_a,sweep_idx
1784820195.9134586,94875377,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,12.02,0.0,1
1784820195.965006,94923300,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,12.019,0.0,1
1784820196.0132046,94975708,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,12.019,0.0,1
1784820196.06511,95025182,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.934,4.16,1
1784820196.1122837,95073059,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.934,4.16,1
1784820196.1641934,95125462,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.963,1.66,1
1784820196.2124436,95174887,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.963,1.66,1
1784820196.2650251,95222810,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.978,1.6,1
1784820196.3134978,95275232,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.978,1.6,1
1784820196.3650298,95323186,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.971,1.54,1
1784820196.4151397,95375599,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.971,1.54,1
1784820196.4650228,95424979,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.963,1.51,1
1784820196.5132346,95475887,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.963,1.51,1
1784820196.564223,95526810,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.964,1.48,1
1784820196.612339,95574722,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.964,1.48,1
1784820196.6649606,95627144,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.967,1.48,1
1784820196.7123218,95675107,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.967,1.48,1
1784820196.7642922,95727518,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.97,1.49,1
1784820196.812214,95773904,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.97,1.49,1
1784820196.868762,95824860,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.93,1.44,1
1784820196.9135685,95877275,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.93,1.44,1
1784820196.965084,95923655,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.934,1.33,1
1784820197.0136626,95977568,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.934,1.33,1
1784820197.062625,96023992,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.896,1.33,1
1784820197.1131938,96076406,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.896,1.33,1
1784820197.1643038,96127321,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.959,1.44,1
1784820197.212194,96173745,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.959,1.44,1
1784820197.2639995,96226158,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.96,1.37,1
1784820197.313535,96277077,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.96,1.37,1
1784820197.365047,96325007,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.94,1.36,1
1784820197.4132233,96374411,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.94,1.36,1
1784820197.4649668,96426833,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.953,1.15,1
1784820197.512211,96474755,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.953,1.15,1
1784820197.5633428,96525664,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.946,1.21,1
1784820197.6122668,96575084,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.946,1.21,1
1784820197.6643121,96626050,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.972,1.37,1
1784820197.7134871,96675424,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.972,1.37,1
1784820197.7650516,96723386,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.949,1.35,1
1784820197.8134484,96775799,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.949,1.35,1
1784820197.8681998,96828222,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.917,1.21,1
1784820197.9137237,96877591,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.917,1.21,1
1784820197.965085,96925554,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.953,1.35,1
1784820198.0132287,96974926,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.953,1.35,1
1784820198.064172,97022894,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.972,1.36,1
1784820198.1122613,97075388,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.972,1.36,1
1784820198.165062,97127727,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.937,1.33,1
1784820198.2122319,97175603,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.937,1.33,1
1784820198.2655277,97225104,A1300_B1000,1300,1000,0.3,0.0,1300,1000,1000,1000,0,0,0,0,11.945,1.37,1
