run,phase,a_us,b_us,n,thrust_N,thrust_std,torque_Nm,voltage_V,current_A
A1100_B1000-2000_2026-07-31_021029,A1100_B1100,1100,1100,149,0.7292059060402679,0.3912272126897761,-0.0002642953020134515,11.930621621621622,0.005135135135135136
A1100_B1000-2000_2026-07-31_021029,A1100_B1200,1100,1200,151,1.4829027814569533,0.5570775132151825,0.012267417218543018,11.90912,0.6338
A1100_B1000-2000_2026-07-31_021029,A1100_B1300,1100,1300,151,2.350631258278145,0.40279198097712465,0.02537337748344368,11.872758389261744,1.576510067114094
A1100_B1000-2000_2026-07-31_021029,A1100_B1400,1100,1400,151,3.214578278145695,0.2513181531189131,0.03894291390728474,11.829445945945945,2.6770945945945943
A1100_B1000-2000_2026-07-31_021029,A1100_B1500,1100,1500,148,4.176826756756756,0.21306265721681997,0.05267054054054052,11.77566891891892,3.9698648648648645
A1100_B1000-2000_2026-07-31_021029,A1100_B1600,1100,1600,151,5.209253774834436,0.2322982972935569,0.06959192052980129,11.719553333333334,5.5388
A1100_B1000-2000_2026-07-31_021029,A1100_B1700,1100,1700,151,6.575260397350993,0.18971970373144714,0.09137999999999998,11.61710067114094,7.962885906040269
A1100_B1000-2000_2026-07-31_021029,A1100_B1800,1100,1800,151,8.237611390728475,0.2040926808491955,0.11632039735099335,11.488859060402683,11.252013422818791
A1100_B1000-2000_2026-07-31_021029,A1100_B1900,1100,1900,149,9.989548187919462,0.3675239501999045,0.14489677852348992,11.345398648648649,15.287094594594594
A1100_B1000-2000_2026-07-31_021029,A1100_B2000,1100,2000,151,11.561094834437085,0.2429323665774753,0.17222105960264897,11.18444,19.5334
A1200_B1000-2000_2026-07-31_021641,A1200_B1000,1200,1000,151,1.0131191125827816,0.306474017506979,-0.018938874172185448,11.837966216216216,0.14364864864864865
A1200_B1000-2000_2026-07-31_021641,A1200_B1100,1200,1100,148,1.3172954594594595,0.3264375949918026,-0.012465945945945961,11.816148648648648,0.4734459459459459
A1200_B1000-2000_2026-07-31_021641,A1200_B1200,1200,1200,151,2.021152225165563,0.3445273693003343,0.00046509933774833024,11.792106666666667,1.1736666666666666
A1200_B1000-2000_2026-07-31_021641,A1200_B1300,1200,1300,151,2.8403111655629143,0.349143287767622,0.013637284768211909,11.753489932885905,2.1035570469798657
A1200_B1000-2000_2026-07-31_021641,A1200_B1400,1200,1400,151,3.7186091788079474,0.377752377536219,0.025690264900662237,11.710709459459459,3.2041216216216215
