t_epoch,phase,sweep_idx,a_cmd_us,b_cmd_us,a_cmd_norm,b_cmd_norm,voltage_v,current_a
1785429036.9916553,idle_pre,0,1000,1000,0.0,0.0,12.115,0.0
1785429037.0085297,idle_pre,0,1000,1000,0.0,0.0,12.12,0.0
1785429037.0294409,idle_pre,0,1000,1000,0.0,0.0,12.11,0.0
1785429037.053433,idle_pre,0,1000,1000,0.0,0.0,12.115,0.0
1785429037.0685399,idle_pre,0,1000,1000,0.0,0.0,12.109,0.0
1785429037.0907998,idle_pre,0,1000,1000,0.0,0.0,12.12,0.0
1785429037.1107464,idle_pre,0,1000,1000,0.0,0.0,12.122,0.0
1785429037.128455,idle_pre,0,1000,1000,0.0,0.0,12.127,0.0
1785429037.152622,idle_pre,0,1000,1000,0.0,0.0,12.138,0.0
1785429037.1704624,idle_pre,0,1000,1000,0.0,0.0,12.117,0.0
1785429037.1903682,idle_pre,0,1000,1000,0.0,0.0,12.126,0.0
1785429037.2083974,idle_pre,0,1000,1000,0.0,0.0,12.124,0.0
1785429037.2294936,idle_pre,0,1000,1000,0.0,0.0,12.134,0.0
1785429037.2534502,idle_pre,0,1000,1000,0.0,0.0,12.122,0.0
1785429037.268762,idle_pre,0,1000,1000,0.0,0.0,12.121,0.0
1785429037.291708,idle_pre,0,1000,1000,0.0,0.0,12.117,0.0
1785429037.3084073,idle_pre,0,1000,1000,0.0,0.0,12.123,0.0
1785429037.3295236,idle_pre,0,1000,1000,0.0,0.0,12.13,0.0
1785429037.3534162,idle_pre,0,1000,1000,0.0,0.0,12.094,0.0
1785429037.3684359,idle_pre,0,1000,1000,0.0,0.0,12.123,0.0
1785429037.3907533,idle_pre,0,1000,1000,0.0,0.0,12.126,0.0
1785429037.4103794,idle_pre,0,1000,1000,0.0,0.0,12.134,0.0
1785429037.4284241,idle_pre,0,1000,1000,0.0,0.0,12.126,0.0
1785429037.4526098,idle_pre,0,1000,1000,0.0,0.0,12.138,0.0
1785429037.470561,idle_pre,0,1000,1000,0.0,0.0,12.111,0.0
1785429037.4897058,idle_pre,0,1000,1000,0.0,0.0,12.113,0.0
1785429037.509782,idle_pre,0,1000,1000,0.0,0.0,12.115,0.0
1785429037.5304337,idle_pre,0,1000,1000,0.0,0.0,12.092,0.0
1785429037.5514395,idle_pre,0,1000,1000,0.0,0.0,12.159,0.0
1785429037.5696814,idle_pre,0,1000,1000,0.0,0.0,12.117,0.0
1785429037.5916746,idle_pre,0,1000,1000,0.0,0.0,12.115,0.0
1785429037.6084323,idle_pre,0,1000,1000,0.0,0.0,12.128,0.0
1785429037.629691,idle_pre,0,1000,1000,0.0,0.0,12.133,0.0
1785429037.6514862,idle_pre,0,1000,1000,0.0,0.0,12.118,0.0
1785429037.6697536,idle_pre,0,1000,1000,0.0,0.0,12.11,0.0
1785429037.691822,idle_pre,0,1000,1000,0.0,0.0,12.128,0.0
1785429037.7084365,idle_pre,0,1000,1000,0.0,0.0,12.122,0.0
1785429037.7297542,idle_pre,0,1000,1000,0.0,0.0,12.13,0.0
1785429037.7540228,idle_pre,0,1000,1000,0.0,0.0,12.14,0.0
1785429037.7685199,idle_pre,0,1000,1000,0.0,0.0,12.121,0.0
1785429037.79094,idle_pre,0,1000,1000,0.0,0.0,12.124,0.0
1785429037.8105254,idle_pre,0,1000,1000,0.0,0.0,12.118,0.0
1785429037.8286977,idle_pre,0,1000,1000,0.0,0.0,12.138,0.0
1785429037.8532488,idle_pre,0,1000,1000,0.0,0.0,12.137,0.0
1785429037.8704617,idle_pre,0,1000,1000,0.0,0.0,12.123,0.0
1785429037.8898268,idle_pre,0,1000,1000,0.0,0.0,12.12,0.0
1785429037.9105408,idle_pre,0,1000,1000,0.0,0.0,12.115,0.0
1785429037.9289575,idle_pre,0,1000,1000,0.0,0.0,12.079,0.0
1785429037.9525669,idle_pre,0,1000,1000,0.0,0.0,12.116,0.0
1785429037.97043,idle_pre,0,1000,1000,0.0,0.0,12.126,0.0
1785429037.9897344,idle_pre,0,1000,1000,0.0,0.0,12.13,0.0
1785429038.0096462,idle_pre,0,1000,1000,0.0,0.0,12.135,0.0
