target_us,n_below,n_above,mean_below,sd_below,mean_above,sd_above,backlash_deg,repeatability_sd_deg
1520,57,57,-0.17282994419583014,1.795185011680426,-0.21696142138309918,1.7130400639043644,-0.044131477187269036,1.7541125377923952
